aircraft,airline_name,cabin_staff_service,country,date,food_&_beverages,ground_service,inflight_entertainment,rating,recommended,seat_comfort,seat_type,type_of_traveller,value_for_money,verified_trip,wifi_&_connectivity
A320,Deutsche Lufthansa AG,5.0,Germany,2017-10-06,4.0,4.0,-1.0,9,True,4.0,Economy Class,Couple Leisure,5,False,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2017-10-06,3.0,4.0,2.0,5,False,2.0,Economy Class,Couple Leisure,2,False,3.0
A320 / A380,Deutsche Lufthansa AG,5.0,Germany,2017-10-07,5.0,4.0,4.0,9,True,4.0,Business Class,Business,5,False,4.0
A320,Deutsche Lufthansa AG,5.0,Germany,2017-10-14,4.0,3.0,3.0,9,True,4.0,Economy Class,Business,4,False,4.0
Airbus A320,Deutsche Lufthansa AG,5.0,Germany,2017-10-16,4.0,5.0,-1.0,9,True,4.0,Economy Class,Solo Leisure,5,False,-1.0
A330 / A320,Deutsche Lufthansa AG,2.0,Germany,2017-10-17,3.0,1.0,3.0,2,False,3.0,Premium Economy,Family Leisure,1,False,-1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2017-10-18,3.0,1.0,4.0,4,False,4.0,Economy Class,Business,3,False,4.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2017-10-18,1.0,3.0,1.0,1,False,1.0,Business Class,Business,1,False,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2017-10-23,1.0,1.0,-1.0,1,False,2.0,Economy Class,Business,1,False,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2017-10-24,-1.0,1.0,-1.0,1,False,2.0,Economy Class,Couple Leisure,1,False,-1.0
Embraer / A350 900,Deutsche Lufthansa AG,3.0,Germany,2017-10-24,2.0,5.0,3.0,6,True,4.0,Economy Class,Couple Leisure,3,False,-1.0
A321 and A319,Deutsche Lufthansa AG,3.0,Germany,2017-10-28,2.0,2.0,-1.0,6,False,3.0,Business Class,Business,3,False,-1.0
Bombardier,Deutsche Lufthansa AG,4.0,Germany,2017-10-29,4.0,4.0,-1.0,8,True,4.0,Economy Class,Solo Leisure,5,False,-1.0
A320 neo,Deutsche Lufthansa AG,4.0,Germany,2017-10-30,3.0,3.0,-1.0,7,True,4.0,Economy Class,Business,4,False,-1.0
A320,Deutsche Lufthansa AG,4.0,Germany,2017-10-30,4.0,5.0,-1.0,9,True,4.0,Economy Class,Business,4,False,4.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2017-10-30,1.0,1.0,-1.0,4,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
A320,Deutsche Lufthansa AG,3.0,Germany,2017-11-01,2.0,1.0,1.0,1,False,3.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2017-11-07,1.0,4.0,-1.0,4,False,3.0,Economy Class,Business,2,False,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2017-11-15,5.0,4.0,-1.0,8,True,4.0,Economy Class,Solo Leisure,4,False,-1.0
A330-300,Deutsche Lufthansa AG,2.0,Germany,2017-11-16,1.0,3.0,2.0,4,False,1.0,Premium Economy,Business,3,False,-1.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2017-11-17,5.0,1.0,5.0,7,True,5.0,Economy Class,Family Leisure,3,False,-1.0
Boeing 747-8i,Deutsche Lufthansa AG,5.0,Germany,2017-11-22,2.0,5.0,1.0,6,True,3.0,Economy Class,Business,3,True,-1.0
Boeing 747,Deutsche Lufthansa AG,5.0,Germany,2017-11-22,5.0,1.0,4.0,10,True,5.0,Economy Class,Solo Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2017-11-28,1.0,2.0,-1.0,2,False,1.0,Business Class,Business,1,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2017-11-29,5.0,4.0,3.0,9,True,4.0,Economy Class,Business,5,True,4.0
A319,Deutsche Lufthansa AG,5.0,Germany,2017-12-02,5.0,5.0,-1.0,9,True,4.0,Economy Class,Solo Leisure,4,True,3.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2017-12-02,1.0,2.0,1.0,3,False,3.0,Economy Class,Business,1,True,1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2017-12-02,2.0,1.0,-1.0,2,False,3.0,Economy Class,Business,1,True,-1.0
A380,Deutsche Lufthansa AG,5.0,Germany,2017-12-04,5.0,4.0,5.0,10,True,5.0,Economy Class,Family Leisure,5,True,4.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2017-12-05,1.0,4.0,3.0,1,False,1.0,Economy Class,Solo Leisure,2,True,-1.0
A321,Deutsche Lufthansa AG,5.0,Germany,2017-12-05,5.0,5.0,5.0,10,True,4.0,Business Class,Solo Leisure,5,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2017-12-05,1.0,3.0,-1.0,2,False,3.0,Economy Class,Business,1,True,-1.0
A380,Deutsche Lufthansa AG,2.0,Germany,2017-12-05,3.0,1.0,-1.0,2,False,3.0,First Class,Couple Leisure,1,True,-1.0
"Boeing 747-400, A320-200",Deutsche Lufthansa AG,5.0,Germany,2017-12-07,4.0,5.0,5.0,9,True,5.0,Economy Class,Solo Leisure,5,True,-1.0
A320 / A319,Deutsche Lufthansa AG,5.0,Germany,2017-12-09,5.0,4.0,-1.0,10,True,5.0,Economy Class,Solo Leisure,5,True,5.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2017-12-14,-1.0,2.0,-1.0,2,False,3.0,Economy Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2017-12-16,3.0,2.0,-1.0,4,False,1.0,Economy Class,Business,2,True,-1.0
A321,Deutsche Lufthansa AG,5.0,Germany,2017-12-17,4.0,5.0,-1.0,10,True,4.0,Economy Class,Family Leisure,5,True,-1.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2017-12-17,-1.0,1.0,-1.0,1,False,1.0,Economy Class,Family Leisure,1,True,-1.0
Boeing 747-8,Deutsche Lufthansa AG,5.0,Germany,2017-12-18,5.0,5.0,4.0,10,True,4.0,Economy Class,Solo Leisure,5,True,5.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2017-12-19,1.0,1.0,2.0,1,False,1.0,Premium Economy,Business,1,True,-1.0
Boeing 747-8,Deutsche Lufthansa AG,1.0,Germany,2017-12-20,2.0,4.0,1.0,4,False,1.0,Economy Class,Couple Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2017-12-22,1.0,2.0,-1.0,2,False,3.0,Economy Class,Business,1,True,-1.0
A320,Deutsche Lufthansa AG,4.0,Germany,2017-12-23,-1.0,3.0,-1.0,6,False,3.0,Economy Class,Business,2,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2017-12-25,2.0,4.0,3.0,3,False,1.0,Economy Class,Couple Leisure,3,True,1.0
A319 / CRJ1000,Deutsche Lufthansa AG,4.0,Germany,2017-12-28,3.0,2.0,-1.0,7,True,3.0,Business Class,Solo Leisure,4,True,-1.0
Boeing 747-8,Deutsche Lufthansa AG,5.0,Germany,2017-12-29,4.0,5.0,3.0,9,True,5.0,First Class,Couple Leisure,4,True,-1.0
A380-800,Deutsche Lufthansa AG,4.0,Germany,2017-12-29,4.0,4.0,4.0,9,True,4.0,Business Class,Solo Leisure,4,True,4.0
A319-100,Deutsche Lufthansa AG,5.0,Germany,2017-12-30,4.0,5.0,-1.0,10,True,4.0,Economy Class,Solo Leisure,4,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,5.0,Germany,2018-01-02,4.0,2.0,4.0,9,True,4.0,Business Class,Solo Leisure,4,True,-1.0
A321-200,Deutsche Lufthansa AG,4.0,Germany,2018-01-03,3.0,4.0,1.0,3,False,1.0,Business Class,Solo Leisure,2,True,1.0
Boeing 777,Deutsche Lufthansa AG,5.0,Germany,2018-01-04,4.0,4.0,4.0,5,False,5.0,Economy Class,Couple Leisure,3,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-01-06,4.0,5.0,4.0,10,True,4.0,Economy Class,Couple Leisure,5,True,3.0
A340-300,Deutsche Lufthansa AG,4.0,Germany,2018-01-06,4.0,1.0,3.0,9,True,4.0,Economy Class,Couple Leisure,3,True,4.0
A319-100,Deutsche Lufthansa AG,5.0,Germany,2018-01-08,-1.0,5.0,-1.0,9,True,4.0,Economy Class,Couple Leisure,5,True,-1.0
Boeing 744,Deutsche Lufthansa AG,5.0,Germany,2018-01-08,4.0,2.0,4.0,9,True,4.0,Business Class,Couple Leisure,4,True,-1.0
A330 / A320 NEO,Deutsche Lufthansa AG,5.0,Germany,2018-01-10,5.0,5.0,5.0,10,True,3.0,Economy Class,Solo Leisure,5,True,5.0
"A320, A380, A340",Deutsche Lufthansa AG,5.0,Germany,2018-01-11,5.0,4.0,4.0,9,True,5.0,Premium Economy,Business,4,True,5.0
A340-600,Deutsche Lufthansa AG,3.0,Germany,2018-01-12,4.0,4.0,4.0,7,True,3.0,Business Class,Couple Leisure,4,True,-1.0
A321,Deutsche Lufthansa AG,3.0,Germany,2018-01-15,5.0,3.0,-1.0,7,True,4.0,Economy Class,Family Leisure,4,True,-1.0
A350,Deutsche Lufthansa AG,1.0,Germany,2018-01-24,2.0,4.0,4.0,2,False,1.0,Business Class,Business,1,True,4.0
A380,Deutsche Lufthansa AG,5.0,Germany,2018-01-25,5.0,5.0,5.0,10,True,5.0,Business Class,Solo Leisure,5,True,5.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-01-30,1.0,1.0,4.0,1,False,4.0,Economy Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2018-01-30,1.0,3.0,-1.0,1,False,3.0,Economy Class,Business,1,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,5.0,Germany,2018-01-31,2.0,4.0,3.0,8,True,4.0,Business Class,Solo Leisure,3,True,-1.0
A320 / A330,Deutsche Lufthansa AG,4.0,Germany,2018-02-01,4.0,4.0,4.0,9,True,4.0,Economy Class,Solo Leisure,5,True,-1.0
Boeing 747,Deutsche Lufthansa AG,5.0,Germany,2018-02-01,4.0,5.0,5.0,9,True,4.0,Premium Economy,Business,4,True,5.0
A321,Deutsche Lufthansa AG,4.0,Germany,2018-02-02,2.0,2.0,-1.0,4,True,3.0,Business Class,Family Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2018-02-03,2.0,1.0,2.0,2,False,3.0,Economy Class,Business,2,True,-1.0
A380 / Boeing 747,Deutsche Lufthansa AG,5.0,Germany,2018-02-04,4.0,4.0,5.0,9,True,5.0,Economy Class,Solo Leisure,5,True,4.0
A320 / Boeing 747-8,Deutsche Lufthansa AG,4.0,Germany,2018-02-07,4.0,4.0,4.0,8,True,3.0,Economy Class,Solo Leisure,4,True,-1.0
A321 / A320,Deutsche Lufthansa AG,5.0,Germany,2018-02-09,5.0,4.0,-1.0,9,True,5.0,Economy Class,Solo Leisure,5,True,-1.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2018-02-11,3.0,4.0,-1.0,9,True,5.0,Economy Class,Couple Leisure,4,True,-1.0
A340-600,Deutsche Lufthansa AG,5.0,Germany,2018-02-14,5.0,4.0,5.0,9,True,5.0,First Class,Solo Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-02-15,3.0,5.0,4.0,8,False,3.0,Economy Class,Solo Leisure,3,True,5.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2018-02-17,2.0,2.0,-1.0,8,True,4.0,Economy Class,Business,3,True,-1.0
A380,Deutsche Lufthansa AG,4.0,Germany,2018-02-18,3.0,4.0,3.0,7,True,4.0,Premium Economy,Business,4,True,-1.0
A380,Deutsche Lufthansa AG,3.0,Germany,2018-02-19,1.0,1.0,1.0,1,False,1.0,Economy Class,Family Leisure,2,True,2.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2018-02-21,1.0,1.0,-1.0,1,False,3.0,Economy Class,Business,1,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-02-22,4.0,5.0,-1.0,10,True,4.0,Economy Class,Solo Leisure,4,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-03-01,5.0,5.0,5.0,10,True,5.0,Economy Class,Solo Leisure,5,True,4.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-03-02,3.0,4.0,-1.0,5,False,2.0,Business Class,Business,2,True,-1.0
A380,Deutsche Lufthansa AG,1.0,Germany,2018-03-04,1.0,2.0,-1.0,1,False,1.0,Economy Class,Solo Leisure,3,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,3.0,Germany,2018-03-05,2.0,1.0,-1.0,3,False,2.0,Business Class,Family Leisure,2,True,-1.0
A330,Deutsche Lufthansa AG,5.0,Germany,2018-03-06,4.0,1.0,-1.0,5,False,5.0,Business Class,Solo Leisure,3,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,3.0,Germany,2018-03-07,1.0,3.0,4.0,7,True,4.0,Economy Class,Solo Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-03-09,4.0,1.0,5.0,7,True,4.0,Economy Class,Solo Leisure,4,True,2.0
A380,Deutsche Lufthansa AG,3.0,Germany,2018-03-13,1.0,4.0,-1.0,2,False,1.0,Business Class,Solo Leisure,1,True,-1.0
A320,Deutsche Lufthansa AG,3.0,Germany,2018-03-13,3.0,1.0,-1.0,1,False,4.0,Economy Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-03-18,1.0,1.0,1.0,1,False,1.0,Business Class,Family Leisure,1,True,1.0
A321,Deutsche Lufthansa AG,1.0,Germany,2018-03-19,1.0,1.0,-1.0,1,False,3.0,Economy Class,Solo Leisure,1,True,-1.0
A321,Deutsche Lufthansa AG,2.0,Germany,2018-03-19,2.0,1.0,-1.0,5,True,5.0,Economy Class,Solo Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-03-27,3.0,2.0,5.0,3,False,5.0,Economy Class,Family Leisure,1,True,3.0
A320 / A321,Deutsche Lufthansa AG,5.0,Germany,2018-03-27,5.0,5.0,-1.0,10,True,4.0,Business Class,Solo Leisure,5,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,3.0,Germany,2018-03-31,2.0,4.0,2.0,6,True,4.0,Business Class,Business,3,True,-1.0
A320 & A380,Deutsche Lufthansa AG,5.0,Germany,2018-04-01,5.0,5.0,4.0,9,True,5.0,Economy Class,Couple Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-04-04,3.0,1.0,4.0,1,False,3.0,Economy Class,Solo Leisure,2,True,3.0
A380-800,Deutsche Lufthansa AG,5.0,Germany,2018-04-04,4.0,3.0,2.0,7,True,3.0,Economy Class,Couple Leisure,3,True,-1.0
A340-600,Deutsche Lufthansa AG,5.0,Germany,2018-04-05,5.0,4.0,5.0,8,True,4.0,Economy Class,Couple Leisure,4,True,5.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2018-04-10,-1.0,1.0,-1.0,1,False,-1.0,Economy Class,Solo Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-04-10,1.0,1.0,-1.0,1,False,2.0,Economy Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-04-11,4.0,1.0,4.0,1,False,3.0,Economy Class,Couple Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2018-04-14,5.0,5.0,5.0,9,True,5.0,Economy Class,Solo Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-04-16,3.0,1.0,-1.0,7,True,4.0,Economy Class,Solo Leisure,5,True,1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-04-16,1.0,1.0,4.0,1,False,1.0,Economy Class,Couple Leisure,1,True,4.0
A321/ A340-600,Deutsche Lufthansa AG,4.0,Germany,2018-04-17,3.0,4.0,5.0,7,True,4.0,Economy Class,Couple Leisure,4,True,-1.0
A321/ A340-600,Deutsche Lufthansa AG,5.0,Germany,2018-04-17,3.0,5.0,5.0,8,True,4.0,Economy Class,Couple Leisure,4,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-04-18,5.0,5.0,-1.0,10,True,5.0,Business Class,Family Leisure,5,True,-1.0
A320 / A321,Deutsche Lufthansa AG,5.0,Germany,2018-04-22,5.0,4.0,2.0,7,True,5.0,Economy Class,Couple Leisure,4,True,3.0
A350-900,Deutsche Lufthansa AG,4.0,Germany,2018-04-23,4.0,4.0,5.0,9,True,5.0,Business Class,Family Leisure,4,True,-1.0
Embraer 195,Deutsche Lufthansa AG,5.0,Germany,2018-04-24,4.0,5.0,-1.0,9,True,4.0,Economy Class,Family Leisure,4,True,-1.0
A321,Deutsche Lufthansa AG,5.0,Germany,2018-04-29,5.0,4.0,-1.0,8,True,3.0,Business Class,Family Leisure,3,True,-1.0
A380,Deutsche Lufthansa AG,4.0,Germany,2018-04-30,2.0,4.0,3.0,7,True,4.0,Economy Class,Solo Leisure,4,True,-1.0
ERJ 190 / A380,Deutsche Lufthansa AG,4.0,Germany,2018-05-01,3.0,3.0,3.0,8,True,4.0,Economy Class,Couple Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-05-01,3.0,1.0,-1.0,1,False,3.0,Economy Class,Family Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-05-08,-1.0,3.0,-1.0,1,False,1.0,Economy Class,Solo Leisure,3,True,-1.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-05-08,3.0,4.0,-1.0,7,True,5.0,Economy Class,Family Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2018-05-08,-1.0,-1.0,-1.0,1,False,-1.0,Economy Class,Couple Leisure,1,True,-1.0
A350-900 (v1),Deutsche Lufthansa AG,4.0,Germany,2018-05-09,3.0,4.0,5.0,8,True,5.0,Business Class,Family Leisure,4,True,-1.0
A350,Deutsche Lufthansa AG,5.0,Germany,2018-05-11,5.0,4.0,5.0,9,True,5.0,Business Class,Solo Leisure,4,True,-1.0
A380,Deutsche Lufthansa AG,5.0,Germany,2018-05-13,5.0,5.0,5.0,10,True,5.0,Business Class,Solo Leisure,5,True,-1.0
A350,Deutsche Lufthansa AG,1.0,Germany,2018-05-16,2.0,4.0,3.0,2,False,1.0,Business Class,Solo Leisure,2,True,3.0
A321,Deutsche Lufthansa AG,4.0,Germany,2018-05-21,-1.0,2.0,-1.0,7,True,4.0,Economy Class,Business,4,True,1.0
A340 / A380,Deutsche Lufthansa AG,1.0,Germany,2018-05-25,2.0,3.0,3.0,5,False,3.0,Economy Class,Business,3,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-05-25,-1.0,1.0,-1.0,1,False,1.0,Economy Class,Couple Leisure,1,True,-1.0
A319-100,Deutsche Lufthansa AG,5.0,Germany,2018-05-26,4.0,4.0,-1.0,8,True,4.0,Economy Class,Solo Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-05-27,-1.0,1.0,-1.0,1,False,1.0,Economy Class,Family Leisure,1,True,-1.0
A320 neo,Deutsche Lufthansa AG,3.0,Germany,2018-05-27,2.0,3.0,-1.0,5,True,1.0,Economy Class,Solo Leisure,4,True,-1.0
A388,Deutsche Lufthansa AG,3.0,Germany,2018-05-28,3.0,3.0,4.0,4,True,3.0,Economy Class,Couple Leisure,2,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,4.0,Germany,2018-05-30,4.0,4.0,5.0,9,True,4.0,Economy Class,Couple Leisure,5,True,-1.0
A320,Deutsche Lufthansa AG,4.0,Germany,2018-06-02,4.0,5.0,3.0,8,True,4.0,Economy Class,Solo Leisure,5,True,4.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-06-03,2.0,1.0,-1.0,1,False,1.0,Economy Class,Couple Leisure,1,True,-1.0
A321,Deutsche Lufthansa AG,5.0,Germany,2018-06-03,2.0,5.0,1.0,6,True,1.0,Business Class,Solo Leisure,3,True,1.0
Unknown,Deutsche Lufthansa AG,1.0,Germany,2018-06-03,-1.0,1.0,-1.0,1,False,1.0,Premium Economy,Solo Leisure,1,True,-1.0
A320/A321,Deutsche Lufthansa AG,5.0,Germany,2018-06-03,5.0,5.0,-1.0,10,True,4.0,Business Class,Couple Leisure,5,True,-1.0
A-321,Deutsche Lufthansa AG,3.0,Germany,2018-06-03,3.0,2.0,2.0,7,True,4.0,Economy Class,Business,4,True,-1.0
Boeing 747-400,Deutsche Lufthansa AG,4.0,Germany,2018-06-04,3.0,5.0,3.0,7,True,3.0,Economy Class,Business,4,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-06-05,-1.0,1.0,-1.0,1,False,1.0,Economy Class,Business,1,True,-1.0
Boeing 747-400 / A320-200,Deutsche Lufthansa AG,5.0,Germany,2018-06-08,5.0,4.0,4.0,9,True,4.0,Business Class,Family Leisure,4,True,4.0
A321,Deutsche Lufthansa AG,5.0,Germany,2018-06-10,5.0,4.0,-1.0,10,True,4.0,Economy Class,Business,4,True,-1.0
Not informed,Deutsche Lufthansa AG,4.0,Germany,2018-06-11,3.0,1.0,2.0,4,False,3.0,Economy Class,Couple Leisure,3,True,-1.0
CRJ1000 / A320,Deutsche Lufthansa AG,2.0,Germany,2018-06-12,3.0,1.0,-1.0,1,False,3.0,Business Class,Business,1,True,-1.0
Boeing 747,Deutsche Lufthansa AG,5.0,Germany,2018-06-13,5.0,5.0,3.0,2,False,5.0,First Class,Business,3,True,2.0
Boeing 747-8,Deutsche Lufthansa AG,2.0,Germany,2018-06-13,1.0,1.0,1.0,1,False,1.0,Economy Class,Couple Leisure,3,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2018-06-16,1.0,1.0,1.0,1,False,1.0,Economy Class,Business,1,True,1.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2018-06-18,-1.0,-1.0,-1.0,1,False,-1.0,Economy Class,Family Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2018-06-20,-1.0,1.0,-1.0,8,True,-1.0,Economy Class,Business,5,True,4.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-06-21,1.0,1.0,-1.0,1,False,2.0,Economy Class,Family Leisure,1,True,1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-06-22,4.0,3.0,1.0,5,False,2.0,Economy Class,Business,3,True,1.0
A321,Deutsche Lufthansa AG,2.0,Germany,2018-06-25,1.0,3.0,-1.0,3,True,3.0,Economy Class,Solo Leisure,2,True,-1.0
A380,Deutsche Lufthansa AG,3.0,Germany,2018-06-25,4.0,3.0,4.0,7,True,3.0,Economy Class,Solo Leisure,4,True,-1.0
Boeing 747-800,Deutsche Lufthansa AG,5.0,Germany,2018-06-25,4.0,5.0,5.0,10,True,5.0,Economy Class,Solo Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-06-26,2.0,1.0,-1.0,1,False,2.0,Economy Class,Couple Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-06-26,2.0,1.0,1.0,3,False,2.0,Economy Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,-1.0,Germany,2018-06-28,-1.0,-1.0,-1.0,1,False,-1.0,Economy Class,Family Leisure,1,True,-1.0
A380,Deutsche Lufthansa AG,3.0,Germany,2018-06-28,1.0,1.0,1.0,4,False,1.0,Business Class,Business,1,True,-1.0
Not informed,Deutsche Lufthansa AG,1.0,Germany,2018-07-01,2.0,1.0,3.0,1,False,2.0,Economy Class,Solo Leisure,1,True,1.0
A340-600,Deutsche Lufthansa AG,5.0,Germany,2018-07-02,4.0,4.0,-1.0,8,True,4.0,Premium Economy,Business,5,True,-1.0
A380,Deutsche Lufthansa AG,4.0,Germany,2018-07-02,4.0,4.0,3.0,7,True,4.0,Economy Class,Business,3,True,3.0
Boeing 747-400,Deutsche Lufthansa AG,4.0,Germany,2018-07-02,3.0,3.0,3.0,6,True,4.0,Economy Class,Business,3,True,3.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-07-03,-1.0,1.0,-1.0,3,False,3.0,Economy Class,Business,2,False,-1.0
A321 / A320,Deutsche Lufthansa AG,1.0,Germany,2018-07-04,2.0,2.0,-1.0,1,False,1.0,Business Class,Couple Leisure,1,True,-1.0
Not informed,Deutsche Lufthansa AG,2.0,Germany,2018-07-07,2.0,2.0,2.0,1,False,2.0,Economy Class,Business,2,True,-1.0
A320,Deutsche Lufthansa AG,4.0,Germany,2018-07-08,3.0,2.0,1.0,4,False,2.0,Business Class,Business,1,True,2.0
A320,Deutsche Lufthansa AG,5.0,Germany,2018-07-08,5.0,2.0,1.0,7,True,4.0,Economy Class,Business,4,True,-1.0
CRJ900,Deutsche Lufthansa AG,4.0,Germany,2018-07-09,5.0,1.0,-1.0,7,True,4.0,Business Class,Business,3,True,-1.0
Bombardier CRJ-900,Deutsche Lufthansa AG,5.0,Germany,2018-07-10,2.0,3.0,-1.0,3,False,1.0,Business Class,Solo Leisure,2,True,-1.0
Not informed,Deutsche Lufthansa AG,5.0,Germany,2018-07-12,4.0,1.0,5.0,5,False,3.0,Economy Class,Couple Leisure,3,True,-1.0
A320 / A319,Deutsche Lufthansa AG,5.0,Germany,2018-07-14,5.0,5.0,-1.0,9,True,5.0,Business Class,Couple Leisure,4,False,1.0
"Dash 8-Q400, Boeing 747-400, CRJ-700, A319",Deutsche Lufthansa AG,5.0,Germany,2018-07-16,4.0,5.0,5.0,10,True,4.0,Economy Class,Business,4,True,-1.0
A350-900,Deutsche Lufthansa AG,5.0,Germany,2018-07-16,5.0,5.0,5.0,9,True,3.0,Business Class,Business,4,True,5.0
A320-200,Deutsche Lufthansa AG,5.0,Germany,2018-07-16,3.0,2.0,-1.0,7,True,4.0,Economy Class,Business,3,False,-1.0
B747-400,Deutsche Lufthansa AG,4.0,Germany,2018-07-18,4.0,4.0,3.0,7,True,4.0,Business Class,Solo Leisure,3,True,-1.0
A319,Deutsche Lufthansa AG,5.0,Germany,2018-07-18,5.0,4.0,-1.0,9,True,2.0,Business Class,Solo Leisure,4,True,-1.0
A380,Deutsche Lufthansa AG,5.0,Germany,2018-07-18,5.0,5.0,5.0,9,True,4.0,Business Class,Solo Leisure,4,True,-1.0
Not informed,Deutsche Lufthansa AG,3.0,Germany,2018-07-20,3.0,2.0,3.0,2,False,3.0,Economy Class,Business,1,True,-1.0
A321,Deutsche Lufthansa AG,2.0,Germany,2018-07-24,-1.0,1.0,-1.0,1,False,2.0,Business Class,Business,1,True,-1.0
A380,Deutsche Lufthansa AG,4.0,Germany,2018-07-24,3.0,5.0,3.0,7,False,3.0,Premium Economy,Family Leisure,4,True,-1.0
A319-100,Deutsche Lufthansa AG,5.0,Germany,2018-07-26,3.0,4.0,-1.0,9,True,4.0,Economy Class,Solo Leisure,3,True,-1.0
A380,Deutsche Lufthansa AG,3.0,Germany,2018-07-28,4.0,4.0,3.0,7,True,3.0,Premium Economy,Business,4,True,-1.0
CRJ900,Deutsche Lufthansa AG,1.0,Germany,2018-07-31,2.0,1.0,2.0,1,False,4.0,Economy Class,Solo Leisure,2,True,1.0
A380-800,Deutsche Lufthansa AG,5.0,Germany,2018-07-31,4.0,3.0,4.0,8,True,4.0,Economy Class,Business,4,True,4.0
A321,Deutsche Lufthansa AG,5.0,Germany,2018-08-02,5.0,5.0,-1.0,10,True,4.0,Business Class,Solo Leisure,5,True,1.0
