date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,value_for_money,recommended,id,type_of_traveller,route,date_flown,inflight_entertainment,aircraft,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2017-07-30,Will pay extra to fly with another airline,2.0,"weekend booked with my family, allocated different seats round the plane, asked if we would like to sit together for extra charge. when we got on the plane i was sitting with a family that were scattered round the plane, talked to 2 other family's with the same issue. this would not have annoyed me but i had a free seat beside me, my sisters had free seats beside them and also my mother, so it looks like we were deliberately seated at each ends of the plane. this isn't such an issue today but i will definitely pay extra to fly with another airline when i bring my children.",Economy Class,2.0,1.0,1.0,4.0,False,1079,Family Leisure,Dublin to London Luton,July 2017,1.0,Not informed,3.0,1.0,Ryanair,Ireland,False
2017-07-30,Check in my hand luggage,1.0,"sofia to stansted. my first and last flight with this airline. service was dreadful, cabin crew could not be bothered, serious delay on inbound. they demanded that i must check in my hand luggage which i made sure is within limits but they said that after 90th passenger all luggage must be checked in. the overall service and punctuality was dreadful.",Economy Class,2.0,1.0,-1.0,1.0,False,1080,Solo Leisure,Sofia to Stansted,July 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-07-30,A low quality airline,2.0,"flew ryanair from stockholm to rome. they charge for seat selection and put you as a family in different seats intentionally to force you to pay up. never seen any other airline do that. the flight back home was late because the airplane was had still not arrived to the airport! the seats are uncomfortable. in general, a low quality airline.",Economy Class,1.0,2.0,-1.0,2.0,False,1081,Family Leisure,Stockholm to Rome,July 2017,1.0,Not informed,1.0,1.0,Ryanair,Ireland,False
2017-07-30,Not use or recommend ryanair,1.0,"girona to stansted. being on beginning of the queue, non- priority, wasn´t allowed to go on board with a small luggage. i complained to the staff and they said that too many people were on priority. they told, me really rude, that next time i had to buy priority if i didn´t want that to happen. when the flight started more than half of the luggage place on board was empty. i asked the stewardess why that happened and he said that wasn´t their problem and give me no help or answer. will not use or recommend ryanair ever again.",Economy Class,2.0,1.0,-1.0,2.0,False,1082,Solo Leisure,Girona to Stansted,July 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-07-31,Intentionally seat families separately,1.0,timisoara to stansted. a star is too much. one of the worst companies to fly with nowadays! they intentionally seat families and group separately with the option to pay extra (another £10-£12) to be seated together. there is no such a thing as customer service with ryanair! truly recommend to avoid flying with them!,Economy Class,1.0,1.0,1.0,1.0,False,1083,Couple Leisure,Timisoara to Stansted,July 2017,1.0,Not informed,1.0,1.0,Ryanair,Ireland,False
2017-08-02,Overall i was quite happy,7.0,one way flight to paris beauvais. i paid for a business plus ticket so had priority check in for my luggage which was quick and with no queue. security check was really quick and efficient. priority boarding and i had the front row seats with plenty of legroom. flight arrived on time. the downside was no complimentary snack and drink with business plus and no lounge access. the luggage delivery in beauvais was quite slow. fare was not cheap when travelling business plus but overall i was quite happy with ryanair.,Economy Class,3.0,4.0,3.0,3.0,True,1084,Solo Leisure,Dublin to Paris Beauvais,July 2017,-1.0,Not informed,3.0,-1.0,Ryanair,Ireland,False
2017-08-02,Split up a family of 4,1.0,"flew ryanair from stansted to rome. terrible from start to finish. split up a family of 4. both ways. with our children both having a spare seat on the way home! the flights were delayed both ways by a total of 3 hours. priority boarding was longer than normal boarding. we were normal boarding. the plane was too hot, with the air above our heads barely blowing. the seats and floor were dirty, with the seat next to my husband covered in melted chocolate. we were so far apart from each other we couldn't see any other member of our family, even though my children are not yet 18. they are deliberately splitting people up if they refuse to pay the extra to choose seats. so if you leave it to chance you will be guaranteed to sit apart. they never used to do this, so why start now? but please, do not give in or they will win. the staff were heard talking, and they all want to leave and go to other airlines. heartless, greedy and cheap.",Economy Class,1.0,1.0,1.0,1.0,False,1085,Family Leisure,Stansted to Rome,July 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-03,Comfortable and good leg room,9.0,flew from madrid to rome ciampino. no frill airline. we checked in several days ago. the ryanair counter at madrid airport was crowded but line was moving quickly. all bags checked without any issue. we also bought priority boarding which was a perk really. ryanair do not size or weigh carry on luggage so it was good for us. seats were comfortable and good leg room. we had a newer b737-800. i bought coffee on board which was great. the flight was on time. overall no complaints.,Economy Class,4.0,4.0,3.0,5.0,True,1086,Family Leisure,Madrid to Rome Ciampino,July 2017,-1.0,Boeing 737,3.0,-1.0,Ryanair,Ireland,False
2017-08-06,The plane was very hot,1.0,"birmingham to malaga. shocking service. in the airport the displays went from showing the gate number to final boarding with 2 minutes, they rushed everyone onto the plane making people leave behind drinks that had been purchased. once on the plane captain announced that they were missing vital paperwork and do we could not take off. after 45 minutes the captain said that the drinks trolley would be coming round if anyone wanted to buy a drink. the plane was very hot and staff unhelpful. when paperwork arrived we were then told there was no flight window and so had to wait another 35 minutes. but they kept the seatbelt sign off do passengers could go to the toilets.",Economy Class,1.0,1.0,1.0,1.0,False,1087,Family Leisure,Birmingham to Malaga,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-09,Definitely use them again,9.0,"manchester to madrid. a lot of people rubbish ryanair, but if you follow their requirements you should have a great flight. if you want to be sat next to someone pay for it. check in as early as possible, use their app. if you want to board early buy the appropriate fare. arrived 2.5 hours before departure at t3 manchester to check bags. the ryanair section was unbelievably busy considering it was 3.45am. however, the line of about 300 people was processed efficiently within 20 minutes. boarded on time and welcomed by very affable crew. aircraft had new sky interior and seats which make a huge difference. plane clean too. departed on time and crew did usual bob/scratch card/duty free service. landed on time in madrid. the cost £180 for two travellers with a leisure plus ticket( priority boarding, seat selection and 20kg baggage allowance each). remarkable value. definitely use them again.",Economy Class,4.0,4.0,4.0,5.0,True,1088,Couple Leisure,Manchester to Madrid,August 2017,-1.0,Boeing 737-800,4.0,-1.0,Ryanair,Ireland,False
2017-08-10,"Overall positive experience""",7.0,this was a very early morning flight from madrid to toulouse. i was able to check-in online and found the bag-drop to be efficient and reasonably quick too. there was quite a long wait at the departure gate and this is where things were poorly managed. boarding was not well organised at all. the cabin crew were welcoming and undertook the safety demonstration in a professional manner. i found the crew to be hardworking and very approachable. the flight left on time and arrived promptly. the interior of the flight was clean and rather spartan. i had not used ryanair in years but this overall positive experience has made me consider them for future trips.,Economy Class,2.0,4.0,-1.0,3.0,True,1089,Solo Leisure,Madrid to Toulouse,August 2017,-1.0,Boeing 737,4.0,-1.0,Ryanair,Ireland,False
2017-08-10,Crew attentive as always,7.0,"my longest ryanair sector so far, considering i have flown many times with them before. if you play by the rules, and do as they say you get a cheap flight that's usually comfortable and on time. using stansted for this, the gate was far away from the terminal which is fine. having bought priority boarding, i was one of the first to board but somehow that doesn't matter, just be at the front of the regular queue and you'll save a few quid in the process. only 90 carry on's can be placed in the overhead locker so i asked for mine to be placed in the hold, gate staff are more often than not happy to assist in that matter when they are asked. bag tag goes on and i left my suitcase with a baggage handler. onboard the aircraft was with the old ryanair cabin on one of their oldest boeing 737-800 although, she didn't look it. the majority of the ryanair fleet have the older, more padded seats in a 189y configuration so good if you're a little larger, like myself. the newer in the fleet with the boeing sky interior have the lighter-weight seating which has far less padding but more legspace although i cannot vouch for that. the seat was comfortable and legspace was okay although another inch would of been beneficial for all 6"" of me. crew attentive as always passing through the cabin twice on this three hour flight providing a refreshments service which i find to be overpriced so buy before hand in the airport where you'll save money. crew also passed through the cabin with some perfumes, electronic items and the famous ryanair scratchcard. onboard was rather warm but the flight was near enough full so that's to be expected. a comfortable crossing. a smooth landing into sofia and we parked on a remote stand. bussed to the terminal on a sweltering old bus into terminal 2, the better of the two terminals. ryanair being one of the few low cost carriers to use terminal 2. passport control was smooth with border police just visually checking my passport while there was a short delay with getting my bag on the carousel. returning was a similar affair. the gate staff at sofia look for oversize bags at the gate so please be warned in carrying oversized bags not to the restrictions. they were also checking for oversized second carry on bags too. i asked for my suitcase to be placed in the hold which the obliged. the flight was delayed 40 minutes due to a delay with the inbound aircraft; something that does happen from time to time with the last flights of the day with ryanair. i slept for most of the flight home onboard a full flight. air-conditioning was on although it was rather warm onboard and i slept comfortably for such a small space. a quick left hand turn onto short finals ensured a smooth landing into london stansted. parked on a remote stand again and was bussed on an old london bendy bus to the terminal where my bag was waiting on the carousel. if you do as your told and play by the rules, you will get a cheap flight. book ahead in advance and it will be cheap too. if wanting to travel with luggage, the daily ba offering from london heathrow might be a cheaper option when travel to airport costs are included. yet another happy ryanair experience which has certainly got better in the last few years.",Economy Class,4.0,5.0,-1.0,4.0,True,1090,Solo Leisure,London Stansted to Sofia,August 2017,-1.0,Boeing 738,4.0,-1.0,Ryanair,Ireland,False
2017-08-13,Plane was very old and uncomfortable,1.0,flew ryanair from naples to barcelona. lined up at the gate only to wait for over an hour. no explanation as to what was causing the delay. when we got on board we were told the previous crew had gone home and they had to find a backup. plane was very old and uncomfortable. no seat recline? bought some inflight drinks and couldn't use credit card as it wasn't european. had to wait another hour for bags at the destination but not sure if that's the airline's fault. in the end arrived over 2.5 hours late.,Economy Class,1.0,2.0,2.0,3.0,False,1091,Family Leisure,Naples to Barcelona,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-17,Improved in the last few years,7.0,dublin to rome and dublin to barcelona a few weeks before. barcelona flight a lovely new aircraft and nice srrvice from very polite crew. t1 is a disaster and the queue nearly went up the escalator. dublin to rome also a good flight and oddly we had the same staff member on both flights who was courteous and professional. ryanair has really improved in the last few years and i would be happy to travel again.,Economy Class,4.0,5.0,-1.0,5.0,True,1092,Family Leisure,Dublin to Rome,March 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-08-19,Should improve some parts,6.0,"wroclaw to warsaw. the flight experience was overall quite good. we checked in a day before the flight and it turned out that although we had our seats assigned in two diffrent parts of the airplane, we were seated in extra legroom seats (1, 2 and 16 row) and that was a pleasant surprise. i really despise the ryanair’s boardnig procedure – the gate opens before even the airplane finishes its previous rotation. it causes a necessity of waiting in the bus which drives you to the aircraft for a long time (up to 15 mins even on a domestic flight). the cabin was not fresh but despite that, it was quite clean. the flight was smooth and everything went without delay. the thing that made me uncomfortable onboard was the air in the cabin – it smelled as if it was really polluted which made me difficult to breathe. what is more, it seemed like the cabin crew‘s only duty was to sell food/scratchcards/duty free products to the ‘customers‘. they didn’t really care about passenger safety and comfort (some safety announcements were only made in polish). to conclude, i really appreciate the effort, ryanair puts in providing low fares and on-time flights but still, they should improve some parts of their service.",Economy Class,3.0,1.0,-1.0,4.0,True,1093,Family Leisure,Wroclaw to Warsaw,August 2017,1.0,Boeing 737-800,3.0,-1.0,Ryanair,Ireland,False
2017-08-23,Would definitely recommend,10.0,"catania to milano. it was the first time i flew with ryanair, i traveled with my family from catania to milan. we were very pleased with the on-board staff, cleanliness and above all the punctuality. i would definitely recommend this company to other people. e^ stata la prima volta che ho volato con ryanair,ho viaggiato con tutta la mia famiglia da catania a milanoi. ci siamo trovati molto bene, dal personale di bordo,la pulizia e sopratutto la puntualità.sicuramente consiglierei di usare questa compagnia ad altre persone",Economy Class,3.0,4.0,-1.0,4.0,True,1094,Family Leisure,Catania to Milano,August 2017,-1.0,Boeing 737-800,4.0,-1.0,Ryanair,Ireland,False
2017-08-26,Shocking customer service,1.0,"flew london stansted to cologne. never ever fly ryanair! they never have any staff on duty to help or book you in on time and the ones they do, genuinely couldn't care less about you and your journey. shocking customer service. on the outbound flight i arrived 2 hour and 10 mins early and queued in line (after checking in online the day before) to check my bag. they had only a few members of staff and failed to book us all onto the flight because of lack of staff. i missed my flight. i then had to queue in the customer service line for 2 hours and the response was awful. i was told i had to pay another £100 to be reboarded three days later. apparently it was mine and my fellow stranded passengers fault we missed the plane (the plane that left half empty, according to my colleagues who were onboard who didn't have to check the company gear). i had to find and pay for another flight to join my colleagues online for the conference (for which, you will recall, i had the gear). oh and did i mention that they lost my passport at the outset when they randomly checked it. my return flight was no better even with priority booking (oh yes, don't be fooled that means nothing!) they took my hand luggage away because the flight was full, meaning i couldn't do my work and then the flight was delayed by an hour and 20 mins. and guess what!? there was no one to talk to from ryanair! awful!",Economy Class,2.0,1.0,1.0,1.0,False,1095,Business,London Stansted to Cologne,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-27,Spend the extra money and fly elsewhere,1.0,"flew naples to manchester with ryanair. i decided to give this airline another go after a few years of avoiding it. never again! there's always a problem. it is not worth save the extra £50+. food is awful, just eat before. seats terrible, small and uncomfortable. refused to check in my suitcase although i had booking confirmation that i had already paid. forced to pay a further £35 to drop my case and told to claim back any bag booked at a later date. spend the extra money and fly elsewhere!",Economy Class,1.0,2.0,1.0,1.0,False,1096,Couple Leisure,Naples to Manchester,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-29,Last time we fly with ryanair,1.0,"i was flying from dublin to budapest with my wife, but this was the last time we fly with ryanair. we were given 2 middle seats, 5 rows away from each other. the seats beside us on the left and on the right were empty but we were still given the seats 5 rows away from each other, so we had to pay 11€ to seat together. its a shame how ryanair want to make extra profit, we never experienced something like this, put two people in two diferent seats even if they bought the ticket together and you have lots of seats empty for 2 beside each other.",Economy Class,1.0,2.0,-1.0,1.0,False,1097,Couple Leisure,Dublin to Budapest,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-08-31,Ridiculous ticket policy,1.0,"luton to dublin. ridiculous ticket policy and lower than expected level of service. we couldn't travel next to each other despite having all travellers on one ticket. they had around 80% of seats available however ryanair's system chose one seat in row 12 and one in 24. naturally, if you prefer to change your seat number, you have to pay extra for that. the aeroplane was dirtier than usual. landing in dublin horrible (in luton was ok). i think they lost one of their loyal customers after this flight. check the competition before flying with ryanair - easyjet or wizzair are now my choices.",Economy Class,1.0,3.0,2.0,1.0,False,1098,Couple Leisure,Luton to Dublin,August 2017,-1.0,Not informed,3.0,-1.0,Ryanair,Ireland,False
2017-08-31,Never again with ryanair,1.0,"malaga to stansted. after paying gbp190, one hour late to boarding. being taken on a bus to the plane. and drop off next to the gate we have to walk under the rain. asked for a glass of water for my pill and they tell me they don't have water because they don't have ice to cool down the boiling water - joke or what? they can spare a bottle of water for individual glasses for costumers?  hopefully never again with ryanair.",Economy Class,1.0,1.0,1.0,1.0,False,1099,Solo Leisure,Malaga to Stansted,August 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-09-02,No hesitation in using them again,8.0,"stansted - agadir, 15th august. had to fly this route as there are no longer any direct flights from dublin until the winter, flight was fine, boring for almost 4 hours - that's nobody's fault. crew were great under a very good cabin supervisor who was polish and i felt sorry for him as people would not take their seats. a lot of angry passengers from what i heard with what appears to be the policy of people getting separated under the automatic seat selection process, but if you area paying a low fare why not pay the the extra £4 or £5 to sit together? it's not the end of the world. cabin service was good, they went around plenty of times with the trolley, as this was agadir they were also selling alchohol at very reasonable prices. all the ryanair cabins i've flown in lately seem the worst for wear, hardly surprising as they are a very busy airline - no hesitation in using them again.",Economy Class,3.0,4.0,4.0,4.0,True,1100,Solo Leisure,Stanstead to Agadir,August 2017,-1.0,Boeing 737-800,4.0,-1.0,Ryanair,Ireland,False
2017-09-02,The only issue was boarding,7.0,"knock - stansted 15th august with ryanair. to be honest couldn't really fault the airline, get what you pay for. the only issue was boarding, it was pouring rain and we were sent out to board the aircraft and reached the aircraft steps to find the crew were not ready and were sent back into the terminal and just as we reached terminal door we were turned around again to board, got soaked in the process. the on board crew were actually very nice and it was a training flight with additional cabin crew members. purchased three new ""breakfast burrito"" on board and in fairness it was lovely, aircraft was ""well worn"" and not the cleanest but short hop it was fine. i purchased my seat and i did not have any of the seating issues as mentioned in other reviews, they also tagged my hand luggage as i volountered as it saved me carrying it on board.",Economy Class,2.0,4.0,4.0,4.0,True,1101,Solo Leisure,Knock to Stanstead,August 2017,-1.0,Boeing 737-800,2.0,-1.0,Ryanair,Ireland,False
2017-09-03,Just want more money from you,1.0,faro to east midlands. we have 5 people in our party all with hand luggage we've just been told they have to go under the plane in the hold. got on the plane to find out that there was more than enough room in the over head lockers. the worst thing is the fact we have a 4 year old boy with us who obviously wants to be sat next to his mum they've gave him a seat one side of the isle and his mum a seat the other side. the other 3 passangers which would of liked to be sat together got put in random places on the plane one back one middle and one at the front which i find really annoying because they could put you together but just want more money from you. i will not fly with them because of this reason!,Economy Class,1.0,2.0,1.0,1.0,False,1102,Family Leisure,Faro to East Midlands,August 2017,1.0,Not informed,1.0,1.0,Ryanair,Ireland,False
2017-09-05,You get what you pay for,9.0,"before august i had never flown with ryanair because of all the awful reviews i'd heard. however, planning a last minute trip to barcelona with other low cost airlines proved tricky due to flight times so i bit the bullet and booked with ryanair. i shouldn't have worried as i really couldn't fault the airline. my boyfriend and i flew out of liverpool to barcelona and home again, with great ease. boarding was simple, as we downloaded our boarding passes to our phones (as we always do whenever we fly, so much easier!). we didn't have luggage to check in so can't comment on that but sailed through boarding easily and were delayed slightly before take off (20 mins or so) once on the plane but it's august summer holidays so to be expected! staff were all super friendly and very quick coming round with the food and drinks trolley. yes the food and drinks are expensive in general, and in comparison to other airlines. however, if you have a massive problem with the prices they charge then bring your own food on or just wait until you reach the airport at the other end to eat. seats are not super comfortable or luxurious but they're decent enough for a short haul flight, and you get what you pay for. overall would definitely fly with them again.",Economy Class,4.0,5.0,3.0,5.0,True,1103,Couple Leisure,Liverpool to Barcelona,August 2017,-1.0,Not informed,5.0,-1.0,Ryanair,Ireland,False
2017-09-06,Overall very good,10.0,dublin to manchester. would just like to say this is first time of being on a flight that nuts are not allowed. my partner didn't come with us but has a nut allergy and i hope other airlines would follow suit when necessary.  even though only a short flight everything ok. wasn't happy about my bag ending up in hold on way home as had to wait ages at carousel for it but overall very good.,Economy Class,5.0,5.0,5.0,5.0,True,1104,Family Leisure,Dublin to Manchester,August 2017,-1.0,Not informed,5.0,-1.0,Ryanair,Ireland,False
2017-09-10,Avoid this airline from now on,5.0,"rome to budapest. one of those airlines that charge very low price but take every penny out of you they can. i travelled with ryanair before and this time they made me pay €50 for ""oversized"" bag, because the type of material my luggage was made (hard samsonite ones) didn't go through the side size of the measurement compartment they had. i saw the same bag inside the airplane with no ""oversized"" ticket on them. i hate this lack of pattern the company puts to get the money out of its clients for non rational reasons, as the staff could see that my bag would fit into the measurements but the material wasn't made to be soft or squishy. seriously, will avoid this airline from now on.",Economy Class,1.0,2.0,2.0,3.0,False,1105,Solo Leisure,Rome to Budapest,September 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-09-10,I was shocked at the filth,1.0,"gdansk to bristol. having never flown with ryanair before i assumed it would be similar to other budget airlines i have flown with in the past. i was shocked at the filth i had to sit in on the flight. the seats and carpets were covered in crumbs and all sorts of rubbish. i pulled down the table to discover it was encrusted with food from previous customers, and absolutely disgusting. i will never fly with ryanair again. they charge premium prices for the lowest service. i'm sticking with easyjet.",Economy Class,1.0,1.0,2.0,1.0,False,1106,Couple Leisure,Gdansk to Bristol,September 2017,-1.0,Boeing 737-800,1.0,-1.0,Ryanair,Ireland,False
2017-09-10,Won't be flying with ryanair again,1.0,"manchester to fuerteventura. i paid an additional £26 to sit next to my wife only to find they had split us up again. i contacted ryanair only to be told they were a non refund company and that my only option was to cancel the flight or sit in our seats. we had delays both sides, the cabin staff wouldn't take litter off anyone until the end of the flight. i know not all airlines provide complimentary food but i think £13 is ridiculous for a rubbish toasty and a water. it was 4.5 hour flight that was delayed you would think there would be something. overall, myself and others we met at the airport have all said we won't be flying with ryanair again. my advice is fork out a few extra quid and not have the first last part of your holiday ruined.",Economy Class,1.0,1.0,1.0,2.0,False,1107,Couple Leisure,Manchester to Fuerteventura,September 2017,1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-09-13,Delays on both legs of our journey,4.0,"dublin to amsterdam. significant delays experienced on both legs of our journey - 2 hours on the way out which seriously interfered with our plans, including a very uncomfortable 45 minutes sitting on a packed plane on the runway, and 2.5 hours on the return journey. updated announcements for both delays were fed out incrementally every 10-15 minutes, when we could clearly see that the plane was still on the tarmac at the other end and had no hope of reaching ams/ dub for at least 90 minutes. to top it off, once on board, it was announced that the captain was ""negotiating with atc"" but with no success, when in reality the ryanair aircraft on this route had missed their time slot earlier in the day resulting in each subsequent flight being pushed back. the staff on the return flight looked really weary but were troopers and delivered good service. aircraft on both legs were untidy with detritus from previous passengers. thankfully we had paid for priority boarding and seats and so apart from the inconvenience, were somewhat insulated from the full brunt.",Economy Class,3.0,4.0,-1.0,4.0,False,1108,Couple Leisure,Dublin to Amsterdam,August 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-09-15,"On time, little leg space",6.0,"cologne bonn to rome ciampino. business as usual: flight on time, little leg space, no entertainment or service, but i did not expect any. i would also say that ryanair has lessened its aggressive marketing strategies of its first times, when during a 2-hour flight passengers were interrupted several times trying to sell them something.",Economy Class,2.0,3.0,-1.0,4.0,True,1109,Solo Leisure,Cologne Bonn to Rome Ciampino,September 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-09-16,Will give separated seats,1.0,edinburgh to stansted. if you are looking to fly low cost with your family avoid ryanair. they will give separated seats to all members of your family and then if you want to stay together you would need to pay for the seats which could add up to a lot of money.,Economy Class,1.0,1.0,-1.0,1.0,False,1110,Couple Leisure,Edinburgh to Stansted,September 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-09-18,My least favourite airline,1.0,"stansted to riga. if you do not pay to choose your seats they make sure you are separated from people in your party. they do this so that you pay extra. but i really hope people don't pay as this is typical of the management at ryanair. in flight from stansted to riga the cabin crew announced that the the money from the scratch cards goes to charity. the priority boarding was funny from riga to stansted - they let both queues in at the same time - can you imagine paying to be let onto the plane at the same time.  we all know they are cheap and therefore popular, but you are the worst household brand and my least favourite airline.",Economy Class,1.0,1.0,1.0,3.0,False,1111,Family Leisure,Stansted to Riga,September 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-09-19,Was not a cheap flight,1.0,"flew ryanair from corfu to stansted. flight was delayed over one hour, passengers told to start queuing at least an hour before boarding. predominantly elderly forced to stand for this time. further queue on tarmac as aircraft not ready. 'speedy boarders' ended up boarding after those rushed through a second departure gate and onto the first transit bus. so that was a waste of money. this was not a cheap flight, booked because of timing of departure.",Economy Class,2.0,1.0,-1.0,1.0,False,1112,Couple Leisure,Corfu to Stansted,September 2017,-1.0,Boeing 737-800,1.0,-1.0,Ryanair,Ireland,False
2017-09-19,Handled the cancellation efficiently,10.0,"this is not about a flight it is about the superb way ryanair customer services handled our forced cancellation of a flight from pisa to brindisi. my mother died and they handled the cancellation efficiently and refunded the costs in a very timely manner, full marks to them.",Economy Class,-1.0,-1.0,-1.0,5.0,True,1113,Couple Leisure,Pisa to Brindisi,August 2017,-1.0,Not informed,-1.0,-1.0,Ryanair,Ireland,False
2017-09-23,Things are very unorganised,1.0,hamburg to manchester delayed by 45 mins. every time i'm flying with ryanair it's late and things are very unorganised. very disappointed for one more time.  not even worth the cheap flights.,Economy Class,1.0,1.0,-1.0,1.0,False,1114,Couple Leisure,Hamburg to Manchester,September 2017,-1.0,Boeing 737-800,1.0,-1.0,Ryanair,Ireland,False
2017-09-26,In two seats nowhere near each other,4.0,flew palma to bournemouth. the airline is a rip off! it seated us in two seats nowhere near each other. then when we ordered seats beside one another they had the audacity to charge us £22. why did they not sit us next to each other in the first place if those seats are available? they strategically placed us so both seats had to be moved. why would i go on holiday with my partner not to be able to sit next to him? i will never fly ryanair again!,Economy Class,4.0,3.0,-1.0,1.0,False,1115,Couple Leisure,Palma to Bournemouth,September 2017,-1.0,Boeing 737,3.0,-1.0,Ryanair,Ireland,False
2017-09-27,Standard low-cost service,2.0,"krakow to rome ciampnio. the flight itself it was usual, standard low-cost (lack of) service, and flight arrived on time. i have to complain about 3 things: 1) lack of price transparency - it is almost a trap. i chosed a round trip for 86 euro, and, at the end, the final price was 170 euro, having to pay 35 euro for registered baggage of 15 kg and for doing the web check-in. 2) badly organized website. i filled in ""billing address"" section when i made the ticket, thus expecting to get an invoce, only to discover later that ryanair does not issue invoices for international flights without vat - something there was no notice about. this caused me a lot of problems. 3) badly handled customer care. i contacted them via live chat to solve problem listed under number 2 and i was promptly dismissed. i could email them, i was told. so i did but until now i did not receive any answer.",Economy Class,1.0,1.0,-1.0,1.0,False,1116,Business,Krakow to Rome Ciampnio,September 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-09-27,Prices have lost transparency,3.0,"rome to krakow. i had good luck and my trip was not cancelled, but i was surprized how ryanair prices have lost transparency compared to some time ago, now you have to pay a lot for many things that previously were free or cost much less. i chose a flight for 86 euro round trip, and ended up paying 170 euros. a registred baggage of 15 kg now costs 35 euro (compared to 15 not so much time ago), if you want to sit near a person you travel together with you have to pay (previously persons checking in together were placed beside each others). even web check-in is not free if you do it more than 4 days before the trip (previously it was). for the rest, nothing new: usual low-cost service, little room for legs, but at least it was something i knew about in advance.",Economy Class,1.0,3.0,-1.0,2.0,False,1117,Solo Leisure,Rome to Krakow,September 2017,-1.0,Not informed,2.0,-1.0,Ryanair,Ireland,False
2017-10-02,Horrifically awful,1.0,"glasgow to dublin. absolutely horrifically awful. we got some warnings on this airline, and i wish i had heeded them. it's true that they have the best price initially, but they have so many hidden costs it's obscene and i really feel strongly that a reputable airline is the way to go. i will never fly with ryanair again. the staff member we met to check in was the rudest person i had ever dealt with in customer service - i don't even know how to describe it, the whole interaction left me in a very sour mood - she informed us that because we had not done the online checkin two hours before our flight (we were standing in front her 1 hour and 45 minutes before our flight, without exaggeration), we now had to pay £100 to have her check us in. this was more than both our tickets combined. it was 6:30 in the morning, and we were the only ones there. i couldn't believe it. the next lady we spoke to who was charging us this fee advised that we had 'checked our email wrong' since there should have been a reminder (there wasn't- i went back and checked, even the junk box). the booking email does mention this fee at the end of the page. if this airline wants to save money by limiting staff and doing things online, i support that - but i should have still been able to check in myself then at that time - to cut off the online checkin 2 hours before and charge a ridiculous fee at that time is just shady, wrong and i felt so angry. they already have additional costs for everything - we had paid to check our bags, and we had paid extra for 'priority' seating so our seats were already reserved - so why would we check in??? so angry and disappointed. the worst part is, this airline clearly does not care about what their customers think, and that makes the customer totally powerless to ensure that the service they're receiving is fair, and this case it's not. i hope this airline does not continue to be supported, and i reiterate my strong recommendation to go with another airline.",Economy Class,2.0,3.0,-1.0,1.0,False,1118,Family Leisure,Glasgow to Dublin,September 2017,-1.0,Not informed,1.0,1.0,Ryanair,Ireland,False
2017-10-02,Not be using ryanair transfer services,5.0,"venice to eindhoven. this is about the transfer service they offer on their website. they allowed me to purchase a transfer from piazza roma to the airport 24 hrs before the flight. i then get an email that says the transfer is not confirmed and i'm responsible for contacting this sos email. i did this and gave them the info they asked for. ultimately, i had to buy another transfer directly from the bus company, which was cheaper anyway. i asked for a refund. they are giving me a transfer credit for one year. the likelihood of using it is very low. they know this i'm sure. why would they allow a customer to buy a transfer that cannot be confirmed? i will not be using ryanair transfer services or any other extra service. and i will choose any other airline if i can.",Economy Class,5.0,3.0,-1.0,1.0,False,1119,Couple Leisure,Venice to Eindhoven,September 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
2017-10-02,Staff show no professionalism,2.0,"edinburgh to faro. as usual, ryanair staff show no professionalism, no communication, not to mention appalling service. passengers stood waiting for 1 hour in a queue to board, no explanation (but 5 members of ryanair staff chatting and joking in front of an increasingly angry crowd). when will they learn, we understand that some issues are outside their personal control, but not telling us what's happening while elderly and children become increasingly distressed. as previous encounters, another 1* flight.",Economy Class,3.0,2.0,-1.0,4.0,False,1120,Couple Leisure,Edinburgh to Faro,October 2017,-1.0,Not informed,1.0,-1.0,Ryanair,Ireland,False
