date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,type_of_traveller,aircraft,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2017-09-02,Seats narrow with not much legroom,6.0,"bagdogra to delhi. check-in slightly chaotic at ixb. flight full to the last seat. service on board consisted of one cup of water. seats narrow with not much legroom, which guaranteed very close contact to the neighbors. arrival in del on time but we had to wait for some 40 min for the checked baggage to appear. we had flown the same route with jet airways before, who provided a much better experience than indigo.",Economy Class,1,False,176,1.0,1.0,1.0,Not informed,Family Leisure,Boeing 737,Bagdogra to Delhi,April 2017,1.0,Not informed,IndiGo,India,False
2017-10-02,Offered genuine hospitality,9.0,doha to kochi via mumbai. i was having least expectation for this early morning flight. but crew on board offered genuine hospitality and big smile. they seems to be attentive and happy to operate this flight. and seating in the forward cabin crew working in the forward cabin did a good job on this flight. i would recommend indigo and would definitely fly with them again.,Economy Class,1,True,177,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Doha to Kochi via Mumbai,September 2017,1.0,Not informed,IndiGo,India,False
2017-10-04,Friendly and professional,10.0,"dubai to trivandrum. we had a eventful day flying from dubai to trivandrum, first upon check in we were told that we lacked a return ticket out of the country so our visa would not be valid. the check in lady was very friendly and explained it very calmly. so my son and i went to book a flight out of the country, returned to the check in counter, where the lady saw us and waved us over and let us jump the que. we proceeded to security where the staff was friendly and gave clear directions to passengers who did not know the rules yet. after security however things got exciting again, while presenting our boarding pass i heard the staff talk to each other and we were told there was something in our bag that caught their attention. all was said in an extremely friendly manner while we racked our brains trying to imagine what was in the suitcase. i was allowed down to the tarmac where i opened the suitcase and it was examined, it turned out to be a door stop i brought? the staff were friendly during all of this and let us into the plane with a smile. the flight itself was very nice the seats were more comfortable and spacious then our previous flights with pegasus. all in all the staff was extremely friendly and professional.",Economy Class,1,True,178,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Dubai to Trivandrum,October 2017,1.0,Not informed,IndiGo,India,False
2017-10-16,Seats were pretty cramped,5.0,"journey from kochi to dubai, seats were pretty cramped, we asked for an aisle seat and the adjacent seat to that (middle seat in this case as it was 3x3) but they gave us both an aisle seat, that was still ok, the passage area was not wide enough as you have to adjust yourself when an air hostess passes through. the seat was well cramped the storage area was good, its a budget airlines with the cost of ticket of a normal airlines, only benefit was that we have 30 kgs each. the storage area on above the seats was pretty wide. staff and service was pretty average - average experience.",Economy Class,1,False,179,1.0,1.0,Not informed,Not informed,Family Leisure,A320,Kochi to Dubai,September 2017,1.0,Not informed,IndiGo,India,False
2017-10-18,Needless 5 more hours,1.0,"vishakapatnam to delhi via hyderabad.  an earlier direct flight finished boarding and was not full. they wouldn't let us on that flight despite having sufficient space for absolutely no reason. a systems or customer service problem i'm not sure. but a plane just took off that we could have been in, and now we get to sit in airplanes for an absolutely needless 5 more hours. awesome.",Economy Class,1,False,180,1.0,1.0,1.0,Not informed,Business,Not informed,Vishakapatnam to Delhi via Hyderabad,October 2017,1.0,Not informed,IndiGo,India,False
2017-10-27,Provided me as much help,10.0,bangalore to mumbai. i was not feeling well and air hostess provided me as much help as she can during my  journey. i am very much impressed with this behavior of staff towards passengers and i will be a frequent flyer of indigo. thanks indigo for choosing such a helpful and lovely staff,Economy Class,1,True,181,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Bangalore to Mumbai,October 2017,1.0,Not informed,IndiGo,India,False
2017-11-15,As a worst experience,1.0,goa to mumbai. it was a worst experience we had at goa airport while travelling back to bombay. we got to indigo counter at 43mins prior. however we were denied for boarding as we were 2 mins late and were asked to pay difference of 10500rs for next flight. we tried requesting the ground staff but they were arrogant and didn't show any respect or courtesy. it seemed like we have to live on their mercy to get on board to get back to bombay. as it was way below self respect we decided to book another flight with air india and got back home. it was most inferior action by the indigo staff which could have been avoided.,Economy Class,1,False,182,1.0,1.0,1.0,1.0,Business,Not informed,Goa to Mumbai,February 2017,1.0,Not informed,IndiGo,India,False
2017-11-20,An impeccable flight,9.0,"bangkok to pune via kolkata. as usual on this run, a route i have flown close to 30 times in the past 6 years, an almost-flawless flight. the only problem being no arrival cards on board for non-indian nationals thus needlessly spending a much longer time in queue at kolkata immigration. other than that, an impeccable flight, especially the superb cabin crew.",Economy Class,1,True,183,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Bangkok to Pune via Kolkata,November 2017,1.0,Not informed,IndiGo,India,True
2017-11-28,Final flight i will book with indigo,1.0,had one of the worst experiences with indigo during a very critical moment. we had booked our flight 3 months ago. our flight was from trivandrum to patna via bengaluru. while we wer in thiruvananthapuram we got a phone call from indigo 2 days prior to our departure saying that one my flights has been canceled and other one rescheduled. i was suppose to leave trivandrum at 8:00 am and reach patna by 3:00pm afternoon and we had to travel all the way to nepal in order to attend a meeting on the very next day. indigo screwed us very bad and said they will provide us with a different flight but both on separate days. now i am here in trivandrum airport one day earlier to my actual departure and waiting for my flight which has been delayed once again. now i will reach bengaluru at midnight where i have to stay for 12 hours waiting for my next flight. now my time and money are completely wasted. staying over night in bengaluru costs minimum ₹5000 and on top i'm stuck here wasting my time when i had to attend a party. this will be last and final flight that i will book with indigo.,Economy Class,1,False,184,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Trivandrum to Patna via Bengaluru,November 2017,1.0,Not informed,IndiGo,India,True
2017-12-02,Flight service is not good,2.0,"hyderabad to bengaluru. travel time, check in procedure, check out procedure and baggage collection are smooth and good. inside flight service is not good. our company has booked the ticket along with meals as well. i am not aware of it. i didn't check my boarding pass properly for special service. crew members did not inform me about my meals while going to bangalore. in return journey to hyderabad they provided 1 cookies box (rs.50/-). +1coke (rs.100/-). we pay more money for meals at the time of booking, while not receiving the service we paid for.",Economy Class,1,True,185,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Hyderabad to Bengaluru,November 2017,1.0,Not informed,IndiGo,India,True
2017-12-08,Cheating elderly people,1.0,"kolkata to mumbai. i had a wheelchair passenger. indigo provided no help getting onto the flight to mumbai on nov, 15. she had to walk to the gate. they issued the boarding pass but didn't wait for us and closed the gate 35 minutes before departure. they then charged me extra rs.6500 to get us on to another flight. i have noticed the exact same happening to another senior citizen couple at the mumbai airport on nov 28th. when i objected they issued two tickets to the couple for free. indigo seems to be cheating elderly people using this technique.",Economy Class,1,False,186,1.0,1.0,Not informed,1.0,Family Leisure,A320,Kolkata to Mumbai,November 2017,1.0,Not informed,IndiGo,India,True
2017-12-26,Respects passengers valuable time,5.0,indigo flight scheduled at 9:30am from hyderabad to ranchi has been delayed 3 hours 30 minutes on december 25th 2017. i am still not sure how long it would take me to finally board my flight today. i have a family event to attend but i think i won't be able to attend it.  it would be a customer delight if airline respects passengers valuable time and value for money. i have been a valued indigo customer but today i am sorry to say indigo customer centric ideologies are fading away these days.,Economy Class,1,False,187,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Hyderabad to Ranchi,December 2017,1.0,Not informed,IndiGo,India,True
2017-12-30,Waiting for some imaginary flight,3.0,bangalore to mumbai. my flight 6e 464 was scheduled for departure at 9:20am on 30 december and is finally boarding at 3:45 pm. in between this many flights for mumbai has flown and indigo crew remained clueless about this particular flight and spoke rude to passengers who we're enquiring. after the delay till 2:40pm the airline stopped sending any information to passengers via sms or call.  at some point we were thinking as if we were waiting for some imaginary flight!  the refreshments were announced only at 12:30pm when most passengers had arranged their meals.,Economy Class,1,False,188,Not informed,Not informed,Not informed,Not informed,Couple Leisure,Not informed,Bangalore to Mumbai,December 2017,1.0,Not informed,IndiGo,India,True
2018-01-21,Quite careless these days,5.0,"chennai to raipur via hyderabad. indigo is being quite careless these days, they mess up things and all we get to hear is ""sorry for the inconvenience mam"". recently while booking the tickets i had selected a xl seat for my father according to his comfort and convenience and had paid for it in advance, but still indigo somehow managed to sell all the xl seats including my father's, so today when we went to get our boarding passes, they said sorry mam, all seats are full and then they made me go here and there but in the end all they said is, you will have to manage and we will try to refund your money. its not about money but the inconvenience which my father had to go through. why have a feature of prior booking the desired seats if you people can't handle it properly.",Economy Class,1,True,189,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Chennai to Raipur via Hyderabad,January 2018,1.0,Not informed,IndiGo,India,True
2018-02-05,Crew service: pretty good,8.0,"flew indigo from chennai to madurai. the flight was a pretty short one, one hour. during that time, these are the things that i felt about the airline. 1) check in: the lines were long, the number of counters were pretty reasonable but could be increased considering the number of flights indigo operates. my advice, arrive early. 2) aircraft: neat. clean aircraft. no problems. 3) crew service: pretty good. up to standards. 4) ground support: i didn't face any trouble and the staff were pretty helpful too. 5) on board meal: it's not complementary. you have to buy it. tasted good for the money. 6) punctuality: on-time. no issues there. 7) communications: book online. you would get all the information via sms, even the boarding gate information.",Economy Class,1,True,190,1.0,1.0,1.0,Not informed,Solo Leisure,A320,Chennai to Madurai,February 2018,1.0,Not informed,IndiGo,India,True
2018-02-14,The flight was delayed,6.0,mumbai to bangalore. this is the second time i'm booking indigo from mumbai and both times the flight was delayed. the scheduled take off was 1545h and take off was 1725h for the flight. both times i've missed being where i was supposed to on time.,Economy Class,1,False,191,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Mumbai to Bangalore,February 2018,1.0,Not informed,IndiGo,India,True
2018-02-25,Seats were a bit tight,6.0,"flew indigo from kolkata to new delhi. the check-in process was smooth and the baggage handling went well. i later found out as i had a ""lite"" ticket, which was cheaper, i had to pay extra for my checked baggage. i did that. a bus took us to our aircraft. the plane was loaded and it took off exactly on time. the seats were a bit tight and legroom wasn't that good so i was a bit uncomfortable for a 2hr long flight. the head-rest of the seat also wasn't that comfortable. but you know, you can't expect that much in economy and the aircraft was also of a narrow-body type. with indigo, you have to pay for food if you are flying economy, i ordered coffee and a tandoori chicken sandwich. from my judgement, the cost was a bit much for food of that quality. the sandwich was cold. you even have to call flight attendants for water every time, which in my opinion, would be much simpler if they just gave you a bottle. the plane's air-conditioning had troubles, so it was a bit hot. at last, the plane landed on new delhi after 2hr 5min. experience could have been a little better even if it was economy-class.",Economy Class,1,True,192,1.0,1.0,1.0,Not informed,Family Leisure,A320-200,Kolkata to New Delhi,January 2018,1.0,Not informed,IndiGo,India,True
2018-02-26,Very professional cabin crew,9.0,"dubai to singapore via chennai. new aircraft, very professional cabin crew. they assist me at the check in to put my luggage to singapore via chennai. transit in chennai was very smooth despite the procedures of indian police - checking three times our passports but all went ok. on time flights. i will fly with them on this route if needed.",Economy Class,1,True,193,1.0,1.0,1.0,1.0,Couple Leisure,A320,Dubai to Singapore via Chennai,February 2018,1.0,1.0,IndiGo,India,True
2018-03-08,As always exemplary cabin service,9.0,"my umpteenth flight with indigo in the past four years, almost always bangkok-pune-bangkok via calcutta. as always exemplary cabin service, efficient check in service. this time had a harrowing experience that the airline handled with aplomb: i checked in and was asked if i had a powerpac in my luggage and i said no. while waiting at the departure gate to board, the indigo agent called me over and said that there was a problem with my check-in luggage and that there was something ""suspicious"" inside. they asked me to exit security (surrendering my passport at immigration and having my boarding pass cancelled). an indigo employee accompanied me to the bowels of the airport where my luggage had been held. i opened it up and what had aroused the scanner operator's suspicions was a litre of oil i was carrying. they opened the container examined it declared it ""passed"" and i re-locked my luggage. all this time i was very nervous that i might miss my flight. the indigo employee who accompanied me throughout this ordeal assured me that i would not. he re-escorted me through security and immigration where a new boarding pass awaited me. he assuaged my nervousness, stayed with me till i went through security and immigration again, escorted me to the plane where i was the last passenger to board! a exemplary and totally extraordinary performance by an indigo employee who stayed with me during the entire ordeal. many many thanks. on the downside, no foreigner arrival cards on board the flight from bkk to cal and no thai immigration forms on the flight from cal to bkk.",Economy Class,1,True,194,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Kolkata to Bangkok,February 2018,1.0,Not informed,IndiGo,India,True
2018-03-11,Pleased with this airline,10.0,"chennai to hyderabad and hyderabad to bangalore in february. very pleased with this airline, clean aircraft, on time service, no luggage issues. i booked this trip from the us and everything worked out without any issues. excellent value for money and way better than full service airlines i have flown within india.",Economy Class,1,True,195,1.0,1.0,Not informed,Not informed,Couple Leisure,A320,Chennai to Bangalore,February 2018,1.0,Not informed,IndiGo,India,True
2018-03-11,Service and concern is exemplary,10.0,"dimapur to bangalore via kolkata. i flew with indigo and received exemplary service. on my previous flights on indigo as well as dimapur to kolkata leg of this flight, i had inquired about buying the ""girl power"" lapel pin for my daughter and was told every time ""not available"". i inquired on this flight as well and the pin wasn't available but seeing the disappointment in my eyes, cabin crew  immediately took off the girl power badge off her uniform and gave it to me. this level of service and concern is exemplary and way beyond call of duty - kudos  for her generosity and to indigo for nurturing employees like her - way to go!",Economy Class,1,True,196,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Dimapur to Bangalore via Kolkata,March 2018,1.0,Not informed,IndiGo,India,True
2018-03-17,Good customer service,8.0,trivandrum to bangalore. airline provided special consideration to families with small kids so we also got the preference on boarding the flight first. the kids were provided with small indigo passports by the hostess. the kids and we as a family enjoyed the flight. we were provided with soft drinks and in one hour we landed at the bangalore airport. it was a good customer service from indigo,Economy Class,1,True,197,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Trivandrum to Bangalore,April 2017,1.0,Not informed,IndiGo,India,True
2018-03-22,Sincere thanks and appreciation,10.0,my wife travelled on indigo flight 6e-459 from mumbai to chennai on 20/3/2018. she arrived late at the airport in mumbai. there was a flash strike by uber which she booked earlier and she had to take an auto at the last moment to travel from thane to the domestic airport. the indigo staff at the mumbai airport were very helpful in arranging to board the aircraft at the last moment. she was travelling alone and had no knowledge of hindi. the ground staff of indigo also arranged to send her luggage in another aircraft travelling to chennai. we had a few tense moments till she arrived safely here at chennai. to our pleasant surprise the baggage was also delivered personally by indigo staff at chennai within an hour. i wish to place on record my sincere thanks and appreciation to all the indigo staff who helped her out both at mumbai and chennai.,Economy Class,1,True,198,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Mumbai to Chennai,March 2018,1.0,Not informed,IndiGo,India,True
2018-03-26,The flight i booked was cancelled,1.0,"i am a frequent domestic flyer and several times i have traveled with indigo. apart from one or two exceptions, every time the flight i booked was cancelled and i was re-booked on another flight. it was alright when the re-booking was done for another flight at the same time but lately the re-booked flights are at very inconvenient times. as a female passenger traveling alone, i could not accept the revised time of 21.50 reaching my destination at 23.05 for my last booked flight. the only other alternative for me is a flight one day later. not to mention the unexpected delays in airport. i do not recommend indigo flights. the chances of getting your entire schedule messed up is pretty high with indigo.",Economy Class,1,False,199,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Trivandrum to Bangalore,March 2018,1.0,Not informed,IndiGo,India,True
2018-04-09,Missed my delhi - dubai flight,2.0,"udaipur to dubai via delhi. i was travelling with my spouse, mother and infant. udaipur - delhi flight was delayed more than 2.5 hours and because of this i missed my delhi - dubai flight. no one from indigo was there to assist, i struggled for 5 hours at delhi airport with my kid, they made me run between the counters. after struggle of whole night they arranged to fly in another flight but only for two people, i had to travel with my kid and mother leaving my spouse at delhi airport. they arranged a flight for my spouse after 12 hours.",Economy Class,1,False,200,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Udaipur to Dubai via Delhi,April 2018,1.0,Not informed,IndiGo,India,True
2018-04-12,Poor quality of ground staff,2.0,bangalore to singapore. horrible experience with check in staff at bangalore. we had an onward flight from singapore to jakarta on singapore airlines. the check in staff refused to check us in saying we did not have singapore visas. we explained that we were transiting at singapore so did not need a visa. they refused to accept. i explained that at singapore it is possible to freely transfer between terminals t2 & t3 without needing to pass immigration. they refused to agree and insisted we required a singapore visa. after much discussion they allowed us to board after they realized we possessed valid us & other visas. wereached singapore and there is no requirement to pass immigration. imagine if we did not possess other visas- would we have not been allowed to travel. sad to see the poor quality of ground staff at indigo.,Economy Class,1,False,201,1.0,1.0,Not informed,Not informed,Business,Not informed,Bangalore to Singapore,April 2018,1.0,Not informed,IndiGo,India,True
2018-04-16,Delayed by more than 5 hours,2.0,"kochi to hyderabad via mumbai. i earlier travelled to cochin, it was delayed by 1.3 hours. this time they directly rescheduled my travel. i was supposed to travel from cochin to hyderabad via chennai. but they had rerouted me to mumbai then to hyderabad. before rescheduling directly they should have given me options of cancellation or showing next available flight options. i got delayed by more than 5 hours. who would want to suffer without sleep for purely airlines mistake?  when i ask for compensation they  say you should have called before starting your travel.",Economy Class,1,False,202,1.0,1.0,Not informed,Not informed,Family Leisure,A320,Kochi to Hyderabad via Mumbai,April 2018,1.0,Not informed,IndiGo,India,True
2018-04-27,Lack of flexibility,2.0,"i travel with indigo a lot and about half the time i regret it. they have all sorts of arbitrary rules that don't affect their ability to do their job but do affect your flight experience. for example, a few times i've arrived to my flight early due to a changing work schedule in time to take their previous flight going the same way on the same day. every time they refuse despite having plenty of space - apparently they cannot tolerate changing my flight despite the fact that it would save me 4 hours of being away from my family and cost them nothing. today they made me check my carry on because it was 8kg and over their limit of 7kg. why do they care if that 8kg is carried in my hand or under the plane? lack of flexibility and customer orientation on this airline is consistently staggeringly bad. and it really irritates my sense of efficiency and reasonableness.",Economy Class,1,False,203,1.0,1.0,1.0,1.0,Business,Not informed,Visakhapatnam to Delhi,April 2018,1.0,1.0,IndiGo,India,True
2018-04-27,Please improve your service,1.0,mumbai to raipur. the fare for extra luggage is too high. no food is provided during travelling. i don’t think it’s worth paying 6000 for each flight and not getting any facilities.  please improve your service.,Economy Class,1,False,204,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Mumbai to Raipur,April 2018,1.0,Not informed,IndiGo,India,True
2018-05-02,She was excellent,10.0,delhi to bangalore. i was traveling with someone who was visually impaired. and when i reached the check in the girl on the other side was helpful to provide us with assistance.  she was excellent. she took good care of the specially enabled person with me and ensued that we were made to sit on the plane. not only this she also helped so many passengers with all their queries. keep it up and god bless you.,Economy Class,1,True,205,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Delhi to Bangalore,May 2018,1.0,Not informed,IndiGo,India,True
2018-05-11,Such a caring staff.,10.0,coimbatore to delhi. first of all thank you for such a caring staff. my daughter met with an accident and her left arm was affected.  she was carrying extension rod attached to her arm. we were having three tickets but of different nos. air hostess took proper care for arranging front seats for us. she helped her relax throughout the journey.,Economy Class,1,False,206,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Coimbatore to Delhi,April 2018,1.0,Not informed,IndiGo,India,True
2018-05-12,Such caring staff,10.0,flew coimbatore to delhi. first of all thank you indigo for such caring staff. my daughter met with an accident and her left arm was affected. she had treatment from ganga medical center coimbatore. she was carrying an extension rod attached to her arm. we had three tickets but of different nos. the air hostess took proper care with arranging front seats for us. she made her relax throughout the journey.,Economy Class,1,False,207,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Coimbatore to Delhi,April 2018,1.0,1.0,IndiGo,India,True
2018-05-14,Happy with this sweet gestue,10.0,me and my wife were travelling to bangalore from goa on 8th may 6e 281. the check-in agent noticed my wife is pregnant and was very helpful. she changed us to more comfortable seats and offered to check-in our carry on luggage. we are very happy with this sweet gesture and is much appreciated.,Economy Class,1,True,208,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Goa to Bengaluru,March 2018,1.0,Not informed,IndiGo,India,True
2018-05-16,A value for money indeed,9.0,"bhubaneshwar to mumbai. indigo, being a low-cost no-frills airline is a value for money indeed. although their in-flight menu is bit expensive, one can bring their food from home also, which also save some money. from ground handling to the crews' services, it was an excellent service. the students fare scheme is a boon indeed. being a student, i always prefer this airlines as they offer not only 6% basic fare discount but also 10 kg free baggage allowance. i also prefer this airlines as they are the most punctual airlines. looking forward to travel on indigo.",Economy Class,1,True,209,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Bhubaneshwar to Mumbai,January 2018,1.0,Not informed,IndiGo,India,True
2018-05-20,An excess baggage of 5kg,1.0,"doha to kochi. the check in staff were unprofessional and impolite. i had an excess baggage of 5kg which i took back and repacked without any hesitation, yet they behaved as if i was handling drugs. i took back only one baggage to repack, leaving the other to them to check in. coming back after repacking which is a struggle at the airport , these check in staff kept yelling why i kept the bag there.",Economy Class,1,False,210,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Doha to Kochi,May 2018,1.0,Not informed,IndiGo,India,True
2018-05-26,Disorganized and inefficient,1.0,"dehradun to pune via delhi. most disorganized and inefficient airline i have ever travelled with. multiple delays, standing in line for over 8+ hours and talking with customer service on the phone for 5+ hours with no help at all. do not fly with this airline.",Economy Class,1,False,211,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Dehradun to Pune via Delhi,May 2018,1.0,Not informed,IndiGo,India,True
2018-06-19,Full marks for their service,9.0,"bhubaneswar to mumbai via hyderabad. as usual, full marks for their service in the aircraft. from check-in to the boarding (although flight was delayed due to bad weather in bhubaneswar), they also gave constant updates about the status of the plane's arrival also. otherwise, no complaints at all about their service .",Economy Class,1,True,212,1.0,1.0,1.0,Not informed,Solo Leisure,A320,Bhubaneswar to Mumbai via Hyderabad,May 2018,1.0,Not informed,IndiGo,India,True
2018-06-28,Good service and price,8.0,"delhi to visakhapatnam. good service and price. but why not charge ₹200-300 extra on any flight and serve a free meal. snacks are ok but a meal will do better . also , moving to terminal 2 at delhi airport was not a good idea. no windows to watch outside for those who love plane-spotting. also, there are no good passenger facilities available in terminal 2.",Economy Class,1,True,213,1.0,1.0,1.0,Not informed,Family Leisure,A320,Delhi to Visakhapatnam,March 2018,1.0,Not informed,IndiGo,India,False
2018-07-03,We enjoyed our trip,8.0,mumbai to udaipur. excellent service and air hostess were polite and helpful. it was a really nice flight.thanks to pilot and the crew members. we enjoyed our trip.,Economy Class,1,True,214,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Mumbai to Udaipur,July 2018,1.0,Not informed,IndiGo,India,True
2018-07-10,Indigo is such a great airline,10.0,"i was travelling from delhi to vadodara in july 2018 through indigo. unfortunately, our flight from san francisco to delhi (via shanghai) got delayed and we missed the 5:10 am flight from delhi to vadodara. the indigo staff at terminal 2 acted very helpful. they offered me to book in the next flight to vadodara with minimal fee of fare difference, but unfortunately it was in the afternoon and not very convenient to us (as we were tired of traveling from sfo and really wanted to get home to as fast as possible). there was a flight to ahmedabad at 7:40 am and we urged the indigo staff to book us in that flight. they mentioned that the 'sector' (i.e. destination) was different and therefore the change fees would be higher. i said no issue as we were really in hurry. there was another problem though. that flight was from terminal 1 and it was already 6:20 am. the indigo staff suggested to go to terminal 1 first and then get my ticket changed there because there was no sufficient time and if i would get the tickets changed and then again miss the flight, i would lose more money. they offered me their shuttle to take me from terminal 2 to terminal 1. but with little time, we did not have time to wait for the shuttle and we just took the taxi. we barely reached to terminal at 6:35 am. we had to get our tickets modified, checked in and boarding passes printed by 6:40 am to get into the ahemdabad flight. that is when we met staff who had just joined her duties at the terminal 1 ticket counter and saw us coming with family in agitated state. i requested her to change my tickets to allow me to get ahmedabad flight. she immediately realized that we needed urgent help and started working furiously to get the tickets changed and printed. in couple of minutes we had our tickets in hand and we rushed to the terminal 1 departure entrance. she ran with us to the entrance and requested the police to let us in fast. then we ran to check-in area, she opened a new counter just to process our checkin and print our boarding passes. we could get the boarding passes just in time! then she ran with us to the security area, asked other indigo staff to take us through the security fast and get us to the gate. we got to the gate as last passengers entering! we could not have done it without this staff. we now realized why indigo is such a great airline. it is because of the great employees.",Economy Class,1,True,215,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Delhi to Vadodara,July 2018,1.0,Not informed,IndiGo,India,True
2018-07-16,Paying for the excess baggage,1.0,"delhi to coimbatore. i have flown with indigo loads of times and have regularly recommended it to many. i have never had a bad experience in all of my trips and was really happy until my recent trip. i had booked my seats under student discount which allowed an additional baggage of 10kgs free of charge. during my through leg from del to cjb, this promotion was honored and i paid for whatever excess i had, (excluding the 15kg+10kg allowance). but they would not agree that i had this promotion during my return leg and would not agree or believe me that i availed this in my first leg. i was astounded when the rep said there was nothing in the notes regarding the promotion. how can it be possible that you allow different baggage allocations for different legs. i ended up paying for the excess baggage which i had packed in anticipation of availing the 10 kg student discount. it was never about the money for me, but indigo let me down in not acknowledging my promotion status.",Economy Class,1,False,216,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Delhi to Coimbatore,July 2018,1.0,Not informed,IndiGo,India,True
2018-07-30,Totally recommend it,9.0,mumbai to kochi. on time. not a minute late. everything was on time. service is great. food options are limited. the blue is very pleasing to the eye. well-organised and a reliable airline. totally recommend it.,Economy Class,1,True,217,1.0,1.0,1.0,Not informed,Solo Leisure,A320,Mumbai to Kochi,July 2018,1.0,Not informed,IndiGo,India,True
2018-08-07,Experience was good,7.0,singapore to pune via chennai. it was reasonably good flight. specially it was on time. connection was swift. ground staff was little rude but cabin staff was very good. i think it was quite value for money service as it was cheap ticket to singapore. quite minimalist flight service as expected for a cheap ticket. overall experience was good and will definitely give it a go next time. thanks.,Economy Class,1,True,218,1.0,1.0,Not informed,Not informed,Solo Leisure,A 320,Singapore to Pune via Chennai,August 2018,1.0,Not informed,IndiGo,India,False
2018-09-01,Wouldn’t recommend,1.0,"i had the opportunity to fly with indigo on the 15th of august 2018 from doha to mumbai. always having flown qatar airways i had to choose indigo due to the time slot. well, a low cost airline in really had no expectations but at least a decent and hassle free experience as they claim to give. i checked in at the counters and got my boarding pass and i had a handbag of 6kgs which is well below their limit of 7kgs. i purchased duty free which was about 3 kgs. here comes the tricky part the staff at the boarding gate have a portable weighing scale through which they check the weight of the handbags. i have no issues with that however i wasn’t informed at the counters about 7kgs handbag allowance being inclusive of duty free. the staff at the boarding gate (qas) staff, were rude they do not even try to be polite of courteous and straight away give ultimatums saying throw away the duty free, go back to duty free and return it, however if you do no return in 20 minutes we will offload you from the flight. they forced me to pay 60 riyal per kg for the excess baggage which i was carrying. i wouldn’t recommend this airline unless a last resort or a complete emergency. one can only expect low quality service from a low cost airline. thank you indigo for the hassle free experience.",Economy Class,1,False,219,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Doha to Mumbai,August 2018,1.0,Not informed,IndiGo,India,True
2018-09-03,Professional and caring,8.0,"hyderabad to sharjah. shortly after boarding the above flight i was having dizziness. after 2 hrs of boarding, i realized the vomiting sensation & was prepared to use the toilet & in front of toilet i collapsed like a blackout. however, the flight crew done everything by calmly and professionally organizing medical attention. cabin crew made an announcement to other co passengers, if any dr available to take care of him and luckily dr was available & he checked everything & made me more comfortable. indigo is indeed a very professional and caring organization.",Economy Class,1,True,220,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Hyderabad to Sharjah,August 2018,1.0,Not informed,IndiGo,India,True
2018-09-24,Nothing turned up in chennai,5.0,"i used indigo for the first time yesterday. all went very well but for the very last leg back to chennai. i had requested a wheelchair for all legs of the journey but nothing turned up in chennai! eventually the crew left, the captain left, co-pilot gone, i had been told to wait so eventually i asked again and the ground staff man said everyone was gone! yes i said, except me! so after a long wait someone turned up with a child's wheelchair! i'm 6 foot plus! after a further long wait a wheelchair turned up. surely any staff must ensure that passengers are taken care of before leaving the vessel for their own comfort.",Economy Class,1,True,221,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Colombo to Chennai,September 2018,1.0,Not informed,IndiGo,India,True
