date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,aircraft,type_of_traveller,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2016-04-27,Journey to europe a pleasure,10.0,"sydney to frankfurt via tokyo narita. exceptional service and a very comfortable lie flat seat made the journey to europe a pleasure. friendly flight attendants, generous meals and attentive ground service makes it easy to choose japan airlines. whilst the inflight entertainment definitely has a japanese focus, there is more than enough to choose from and the variety of programs has increased since last year. am travelling again to frankfurt in june with japan airlines.",Business Class,1,True,215,1.0,1.0,1.0,1.0,Boeing 787,Couple Leisure,SYD to FRA via NRT,January 2016,1.0,1.0,Japan Airlines,Japan,False
2016-05-13,Staff were competent and polite,10.0,"bangkok to los angeles via kansai. another flawless performance by japan airlines. check in was quick and easy, because of their competence and the boeing 787 is a relatively small airplane, but which still gives economy passengers generous room. the staff were competent and polite and the flight was as pleasant as a flight that long could be. all 4 flights were on time and planes were spotless. there was a wide variety of entertainment on the flight, though i could not find anything i wanted to watch.",Economy Class,1,True,216,1.0,1.0,1.0,1.0,Boeing 787-800,Business,BKK to LAX via KIX,May 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-05-20,Quite disappointed with premium economy,3.0,Not informed,Premium Economy,1,False,217,1.0,1.0,1.0,1.0,Boeing 777,Business,ORD to NRT,May 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-06-05,Seating is surely now outdated,6.0,"bangkok to haneda with japan airlines. lounge was packed prior to the 09:45 departure to haneda. business class forward cabin looked cramped, although fresh and spotless. 7-across angle-flat seating is surely now outdated and was not very comfortable, especially with the seat itself being quite hard. not really a problem for a daytime flight, but i would be very unhappy to find this layout on the inward overnight flight. reasonable ife selection but small screen. my main complaint is the lunch service. with limited main course selection taken at take-off and the first course not delivered until an hour later, you'd think the service from then on would be relatively speedy. not so! a full 40-minute wait between the first two courses is quite unforgivable, the more so when i had to return my steak as it was not even lukewarm! thereafter the flight was uneventful, although it was all but impossible to hear the cabin service announcements. departed on time and arrived 10 minutes early.",Business Class,1,True,218,1.0,1.0,1.0,1.0,Boeing 777-200,Solo Leisure,BKK to HND,May 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-07-06,Not a pleasant experience,5.0,"tokyo narita to sydney. my first issue arose when attempting to check-in online within the prescribed period. the jal system would not allow me to complete check-in, advising i had to contact my travel agent. this was bizarre, as my ticket was purchased from jal direct! at narita airport i was directed to the premium economy check-in. when i presented myself at the counter to which i was directed, the staff  told me they were closed, and took me to another counter which was also closed! staff subsequently turned up and completed my check-in, however, the check-in process was disorganised. flight departed on schedule. food quality was of a poor standard. i had expected better from jal when departing from their home base. i had also expected to find some typical japanese dishes on the menu, but they were absent. flight was not comfortable, as the crew had the climate turned up and it was way too hot and made it too uncomfortable to sleep. most passengers in pe were visibily hot, as people removed all but necessary clothing and didn't use the aircraft blankets - requests for reduction in cabin temperature were ignored. initially i presumed that to acclimatise us to the colder weather in sydney they would reduce cabin temperature as we approached sydney, the ambient temperature in sydney being 6c. however, this was not the case. i was still sweating when i left the terminal and went into the open air. flight arrived on schedule, however, disembarkation was very slow to be implemented and seemed disorganised. i understand that first and business class have priority, however, there was a long delay to allow others to disembark after all the first and business class passengers had long since disappeared into the terminal. overall, not a pleasant experience on this flight with jal. on the basis of this flight, i could not recommend jal to others.",Premium Economy,1,False,219,1.0,1.0,1.0,1.0,Boeing 777-300,Couple Leisure,NRT to SYD,June 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-07-06,Found jal pe to be sub-standard,7.0,"ticket purchased online with japan airlines. process is easy and allows check-in up to 72 hours prior to scheduled departure. check-in at airport was quick and efficient, staff helpful and friendly. flight from sydney to narita departed early, as all passengers and crew were ready to embark. wi-fi only available gratis in business or first class, or for a charge if you are in premium economy or economy providing you have an account with jal. catering was of a good standard, with reasonable selection of food, drinks and snacks. flight was smooth, with pleasant climate maintained inside the aircraft. arrival was ahead of schedule and disembarkation was well organised. overall, having experienced premium economy (pe) with cx, i found the jal pe to be sub-standard. apart from the pe seats in jal and a separate check-in counter, the catering, baggage allowance, etc.. is exactly the same as economy. considering the new economy seats in jal, i believe economy is much better value for money. maybe cx pe experience has spoiled me!",Premium Economy,1,True,220,1.0,1.0,1.0,1.0,Boeing 777-300,Couple Leisure,SYD to NRT,June 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-07-07,Very friendly staff,8.0,Not informed,Economy Class,1,True,221,1.0,1.0,1.0,1.0,Not informed,Solo Leisure,YVR to BKK via NRT,January 2016,1.0,1.0,Japan Airlines,Japan,False
2016-07-26,Service was very good,7.0,Not informed,Economy Class,1,True,222,1.0,1.0,1.0,1.0,Boeing 777,Solo Leisure,HND to BKK,July 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-07-27,Flying experience was quite nice,9.0,"san francisco to kuala lumpur via tokyo haneda. we had to change airports in tokyo but it was worth it for the ticket price because they have reliable and not too expensive bus service between airports. overall, flying with jal was a good experience. the legroom in economy class was plentiful and the seats were comfortable. flight attendant service was good as well and there was a decent selection of movies to watch on seat back monitors. my complaint is that the food on flights between sf to tokyo didn't seem adequate for a 10 hour flight, which is long. they provided 1 full meal and 1 little dinky (tiny!) sandwich with no condiments, so remember to bring snacks. the lack of condiments on the sandwich and the fact that it was cold made it extremely dry and barely edible. on the other hand, the full meal they served were good, my only complaint being that they did not heat up the bread rolls. i've flown on many trans pacific flights between the us and asia with other airlines and they have always provided 2 full meals. but as a whole, the jal flying experience was quite nice and i wouldn't hesitate to fly with them again. bonus points for the fancy bidets found in japanese airports.",Economy Class,1,True,223,1.0,1.0,1.0,1.0,Not informed,Couple Leisure,SFO to KUL via HND,July 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-08-03,Flight crew were attentive,10.0,"san diego to fukuoka via tokyo narita with japan airlines. outstanding service and very professional. brand new boeing 787  - and my flight was before the new ""larger"" economy seats (but, the older 787 economy seats were still very comfortable for the san to nrt journey). onboard flight crew were attentive and met any requests with a smile (and a bow). food was outstanding (by economy standards). flying to japan out of san diego is so much easier than lax or sfo.",Economy Class,1,True,224,1.0,1.0,1.0,1.0,Boeing 787,Solo Leisure,SAN to FUK via NRT,September 2015,1.0,Not informed,Japan Airlines,Japan,False
2016-08-17,Not recommend on overall service,1.0,"tokyo to frankfurt. they ran out of japanese food and all breakfast options on business class. i had pot noodle for breakfast on business class. i was offered a bottle of sake on plane but they do not stock resealable bags on board, so could not accept this due to connecting flight and airport security, they did not offer to post it to my home address. on outbound flight they did not place us sitting together even though booked under one reference and requested to sit together a month in advance of travel, had to complain at the gate in order to get seats assigned together. after complaining after experience, japan airlines did not offer any apology, so would not recommend based on overall service, food and seating arrangements.",Business Class,1,False,225,1.0,1.0,1.0,1.0,Not informed,Business,NRT to FRA,April 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-08-23,Professional and efficient,10.0,japan airlines from taipei to los angeles via kansai return. it might not have the best inflight entertainment or the best economy seat but cabin attendants were top notch. they were professional and efficient with great attention to detail. they walked around the cabin handing out drinks during the flight. i had the best inflight meal i have had.,Economy Class,1,True,226,1.0,1.0,1.0,1.0,787-8,Solo Leisure,TPE to LAX via KIX,July 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-09-05,Sleep well and enjoyed movies,8.0,"delhi to tokyo. good seat and inflight entertainment, i could sleep well and enjoyed movies and music very much. bad was the meal - prawns for dinner was very salty. though it takes about 10-11 hours from delhi to tokyo, jal gives downgraded meal service compared with flight to america, europe and australia.",Business Class,1,True,227,1.0,1.0,1.0,1.0,Boeing 787,Business,DEL to NRT,August 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-09-05,Flight was pleasant and comfortable,8.0,"overall the flight with japan airlines from hong kong to tokyo narita was pleasant and comfortable. the aircraft is a newly-bought boeing 787-8. i was assigned the last row so could recline the seat anytime during the flight. the in-flight entertainment system was worth giving a thumbs-up. the movies were up to date and it ran smoothly. the flight attendants were all professional. they kept walking around, providing assistance as well as giving quick responses to passengers' needs. during the meal service, they were excellent in switching their channels when asking passengers' preferences.",Economy Class,1,True,228,1.0,1.0,1.0,1.0,Boeing 787-8,Solo Leisure,HKG to NRT,August 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-09-09,Great flight with japan airlines,9.0,"tokyo narita to hanoi. boarding was orderly and efficient. due to air traffic congestion in narita, we departed late.however, we managed to land on time. the crew were polite and efficient. the seat was really comfortable and the ife were really great. food was really tasty too. however, the aircraft was a little warm throughout the flight. overall, a great flight with japan airlines.",Economy Class,1,True,229,1.0,1.0,1.0,1.0,Boeing 787-800,Solo Leisure,NRT to HAN,September 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-09-10,Staff very courteous and helpful,10.0,"takamatsu to tokyo haneda. the flight was the last flight of the evening on august 11, the start of the summer (obon) holiday season in japan. unfortunately the flight was delayed by over an hour but the ground staff was very apologetic and helpful. the cabin crew looked very worried that people would be angry as the announcement was made in the terminal but they were very courteous during the flight and did their best to keep us happy for the flight to tokyo. i couldn't fully understand the announcement (in japanese) of the delay at the gate so i asked the ground staff to confirm my thoughts. they apologized many times for the delay as well as for speaking too fast for me to understand everything they said during the official announcement. i did understand them for the most part but needed to confirm the information. the ground staff was very courteous and helpful. great service for a stressful time by the ground crew and cabin crew.",Economy Class,1,True,230,1.0,1.0,1.0,Not informed,Boeing 737,Solo Leisure,TAK to HND,August 2016,1.0,1.0,Japan Airlines,Japan,False
2016-09-12,Service rushed and disorganized,7.0,"red-eye flight from hanoi to narita. boarding was very efficient and the aircraft was ready for departure within 15 minutes. after take off, drinks service commenced and the cabin light was dimmed. two hours before landing, breakfast service started. unlike the previous inbound flight, i felt that the service this time was rushed and disorganized. there was no option for breakfast and the food this time is of a much lower standard compared to the inbound flight.",Economy Class,1,True,231,1.0,1.0,1.0,1.0,Boeing 787-800,Solo Leisure,HAN to NRT,September 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-09-12,Extremely user-minded,8.0,"i flew from osaka to sapporo with jal, the staff fluent in english and understandable. everything perfect except free wi-fi on board that never worked. jal was extremely user-minded and friendly. a pleasant surprise.",Economy Class,1,True,232,1.0,1.0,1.0,1.0,Boeing 737-800,Couple Leisure,KIX to CTS,September 2016,1.0,1.0,Japan Airlines,Japan,False
2016-10-11,Friendly cabin crew and captain,8.0,"flew japan airlines from hakodate hkd to osaka itami itm. small yet organised airport at hakodate, with efficient check-in staff who speaks english. friendly cabin crew and captain, who made special announcements about various landscape viewpoints during the flight, complimented by cabin crews handing out leaflets about famous local produces of areas that our plane flew above. only drinks was served, without meals. very efficient baggage services at itami.",Economy Class,1,True,233,1.0,1.0,1.0,Not informed,E70,Solo Leisure,HKD to ITM,September 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-10-11,Very spacious seats on jl,6.0,"flew haneda to sapporo cts. poor check-in staff who did not speak english. very new passenger terminal with extremely efficient services at haneda domestic terminal. very spacious seats on jl. only drinks was served during flight, the norm for all domestic flights in japan. small terminal at sapporo cts which resulted in crowded baggage reclaim areas. slow baggage reclaim by japanese standards, but still got my bags within 25 minutes of getting off the plane.",Economy Class,1,True,234,1.0,1.0,1.0,Not informed,Boeing 777-200,Solo Leisure,HND to CTS,September 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-10-16,Cabin crew friendly and attentive,10.0,Not informed,Economy Class,1,True,235,1.0,1.0,1.0,1.0,Boeing 777-300,Family Leisure,SYD to NRT,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-10-19,Service attitude was good,8.0,"a good flight as i was 'semi-upgraded', a practice new to me as i am installed in a business seat while served an economy meal. a clever idea of jal: the ey cabin was full and they opened the second half of business cabin for upgrading while not offering business service. my ticket was a cx redemption and i got the good treatment as a sapphire member. the seat is of course comfortable and the new aircraft is great. the ey meal is also great, having japanese style beef rice for breakfast on a 8am flight. service attitude was good though jal staff do not really speak english (worse than their chinese airline counterpart). on time arrival. have not flown jal for a long time and this flight makes me a return customer in future. also my first flight on a 787-8, a truly 'dream liner'. will return.",Economy Class,1,True,236,1.0,1.0,1.0,1.0,Boeing 787-8,Solo Leisure,PEK to HND,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-10-20,Cabin staff speak little english,8.0,"beijing to tokyo was a good flight, on time. morning 8am flight but served hot beef rice that is good. cabin service great though the cabin staff speak little english. have not flown jal for a long time and it was a happy return. the boeing 787 aircraft has innovations such as a blacking out window shade. will use jal on the same route again.",Economy Class,1,True,237,1.0,1.0,1.0,1.0,Boeing 787-8,Business,PEK to NRT,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-10-27,Service couldn't be better,10.0,"frankfurt to seoul via tokyo. i've been flying a lot lately (among many others including lufthansa, qatar and emirates) and i've always been switching airlines. i've finally found my favorite. it's japan airlines. from ground service to in-flight to after flight. they were not only extremely friendly, quick and punctual, the seats were comfortable the crew had some humor, the entertainment system was easy to use (no annoying pressing 100 times until the movie plays) and the window brightness could be regulated which was an amazing alternative to the blinds in case one wants to sleep but the other wants to enjoy the view. controllable sunglasses for the window - first time i saw that. also they served some nice and good food including milka chocolate, ice cream from häagen dasz and a ""bauer"" yoghurt. we all know these are great brands. the service couldn't be better - and always a smile on their face, which makes you feel even better while travelling. the poor english didn't bother me at all. it was enough for the important things. they even had a german native speaker on board.",Economy Class,1,True,238,1.0,1.0,1.0,1.0,Boeing 787,Solo Leisure,FRA to ICN via HND,October 2016,1.0,1.0,Japan Airlines,Japan,False
2016-11-01,The food selection is not great,3.0,as this flight leaves singapore after 1am there is no meal served after take off. in fact it was difficult to even get a drink. whilst the flat beds are relatively comfortable they are also very narrow. the choice of breakfast served before arrival in haneda was either japanese or western. i opted for the western but the meal bore no resemblance whatsoever to a western breakfast and was mostly inedible. the overall service level was average at best. for the return flight to singapore we flew from narita but as in the same flight taken earlier this year the plane was almost an hour late in departing due to heavy traffic around 6pm. passengers should also be reminded that the walk from the jal lounge is around 15 minutes as the gate used for this flight is the furthest away on the particular pier that's used. the flight itself was acceptable although the food selection is not great. moreover my wife was served half an before me even though our food order was taken at the same time. all in all not a great experience so next time we visit japan we will be giving jal a miss.,Business Class,1,False,239,1.0,1.0,1.0,1.0,Boeing 787,Business,SIN to HND,October 2016,1.0,1.0,Japan Airlines,Japan,False
2016-11-02,Efficient and satisfactory flight,8.0,"tokyo to beijing with japan airlines. good flight, on time, clean cabin on the 787 dreamliner, my first flight on this acclaimed aircraft. the notable innovation is the window shade is electronically block out/open. meal is ok, nothing special, but very japanese. staff service attitude is good but their language ability is limited. even airport custom officers do not really speak english. an efficient and satisfactory flight.",Economy Class,1,True,240,1.0,1.0,1.0,1.0,Boeing 787-8,Solo Leisure,HND to PEK,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-11-07,Did not go around with drinks,7.0,"red eye flight from haneda to bangkok with japan airlines. boarding was speedy and efficient. after take-off, light snack, bread, and drinks were offered. a bottle of mineral water was offered to each passenger too. however, unlike other carriers, the flight attendants did not go around with drinks. there was only one choice for breakfast but it was great.",Economy Class,1,True,241,1.0,1.0,1.0,1.0,Boeing 777-200,Business,HND to BKK,November 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-11-22,High expectations were never quite met,6.0,"shanghai to san diego via tokyo. everything you read ranks japan airlines at the top, so i decided to try them as the last leg of a oneworld round the world trip. also, i could fly into my hometown of san diego rather than the usual grind of landing in la and driving south. from the start, i had high expectations that were never quite met. the flight from shanghai to tokyo was short and unmemorable which is interesting, because i always enjoy the shanghai to tokyo flight on ana. i had higher hopes for the tokyo - san diego flight based not the least on the airframe, the b787 dreamliner. this is my favorite plane. i typically try to exclusively fly this if possible due to the reduce noise, lower pressurization and, typically, newer configured cabins. for jal, the latter was a huge let down. not that the cabin was old. it was very new, but the seats were the reclining type, not the lay-flat and in today's business class, that is simply not competitive for a 12 hour flight. outside of the seat's limited recline, the overall pod was comfortable with storage in all the right places. the entertainment system was also very good. overall, it was a comfortable seating area, but with no lay-flat, when it was time to sleep, jal failed. while i was awake, though, the service was excellent. the attendants were attentive and professional and were always around to help. the food was very good, as well. i can see why jal is rated well as an airline, but the absence of lay-flat seats will put them out of the running for me as a carrier. it is too bad, as i frequently fly to china from san diego and jal would be hugely convenient.",Business Class,1,False,242,1.0,1.0,1.0,1.0,Boeing 787,Business,PVG to SAN via NRT,September 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-11-23,Staff were attentive and genuine,9.0,"tokyo haneda to singapore. highly impressed with my first flight with japan airlines in a few years. ground staff were attentive and genuine which set a nice first impression. seating was comfortable on boeing 767 window seat with sufficient leg room. midnight departure meant a small snack and drink after take off, beer was served ice cold, a big plus! enjoyed the entertainment system though range not as diverse as other airlines. breakfast served 2.5 hours before landing, quite tasty with tea and coffee plentiful. friendly service with a smile, look forward to my next flight with japan airlines!",Economy Class,1,True,243,1.0,1.0,1.0,1.0,Boeing 767,Solo Leisure,HND to SIN,November 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-11-25,Impression was very positive,9.0,"chicago to tokyo narita. i had never flown with japan airlines before, so my first impression was very positive. very attentive, gracious and courteous crew, as well as the ground crew.  drinks and food were substantial. snacks and water were available throughout the flight. in-flight entertainment was adequate.",Economy Class,1,True,244,1.0,1.0,1.0,1.0,Not informed,Solo Leisure,ORD to NRT,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-12-03,The service was just excellent,10.0,"by far the best economy trip i have taken. we fly economy for vacation trips, which this was. although i chose japan airlines for our trip to japan and hong kong because we had heard that the service and food on this airline were excellent, we were not expecting much. my frame of reference was the routine abuse perpetrated on economy passengers by u.s. airlines. i could not have been more pleasantly surprised - and quite frankly shocked - by the great experience we had on japan airlines. the service was just excellent. courteous, attentive cabin crews, genuinely interested in the comfort and care of passengers. need some assistance by turning on the cabin attendant light? a cabin crew member will rush over to see what you need. plenty of good food and beverages served throughout the flight. think you're thirsty? well, a cabin attendant just happens to walk by with juice or water. the economy seats we had were very comfortable, even for the long journeys we had. the 787 is a wonderful airplane to fly in. perhaps it may seem like i am gushing here, but compared to the torture of u.s. airlines, it was nirvana. if i return to the far east again, this is the airline i am going to use.",Economy Class,1,True,245,1.0,1.0,1.0,1.0,Boeing 787 Dreamliner,Couple Leisure,HKG to JFK via NRT,November 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-12-14,Japan airlines customer review,10.0,"sapporo to london heathrow via tokyo haneda with japan airlines. incredible crew, nice and helpful. international and japanese food better than ba with metal cutlery in economy class. free snacks in economy - simple, but better than nothing. seats on longhaul flights have a lot of knee space with cool canvas seats, very good customizable headrests with foldable sides, so you can fix your head when sleeping - good pillows - entertainment system about the same quality, but maybe ba had more choice. domestic flight with b777-200 - configuration 3-4-3. jal looks more tailored to japanese customers - they have all major japanese beers - asahi, sapporo, kirin etc. very pleasant experience even on a full flights - combination of good seats, good food, and good crew.",Economy Class,1,True,246,1.0,1.0,1.0,1.0,Boeing 777-300ER,Couple Leisure,CTS to LHR via HND,December 2016,1.0,Not informed,Japan Airlines,Japan,False
2016-12-19,Leg room was very good,8.0,singapore to tokyo haneda in october. seat pitch and leg room was very good with much space to stretch out. the flight was operated by a boeing 767-300er with seats in a 2-3-2 layout.  seat recline was good. breakfast was served on this sector and was a breakfast soup which was surprisingly filling. cabin staff were polite and attentive. ife was very good and responsive. the large ife screen was very clear and modern. prices were lower than ana and singapore airlines.,Economy Class,1,True,247,1.0,1.0,1.0,1.0,Boeing 767-300ER,Family Leisure,SIN to HND,October 2016,1.0,Not informed,Japan Airlines,Japan,False
2017-01-05,My chosen option for this route,10.0,"absolutely the best tokyo to sydney option. it does use narita as opposed to haneda, but jal certainly makes up for the slight inconvenience due to the distance to the city. firstly their fare is cheaper than qantas, and even the jetstar flight via the gold coast. secondly their luggage allowance is more generous (23kg x 2 check-in) so it was a nice surprise to be able to relax at the airport baggage-free. thirdly their staff, both ground and air, were so competent. they were efficient and knew not to disturb you unnecessarily, while keeping the signature japanese omotenashi mind. also they serve you plenty of drinks and quality food, with warm breakfast. i did think the flavour was too much to the japanese liking (e.g. they served rice-featured breakfast and no other options, if i'm not mistaken), but it was one of the best economy class meals around.  could not stress more how wonderful the spaciousness of the ""jal sky wider"" seat arrangement was.  the only complaint is the range of movies and tv shows shown. qantas offers more alternatives than jal and ana's typical blockbusters and friends. overall, jal will be my chosen option in the future for this route, unless qantas lowers their price, as i'm their ff member.",Economy Class,1,True,248,1.0,1.0,1.0,1.0,Boeing 777-300ER,Solo Leisure,NRT to SYD,January 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-02-27,Cabin crew were professional,10.0,"shanghai to kansai. i chose japan airlines because of its cheap ticket and the service was really good. delicious food for a flight under two hours. a very comfortable seat which could help me have a good rest. ife was enough for me. and the cabin crew were professional. next time, i will put jal into consideration if i take the flight between pvg and kix again.",Economy Class,1,True,249,1.0,1.0,1.0,1.0,Boeing 737-800,Solo Leisure,Shanghai to Osaka,February 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-02-28,Cabin temperature is just too high,5.0,"tokyo narita to sydney. love everything about jal. service, seats, food but i cannot fly with them again as the cabin temperature is just too high. it was unbearable. it is something that aussies always complain about i.e. japanese aircraft are too warm. the result is a very unpleasant flight. i can't go through that again. booking with qantas next year.",Economy Class,1,False,250,1.0,1.0,1.0,1.0,Not informed,Couple Leisure,Tokyo Narita to Sydney,February 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-02-28,Providing excellent service,10.0,japan airlines from hong kong to tokyo narita in economy class. the attention to detail by its ground staff and cabin attendants was exceptional. there were both hong kong and japan based cabin attendants and they were providing excellent service. the aircraft did not have the sky wider seats but the seats were still very comfortable for a regional flight. quality of inflight meals was very good although there was no option. the cabin of japan airlines was very quiet which made the whole flight very enjoyable.,Economy Class,1,True,251,1.0,1.0,1.0,1.0,Boeing 787-8,Solo Leisure,Hong Kong to Tokyo,February 2017,1.0,1.0,Japan Airlines,Japan,False
2017-03-05,Crew on both flights were indifferent,6.0,"both legs (haneda-bangkok, bangkok-haneda) were red-eye flights. the quality of catering was much better on the outbound flight (hnd-bkk). however, there were no choices on both legs. i really think japan airlines should provide meal choices for their passengers. service-wise, the crew on both flights (bkk-hnd) were indifferent and not really friendly towards the passengers. there were bangkok-based crew as well, and there is a big difference among the bangkok-based crew. some were really good but some were not so friendly.",Economy Class,1,True,252,1.0,1.0,1.0,1.0,"Boeing 777-200, Boeing 777-300",Business,Tokyo to Bangkok,March 2017,1.0,1.0,Japan Airlines,Japan,False
2017-03-24,Above my expectations,9.0,"japan airlines is excellent. first flight was from osaka to los angeles. solidly good with good departure and arrival time. also flew from narita to the philippines and both experiences were above my expectations. i had arrived early at the airport and they let me choose my seat on the plane. the japanese staff are world class! it was my first time flying across the pacific and they made my flight very comfortable. the cabin crew were very attentive, helpful and accommodating. the food was good, there was no charge for liquor and the lavatory was fairly clean. great selection of movies to pass the time. they could do better if they provided the inflight wifi service, but aside from that, definitely would fly with them again.",Economy Class,1,True,253,1.0,1.0,1.0,1.0,Not informed,Solo Leisure,Osaka to Los Angeles,December 2016,1.0,1.0,Japan Airlines,Japan,False
2017-03-31,Topped other airlines,9.0,"frankfurt to tokyo. this airline topped other airlines i have flown with before! before my flight i had a few questions about my booking so i decided to email them. i was surprised that i got answer the following day! same goes for the phonecall. i called since i had a codeshare ticket, and the online check-in did not work for me. i expected to be waiting on the line, and was so surprised when a very cheerful woman answered after a few seconds! it was my first long-haul solo flight and i felt a bit anxious. without saying anything to the staff, they would check on me very often, making sure i was comfortable. the staff was very competent, and spoke japanese, english, and german. the time on the flight to tokyo passed very quickly thanks to the inflight entertainment.",Economy Class,1,True,254,1.0,1.0,1.0,1.0,Boeing 787-9,Solo Leisure,Frankfurt to Tokyo,March 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-04-22,No jal good service,1.0,"las vegas to tokyo return via los angeles. we thought she was going to fly jal, and the jal website advertised delicious looking japanese food. after booking we found out that the flights were operated by american airlines. no jal good service and great food. the food on the flights was junk american airlines food. marginally edible. we feel ripped off and will never consider booking with japan airlines again.",Economy Class,1,False,255,1.0,1.0,1.0,Not informed,Not informed,Couple Leisure,Las Vegas to Tokyo via Los Angeles,April 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-05-09,The best for economy seat,8.0,tokyo narita to moscow domodedovo. the japan airlines boeing 787 is a good aircraft for economy class and the best for economy seat. food is good and it's of course japanese food served. for a cabin crew service it's good. overall it's good service from a 4-star airline!,Economy Class,1,True,256,1.0,1.0,1.0,1.0,Not informed,Business,Tokyo to Moscow,April 2017,1.0,1.0,Japan Airlines,Japan,False
2017-06-05,This was an excellent flight,10.0,"this was an excellent flight from paris cdg to tokyo narita. compared to premium economy on some airlines, jal seems to provide more space, with a hard but quite comfortable seat, a big table and entertainment screen, and a good legrest that really helped provide support. i can't usually sleep much on flights but on this one slept for around 5 hours. food is standard economy (with a few extras such as champagne) but good in terms of both quantity and quality. the plane seemed new and was kept clean throughout, and there were useful extras such as mouthwash available in the toilets. i would definitely fly japan airlines again.",Premium Economy,1,True,257,1.0,1.0,1.0,1.0,Boeing 787-900,Couple Leisure,Paris CDG to Tokyo Narita,May 2017,1.0,Not informed,Japan Airlines,Japan,False
2017-06-07,Top notch in every aspect,10.0,"japan airlines is top notch in every aspect, in particular its inflight catering and the hospitality from the cabin attendants. during the 4 hour flight from hong kong to tokyo haneda, all cabin attendants were very proactive in helping passengers. they did not only serve with smile but i could feel their passion in caring on every passenger and their attention to details. the aircraft was equipped with skysuite iii with excellent cabin condition, including lie flat seat and huge personal tv screen. slippers and other amenities were provided. all ground staff in hkg were very professional and well trained. with high expectation before the flight, i could say my expectations were all fulfilled and the flight was perfect!",Business Class,1,True,258,1.0,1.0,1.0,1.0,Boeing 777-200ER,Business,Hong Kong to Tokyo Haneda,May 2017,1.0,1.0,Japan Airlines,Japan,False
2017-06-15,A perfect flight again,10.0,jal continues to shine! this is not the first time i rode japan airlines but it never fails to impress. the cabin attendants from tokyo to dallas were all outstanding. they did not only smile but cared for every passenger genuinely. they paid close attention to details such as walking softly so as not to disturb passengers. meals were elegant and plentiful. the seat has a lot of privacy and japan airlines further increased comfort by providing mattress. overall a perfect flight again!,Business Class,1,True,259,1.0,1.0,1.0,1.0,Boeing 787-8,Business,Tokyo to Dallas,May 2017,1.0,1.0,Japan Airlines,Japan,False
2017-06-23,The cabin was very clean,5.0,"the very flight happened to be japan airlines 50th anniversary of tokyo-kuala lumpur route. i got my class of service upgraded from economy to premium economy at the time of check in for nominal charges. the seats of the aircraft was very nice and the cabin was very clean. some negative things to note. the food. the menu was introduced to have been developed by naomi iijima, a food ""designer"". i had a small bite of everything and none of them was acceptable. though ""designed"" to look fancy, everything tasted terrible. i'd say ""regular"" meal that you'd expect on economy class by other airlines would be far better. cabin attendants english was not good. very unclear and hard to understand. the attitude of ca towards passengers was not something that worth a compliment. cabin entertainment menu offered is quite limited. the flight arrived at kl and was greeted with water arch. at least that was a little fun.",Premium Economy,1,False,260,1.0,1.0,1.0,1.0,Boeing 787,Business,Tokyo to Kuala Lumpur,May 2017,1.0,1.0,Japan Airlines,Japan,False
