date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,value_for_money,recommended,id,type_of_traveller,route,date_flown,aircraft,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2016-08-11,No personnel to be seen,1.0,"july 15th, 2016 i flew from oslo to manila via istanbul. we landed normally on time, july 15th, 11pm in istanbul for a short transfer for the next flight - but that was not to be. leaving the plane we noticed there was no personnel from turkish airlines to be seen. after walking around looking for the gate for the connecting flight we started to feel something was wrong. and it was. the airport was closed (we were the last flight in) and the military coup was in progress. since there was absolutely no information coming from the airport or turkish airlines personnel we had to rely on rumors and twitter to discover what was going on. in short order, here are the events as they unfolded: no personnel from turkish airlines was to be seen or heard from in any form from 11pm july 15th until 2pm july 16. they left thousands of transit passengers stranded without food, water or information. no information whatsoever was at any time given to us before the following day 2pm. the transfer desk and information desk was at all times left unmanned. after 14 hours my flight was cancelled. over the speakers we were given the option to either travel to turkish airlines hq in istanbul city centre, or call their call center (all lines busy). it was complete chaos. i ended up having to go online and buy a new one-way ticket out of istanbul. travel tip: find another airline.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,867,Solo Leisure,OSL to MNL via IST,July 2016,"Boeing 737, 777",1.0,1.0,Turkish Airlines,Turkey,False
2016-08-14,The lack of leg room,4.0,"we flew from los angeles to geneva via istanbul. flight from lax to ist was full and while the catering, inflight entertainment and cabin staff service were good, the impression that remained from this flight was the lack of leg room for such a long haul flight. i'm 1m 80 and my wife 1m 76, which has nothing exceptional in the european population and despite having removed all brochures from the seat pockets in front of us, our knees in a normal seating position were touching the seats in front of us (that were not even inclined). we battled during this 12h30 flight to find the most confortable position without success. a real pity that tk accomodate maximum seats in economy despite very good 9 seats abreast configuration on this 777-300 (vs 10 for many other airlines). like many european travelers, we have been attracted to turkish airlines by their competitive prices (around 50% cheaper than af, ba, lh, lx when we booked to the ticket early april), their enviable reputation of best european airline by skytrax for several years in a row and their staff reliability (no strikes recorded during the last few years compare to af/lh for instance). transit via ist was ok while extremely crowded highlighting again the dramatic need for tk to operate from the new airport under construction. flight from ist to gva was fine (a320) without leg room issues). ground service was inexistant during the transit and we were finally all packed at gate 306 with no seating capacity available at the boarding gate given the crowd.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,868,Family Leisure,LAX to GVA via IST,August 2016,Boeing 777-300ER,1.0,Not informed,Turkish Airlines,Turkey,False
2016-08-15,Poor in dealing with the customer,1.0,"booked a flight from bologna to los angeles via istanbul. first flight was cancelled because of the coup. we ask at the ticket sales and they say everything ok and provide a new ticket for the day after. we arrive in istanbul and sleep there for one night waiting for the second flight the next morning. as we arrive at the airport we learn all flights to usa have been cancelled again. we go to the ticket sales where a woman finds us a new flight from istanbul to frankfurt and a lufhtansa flight from frankfurt to lax, the day after again. one more night in istanbul. at the check-in counter i'm told they can't check us in for both flights, ""because we are two different companies"". they say we have to get the luggage back in frankfurt and check-in again with lufthansa. luggage is not in frankfurt, i ask for information at the baggage claim and they explain to me when luggage is in transit it's kept in transit 'til the final destination. we move to the departures terminal and check-in again, but there's no seat number on the boarding pass. as we arrive at the gate we find out that the turkish airlines employee had jut put us on a waiting list. boarding refused. we go back to the tk ticket sales and after two hours they manage to find us a new flight for the day after. we ask for our luggage, as we have been wearing the same clothes for 3 days and we find out the luggage is not in frankfurt at all, as it's been never loaded on our flight from ataturk. we make a claim (fortunately the german personnel is far more professional than the personnel in ataturk). they say the luggage will be sent to lax with the next flight from ataturk. the day after we finally fly to lax with a lh flight. luggage is not there. another claim, they say to come back the day after because tk made another mistake and sent the luggage to frankfurt. we spend a night in los angeles and finally the luggage arrives in the evening. turkish airlines is poor in dealing with the customer.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,869,Couple Leisure,BLQ to LAX via IST,August 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-08-16,Journey we will not forget in a hurry,1.0,"niamey to london heathrow via istanbul. what a hectic night. we sat on the plane on the tarmac for two and a bit hours because they lost an oxygen tank and couldn't find a new one. they then cancelled our flight and stuck us back in the terminal. then the heavens opened. obviously the best option was to stick 200 grumpy passengers outside in the thunder, lightning and rain. next, they took us 4 at a time in taxis to an hotel. my wife and i were put into what appeared to be the remnant of a much hated toyota corrolla. we hung out there for a bit with a guy who spoke no english whatsoever. once he left us alone in his car and we realised we were going nowhere we accosted a man with a turkish airlines jacket in a dark car park (still raining). he put us on a bus which proceeded to tour niamey at 3:00am with the ac on full blast which helped our wet cloths become much more effective in helping us contract some illness. finally after messing about for a total 6 hours, at 4:00am we got a hotel which makes faulty towers look like new york's waldorf hotel. there we were left in the hands of the  receptionist. what he lacked linguist ability and clarity of speech he made for in volume and repetition. needless to say information about our fate was lacking. at around around 7:30am a rumour spread that our suffering may end by 8:00pm that evening. finally at 8:00pm we were herded into a bus and taken to the airport. there, the turkish airlines staff directed us to line up and walk around niamey airport. at the departure gate our boarding passes and baggage tags were handed out. once we finally boarded the aircraft most of us passed out with exhaustion for the rest of our journey. needless to say this is a journey we will not forget in a hurry.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,870,Couple Leisure,NIM to LHR via IST,August 2016,Boeing 737-900ER /  A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-08-21,Should standardize product and service,6.0,"tk is my preferred airline. as living on the asian side of istanbul, i booked last flights to cdg & bru from/to saw istanbul sabiha gokcen airport. it seems that tk offering from/to saw not the same product as from/to ist and that the saw tk fleet are old compared to the fleet based in ist, shortly not the same product. ok, we had during my last flights (saw-cdg-saw & saw-bru-saw) a “flying chef” on board, but no choice on food, only y configuration and no inflight entertainment ife (personalised screens) available. the ground tgs staffs at business check-in counter at saw airport has poor or no english knowledge and not communicating / speaking at all. tk should standardize the product and service and should offer and have in all airplanes same business and/or economy seats. you or your partner tgs have also a huge space of improvement by delivering as priority marked luggage. for inbound flights i had to wait 45-60 minutes and luggage didn’t been delivered with the first ones.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,871,Business,SAW to BRU,August 2016,Boeing 737,1.0,1.0,Turkish Airlines,Turkey,False
2016-08-21,Appreciated quality catering,9.0,"zurich to istanbul with turkish airlines. great contract lounge at zrh (aspire) operated by swissport with a terrace from which one can do some great plane spotting. offerings were also much better than the senator lounge, the bean counters must be hard at work as usual at the lh group. on time departure and orderly boarding. 2x2 business seating, ife and much appreciated quality catering. while flying in a metal tube with little distractions it is nice to be served a nice meal. the onboard chef was attentive and the chicken papillotte was very good. one can even enjoy a cup of turkish coffee afterwards. scheduled arrival into ist. kudos to tgs as the cip bus was available (and this time was for j pax only) for a speedy transfer to the terminal. the new headphones seem to be of inferior quality, minor problem in a otherwise yet another very satisfactory tk journey.",Business Class,1.0,1.0,1.0,1.0,1.0,True,872,Solo Leisure,ZRH to IST,August 2016,A321,1.0,Not informed,Turkish Airlines,Turkey,False
2016-08-24,Overall a happy customer,9.0,istanbul to toronto with turkish airlines. the food is excellent. the cabin crew friendlier than many airlines i've flown with. never had any trouble and the flights are almost always on time. love the direct flights to canada. the economy class seats could be a little bit more comfortable but overall a happy customer.,Economy Class,1.0,1.0,1.0,1.0,1.0,True,873,Solo Leisure,IST to YYZ,August 2016,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2016-08-25,Crew very attentive and friendly,9.0,"flew from bogotá to istanbul (with a technical stop in panama city) on an a330-200, and then istanbul-amsterdam on an a321 with turkish airlines. the crew was very attentive and friendly. i had ordered a vegetarian meal and it was delicious on all flights. plenty of drinks in economy class. the ife wasn't that great, on the a332 we had no 'navigation map', but there were lots of movies to choose from. on the a321 however, there was nothing. the crew played some romantic comedy on a dvd. i would definitely fly again with turkish airlines, but next time i will bring my own entertainment.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,874,Solo Leisure,BOG to AMS via IST,June 2016,A330-200,1.0,Not informed,Turkish Airlines,Turkey,False
2016-08-26,Turkish airlines customer review,3.0,"this month i used turkish airlines for the first time from tbilisi to dusseldorf via istanbul saw. both times after boarding it took nearly 1 hour for take-off. unfortunately there was no air conditioning (you can imagine the weather at the end of august in tbilisi or istanbul). the pilot apologized for that but of course, its hardly a consolation. the food on board is really good and the staff is well trained and helpful but i don't think i'd ever risk again to fly with turkish airlines.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,875,Solo Leisure,TBS to DUS via SAW,August 2016,Boeing 737-800,1.0,1.0,Turkish Airlines,Turkey,False
2016-09-01,Food and beverages are very good,7.0,"amsterdam to johannesburg via istanbul. very good service and i would not have any complaints if it were not for the uncomfortable and cramped seating. not adequate for someone over 1.85m. otherwise, happy to fly turkish airlines, flights were on time, the food and beverages are very good, perhaps their a330's need a bit of refurbishing.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,876,Solo Leisure,AMS to JNB via IST,August 2016,A330,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-01,Very good flights as usual,9.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,True,877,Business,SIN to VCE via IST,September 2016,"A330-300, A321",1.0,1.0,Turkish Airlines,Turkey,False
2016-09-03,40 days without any contact!,1.0,"on 16th july, some hours after the coup attempt in turkey, i went to the munich airport expecting that my flight to sfo with a stop in istanbul would be cancelled, but for my surprise, at the check-in i was informed by the turkish airline staff that the situation in turkey was normal and that my flight from istanbul to san francisco was confirmed. so i got the flight to istanbul but the situation i found at the airport was terrible. a lot of flights were cancelled. i found out that my flight to sfo was delayed by 5 hours, so i went to the gate and waited there. then, after 5 hours waiting, they announced that all flights on that day were cancelled and asked passengers to go out of the terminal and ask for a hotel in the turkish airlines desk. i went out of the airport but my luggage was not in the baggage carrousel. i went to the hotel desk and they asked everybody there to enter in a bus and we were taken to a hotel. there a turkish airlines staff told me that my luggage will be delivered to the hotel and that my flight to sfo was confirmed to the next day. at the next day, we discovered that all flights from turkey to usa were cancelled and we should wait another day. at the second, the flight was again cancelled, so i was given the option to return to munich and request a refund of the flight to sfo. so i returned to munich, but my luggage was lost (they didn't deliver it at the hotel as promised). i filed a report for lost baggage at my arrival at the munich airport on 18th july and as instructed, i opened a complaint on the turkish airlines site on 25th july. since then i didn't receive any response (40 days without any contact!). i tried to contact the company by telephone, e-mail or via their feedback system, but nothing. this is not acceptable.",Economy Class,1.0,1.0,1.0,Not informed,1.0,False,878,Business,MUC to SFO via IST,July 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-10,Solid business class product,9.0,"montreal to istanbul on turkish airlines. check-in was handled by a ground agent and not a turkish airlines staff. it was a little slow as i wanted my bag checked only to istanbul and not my final destination. turkish uses an affiliated lounge in montreal which was packed with standing room only so i left and walked over to the air canada lounge which was very quiet. boarding was slow with business and coach passengers processed at the same time but through different queues. on top of it, passengers were kept waiting in the jetway as the crew was not ready. onboard the aircraft looked newish. the fa's were courteous and spoke decent english. the lie-flat seat was comfortable but narrow and the crew turned into a bed by using a mattress and duvet. service was prompt and food and beverages including champagne were of high quality. ife had a rich selection of movies and the screen was a decent size. wi-fi connectivity was great. flight left on time and arrived ahead of schedule. overall it was a solid business class product.",Business Class,1.0,1.0,1.0,1.0,1.0,True,879,Business,YUL to IST,September 2016,A330,1.0,1.0,Turkish Airlines,Turkey,False
2016-09-12,All our bags weren't on flight,3.0,"kilimanjaro to london heathrow via istanbul. my route on the way to tanzania wasn't too bad, although my friends bag did get lost. on the way home it was a terrible 24 hours. we got to kilimanjaro airport early and then when it came to check in three people from my group including myself weren't on the list to fly! we had to wait till after check in had closed for someone to drive to the airport with a different list, during this time we were told nothing we had no idea if we would definitely be on that flight. we finally got through and then very quickly had to go through security again and wait to board. we had a two hour wait even though our plane had arrived - we got given no information. i hadn't had a drink in over 4 hours due to the fact you can't take liquids into the airport and then the only place i could buy a drink i was only there for a minute until i had to move again into somewhere we couldn't take liquids. they had moved some people up to business class and then after about an hour took in everyones tickets and got them reprinted, back to economy. finally once we were on and then arrived at istanbul, due to the fact we were 2 hours late one of my friends travelling with us had missed her next flight. throughout the whole journey she was asking for help, she was literally on the back seat of the plane and wouldn't allow her to be one of the first to get off so she was the last person off. we then had to wait for a bus to take us to the airport. once there we tried to find someone to help her, she asked someone who sent her to somewhere you go if you didn't have a boarding pass - this wasn't the issue (causing her to be even later). we asked 5 people at the airport for help and the staff were all rude saying 'i'm busy' and walking off. eventually we found someone who told her where to go but it was too late she had missed her flight. i then got on my next plane to heathrow, once landed at 4.30 i went to collect my luggage, i waited an hour and a half for them to then say 'that's all the bags.' which meant 6 out of 7 people i was with didn't have their rucksacks. we all went over to lost luggage and there we got told all our bags weren't on the flight and that they were on the next flight coming from istanbul. if we had been told this earlier it wouldn't have been as big an issue yet we waited an hour and half and parking at an airport isn't cheap! there was no communication at all. we got told we could wait till the next flight came in which was gone 9 in the evening or get our bags delivered to us in a few days. i opted for getting my bag delivered as my parents would have had to pay a fortune on parking else. not happy at all, such a long tiring day with no communication. the one positive note i have is that the landing in london was very smooth!",Economy Class,1.0,1.0,1.0,1.0,1.0,False,880,Solo Leisure,JRO to LHR via IST,September 2016,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2016-09-13,Overall good level of service,8.0,"istanbul to singapore. disorganized boarding this time. rather long bus ride to remote stand. a330 with lie flats and extensive ife but no onboard wifi. the onboard catering was extensive and substantial a là tk style. cabin crew were hard working and gave an overall good level of service. arrived almost as scheduled, delayed slightly to heavy traffic at changi. overall another solid long haul flight with tk.",Business Class,1.0,1.0,1.0,1.0,1.0,True,881,Solo Leisure,IST to SIN,September 2016,A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-17,We were refused hotel,1.0,Not informed,Business Class,1.0,1.0,1.0,1.0,1.0,False,882,Couple Leisure,AMM to YYZ via IST,September 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-19,Rather use a budget airline,1.0,"heathrow to antalya via istanbul. i booked our flight with turkish airlines months in advance. flight times changed and i made to contact to customer services (cannot be done on their website) to book the new time schedule. i had great trouble to understand their english. once you book your tickets, you need to fill a form called apis, to be able to check in and print the boarding pass. we tried this online many times, it got to a point that i wanted to cancel the flights. i had to contact their customer services but again, no luck to talk to anyone who can speak english clearly. we travelled to the airport to sort the problem and book our seats. our flight was delayed 2 hours, found out at the airport. this caused further problem as we had a transfer flight from istanbul to antalya. we were dumped at the istanbul ataturk airport, no one there to tell us where to go or what to do. i speak turkish so we could find our way and helped others. we needed to pass security points, walked almost 1 hour to get to the international to domestic side. but the domestic flight delayed too and we arrived there at 12:35 midnight to find that one of the luggage was left in istanbul. we waited until 1:45 at their customer services to be told that it was not their problem, it was istanbul. after long discussion we were told that they would send our luggage the next day. we waited all day for the luggage to arrive. it arrived at night and we wasted a day.  i rather use a budget airline and avoid this airline.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,883,Couple Leisure,LHR to AYT via IST,September 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-20,Changed our flights 5 times,1.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,884,Couple Leisure,GRU to BKK via IST,September 2016,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2016-09-22,Declared as mishandled luggage,4.0,"dubai to amsterdam via istanbul saw. departed late in dxb. upon boarding the plane, cabin was totally hot and the whole flight it was uncomfortable. we were able to catch our flight to ams despite that we were running to the gate. 20mins++ we were still on ground and while looking at our window i saw my luggage as well as my friends luggage just lying outside our aircraft, until our plane pushes back, i was able to take a photo of it. upon arrival in amsterdam our luggage didn't come out from the conveyor and declared as mishandled luggage.  no direct tk staff spoke to us, no amenities provided to be used while in amsterdam as we are not non resident.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,885,Solo Leisure,DXB to AMS via SAW,September 2016,Boeing 737-800,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-24,Both flights were comfortable,8.0,"edinburgh to kansai via istanbul. both flights were comfortable and left and arrived on time. edinburgh to istanbul on a modern boeing 737, istanbul to kansai on an older a330. leg room was just about adequate on both flights - i'm 1.92m tall. food was good and plentiful, entertainment on the a330 was of poor quality - both the screen and the sound were a bit snowy.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,886,Couple Leisure,EDI to KIX via IST,September 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-24,Service in general very good,8.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,True,887,Business,VCE to KUL via IST,September 2016,A321 / A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-09-24,Very good business class product,8.0,"johannesburg to montreal via istanbul. check in at jnb was uneventful. turkish airlines uses the saa lounge which is pretty ordinary but food choices are extensive. boarding was delayed due to late arrival of the inbound aircraft but was conducted in an orderly manner. onboard, the aircraft looked well kept and the fa's were friendly and spoke very good english. food and wine quality were good but i would have liked to have a few south african wines. dinner and drink service was very slow and it took us over three hours to get to desert once we were airborne. the aircraft on the jnb-ist leg did not have wifi and although the ife had a large selection of movies, it was on the skinny side when it came to new releases. flight landed on time and with almost every flight we were bussed to the terminal. spent a few hours in the istanbul lounge which is well and truly an amazing experience with a very large array of food and beverage offerings. boarding on the second leg was absolutely chaotic and tk should be ashamed of putting their premium passengers through that ordeal. once again we were bussed to the aircraft. the second a330 was brand new and the crew and their service were outstanding. i felt pampered throughout the 10 hour flight and was able to catch 3 hours of very comfortable rest in the lie flat seats. the wifi on the second leg did not work despite the pursers countless efforts to get it up and running. the food on the second leg was superior to the first which likely was related to catering being done out of tk's hub in istanbul. the flight landed on time but the luggage delivery was slow with priority bags coming out towards the end. turkish offers a very good business class product on long-haul routes and i would not hesitate to use them again. they must however improve boarding and gate arrangements in ist which are deplorable.",Business Class,1.0,1.0,1.0,1.0,1.0,True,888,Business,JNB to YUL via IST,September 2016,A330,1.0,1.0,Turkish Airlines,Turkey,False
2016-09-25,Was cheapest ticket available,4.0,"birmingham to cape town via istanbul and durban. bhx to ist a comfortable b737-800 with fairly good leg space. food was okay. cabin crew weren't very enthusiastic. ife was a bit difficult to work as touch screen wasn't very responsive. choice of movies was okay. was shocked to see many passengers get up to collect their cabin luggage while plane was still taxiing on arrival in istanbul and cabin crew did nothing except tell them to sit down over the speaker. istanbul to cape town via durban a new a330-300, much better ife although seat would not recline and very uncomfortable for a 12 hour flight to cpt, including a 1 hour layover in durban. fortunately we did not have to disembark in durban. food quality was the same as previous flight. appreciated the amenities (toothbrush, socks.etc) given on this long haul flight as this is not always provided for on other airlines. cabin crew friendlier on this sector. flight was punctual on arrival in cpt. return flight cpt-ist via durban on an a330-300. more experienced crew and friendlier than previous flights. same food quality and almost exactly same menu. ist to bhx on a b737-800. boarding was disorganized and painfully slow which caused a slight delay in the flight. lack of adequate airport facilities at istanbul a contributing factor. same breakfast served as on previous flight. overall, not a great experience but considering it was cheapest ticket available i accept the outcome. service and product quality nowhere near as advertised. food menu was repetitive on all flight and cabin crew not always professional with not very fluent english.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,889,Solo Leisure,BXH toCPT via DUR/CPT,September 2016,Boeing 737-800 / A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-03,Woke 20 minutes before take off,1.0,"dar es salaam to london via istanbul. i was on an overnight flight from dar es salaam departing at 03.25 to arrive at attaturk airport at 10.25 later that morning. the plane was an old model and the seats did not recline completely. sleep was not easy. one of the stewardess's in the business section could barely speak english, was unable to make herself understood and spent a lot of time opening & shutting overhead compartments in the business section, making it difficult for me to sleep (i was in seat 2b). my problem arose at attaturk airport when, only having a 2 hour layover, i chose to go to the business class lounge to relax until the connecting flight to london. however, i fell asleep and woke 20 minutes before take off. what i hadn't realised was that the gate was a 25 minute walk from the lounge and though i ran i made it to the gate only to be told the gate had closed, that i would need to go to the information desk to get another ticket for an alternative flight to london. when asked for instructions to the information desk, i was given incorrect information as to how to get there. every member of the ground staff i asked told me a different direction, and were most unhelpful. eventually i was told i needed to go to the transfer department - again given incorrect directions. finally when i spoke to a member of staff there, he told me i had to go to the ticket office as he could not issue a ticket for me. again, i was given incorrect directions to the ticket office. back to information, who told me i had to go through passport control. when i got there i was told i needed a visa. why? after all i'm airside, i'm not leaving the airport - no one had the courtesy to tell me that the only place i could buy a new ticket was outside the transit area. again, i was given incorrect directions to the visa desk. i purchased a visa that cost me £20, went through passport control and eventually managed to find the ticket office. again, i was met by very surly ticket office sales staff who were most unhelpful and who tore up my boarding pass & suggested i would have to pay a further £1050 for a business class ticket or £435 for a single economy ticket. she suggested if i wanted to try to buy one cheaper, i could do so online. when asked what the wi-fi code was, i was told there wasn't any. having no alternative but to buy the economy ticket, i was then told to go to the incorrect check in desk! standing in line for ages, when i got to the desk, i was told i had to go to 'c' section. finally i came across the one and only helpful staff member, who understood my predicament, was sympathetic and helped me through the process of locating my luggage (which had obviously been off loaded from the original aircraft i was supposed to be on) and assured me it would be on the flight i was now booked on. i was aware that i had a restricted ticket and would therefore forfeit the ticket for a no show, or cancellation etc, however, what i did not expect was the rudeness and unhelpfulness from turkish airlines ground staff.  i certainly would never book with turkish airlines again. it was a nightmare.",Business Class,1.0,1.0,Not informed,Not informed,1.0,False,890,Solo Leisure,DAR to LHR via IST,September 2016,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-04,Service on board was excellent,8.0,Not informed,Business Class,1.0,1.0,1.0,1.0,1.0,True,891,Solo Leisure,ORD to IEV via IST,September 2016,Boeing 777,1.0,1.0,Turkish Airlines,Turkey,False
2016-10-05,"Young, polite, very professional",9.0,"bangkok to venice via istanbul. new planes on both legs with the latest hard product, excellent food as usual. flight attendants on the istanbul to venice segment were among the best i have ever had on a flight: young, polite, very professional, smiling. turkish airlines remains my only choice of travel between europe and asia.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,892,Business,BKK to VCE via IST,October 2016,A330-300 / A321,1.0,1.0,Turkish Airlines,Turkey,False
2016-10-07,Just like in a first class restaurant,10.0,"this is the first time we have flown with turkish airlines and it was superb. check in was quick and easy as was the priority fast track and boarding. on board the first flight the crew were friendly, helpful and attentive. the seats wide and comfortable and the food and wines excellent. the lounge in istanbul was large but with plenty of seating and a wide choice of freshly cooked food and snacks. not that we ate having had a delicious lunch. we boarded the plane to mauritius and were immediately impressed by the welcome, the cleanliness and the comfort of the cabin. straight after take off the chef (yes they have an on board chef) came round with the dinner menu. pre dinner drinks were served with small bowls of nuts and olives to be followed by a variety of hot and cold canapés served from the trolley. our tray tables were beautifully set and dinner was served with all the little extra chefs touches just like in a first class restaurant. after an truly wonderful meal the cabin crew asked could they make up our beds. a bed pack was produced with mattress pillows and duvet. our seats then became fully flat beds and i had a restful night. having already chosen our breakfast we were wakened to yet another lovely meal. arrival was on time and our baggage arrived quickly we had the same experience on our return flights nothing was too much trouble for the excellent staff. having travelled to mauritius many times in british airways business class and experienced the scruffy aircraft and the lack of service, travelling with turkish airlines was a breath of fresh air much more @like being-in first class. i cannot recommend turkish airlines highly enough and look forward to travelling with them again. turkish airlines deserves 5*.",Business Class,1.0,1.0,1.0,1.0,1.0,True,893,Couple Leisure,EDI to MRU via IST,October 2016,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2016-10-07,Quite good experience,9.0,Not informed,First Class,1.0,1.0,1.0,1.0,1.0,True,894,Solo Leisure,HAJ to DXB via IST,October 2016,Boeing 737-900 / 777 / A330,1.0,1.0,Turkish Airlines,Turkey,False
2016-10-09,"Food is excellent, service is attentive",10.0,"flew from vienna to kuala lumpur via istanbul. on the positive side, food is excellent, service is attentive and overnight on long distance is a good as it can get on a plane. transit in istanbul has been reported as problem by numerous passengers. this is due to outsourcing to tas turkish airport services which is not part of tk. tk has made efforts to make transit as pleasant as possible in ist, such as allowing transit passengers to access the departure level without going through security control again and providing the most fabluous lounge in the world. if you have a jetty for departure, boarding is a very orderly process. problems arise when there is no jetty and passengers just scramble into a shuttle. bagage transit has worked very well even on occasions of short connection. on the negative side tk has grown too fast and also outgrown the available facilities at ataturk airport.",Business Class,1.0,1.0,1.0,1.0,1.0,True,895,Business,VIE to KUL via IST,October 2016,A330,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-18,Miles and smiles website impossible to use,1.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,896,Solo Leisure,IST to IAD,October 2016,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2016-10-18,Planes were extremely clean,9.0,"a direct flight from dublin to istanbul, which is often used for connections onwards to asia or africa, but this was solely for the purpose of visiting istanbul. turkish airlines have gathered a very good reputation for themselves and this flight was no exception. the planes were extremely clean, the flight was on time, staff friendly and the entertainment very good. the food was also very nice, and is something they have been trying to constantly improve – they even make an air steward(ess) dress like a chef for the duration of the flight! turkish delights handed out on take-off, as well as warm towels prior to landing. my only issue was with the price which was higher than average, but that was purely driven by the time of the flight (school holiday season). classy airline due to their very satisfactory economy class service.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,897,Couple Leisure,DUB to IST,March 2016,Boeing 737,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-20,Helpful at houston airport,5.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,898,Solo Leisure,IA to KUL via IST,October 2016,Boeing 777-300ER / A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-21,Food well presented and tasty,10.0,"istanbul to gatwick. some new healthier food options at the lounge much appreciated. both gozen security and tgs at the gate implemented priority for families and status/j pax. organized boarding and on time departure. i have been getting consistently 737s or a321s with 2x2 seating on this route which is the best european business hard product. the ife had the latest blockbusters and the interactive 3d flight map. the food was well presented and tasty, enjoyed the swordfish brochette, though the portions seem to have gotten a little smaller. the crew and the onboard chef were proactive and smiling. arrived ahead of schedule and was on the gatwick express in less than 30 minutes. when things go well, tk really is the best in europe.",Business Class,1.0,1.0,1.0,1.0,1.0,True,899,Business,IST to LGW,October 2016,A321,1.0,Not informed,Turkish Airlines,Turkey,False
2016-10-23,Products and services are okay,4.0,"montreal to tehran via istanbul. i have to say the products and services are okay. for instance, the ife is ok (however the touch screens do not respond fast). the seats are comfortable. the legroom is ok. the food is very good (however, once we got food 3 hours into a long-haul night flight). the prices are affordable. however, the customer service is terrible, i can remember 4-5 terrible interactions with airline staff in various occasions (flight attendants, airport staff, ticketing). ataturk airport, is not well-equipped. you won't have access to even wifi. i do not recommend this airline if you're going to have a long connection time at that airport. all in all, the airline provides ok services. if you find a very affordable and temping price, it's worth it.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,900,Solo Leisure,YUL to IKA via IST,December 2015,A330-300,1.0,Not informed,Turkish Airlines,Turkey,False
2016-11-01,"Planes old, dirty and seats broken",3.0,"zurich to bogota via istanbul. turkish airlines might be the best in europe due to their good product between istanbul and european cities but their hard product on long haul routes is very outdated and horrendous. especially on the a330-200. the planes are old, dirty and the seats often broken. to top it off, the inflight enterntainment did not work on a 13 hour flight. an airline should be consistent and offer the same hard product in c-class across their entire fleet. their flight attendants are brash and lack the professionalism of other airlines in star alliance. i find the food very over-rated, in fact almost everything is almost tacky, starting from the presentation of the menu to the dinner service with the fake candle. this airline lacks the ""finesse"" of its biggest european competitors. when i asked my seat neighbour, who hails from eastern europe and now lives in panama, why he doesn't fly with other airlines, his answer was simply ""i like the price"". his response actually explained it all to me. you get what you pay for! in future i will pay more and rather sit in clean and well maintained planes of other airlines, with a service and image that is a bit more polished around the edges.",Business Class,1.0,1.0,1.0,1.0,1.0,False,901,Solo Leisure,ZRH to BOG via IST,October 2016,A330-200,1.0,1.0,Turkish Airlines,Turkey,False
