date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,aircraft,type_of_traveller,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2015-06-13,Aeroflot russian airlines customer review,8.0,Not informed,Economy Class,5.0,True,238,3.0,4.0,4.0,5.0,A330,Couple Leisure,IAD to WAW via SVO,June 2015,1.0,-1.0,Aeroflot,Russia,False
2015-06-14,Aeroflot russian airlines customer review,9.0,Not informed,Economy Class,5.0,True,239,4.0,3.0,4.0,3.0,A340,Family Leisure,Delhi to New York via Moscow,June 2015,4.0,4.0,Aeroflot,Russia,False
2015-06-16,Aeroflot russian airlines customer review,8.0,Not informed,Economy Class,5.0,True,240,5.0,4.0,3.0,-1.0,A320,Couple Leisure,LED to SXF via SVO,May 2015,4.0,-1.0,Aeroflot,Russia,False
2015-06-16,Aeroflot russian airlines customer review,10.0,Not informed,Premium Economy,5.0,True,241,5.0,5.0,5.0,5.0,B777-300ER,Solo Leisure,LAX to SVO,June 2015,5.0,3.0,Aeroflot,Russia,False
2015-06-17,Aeroflot russian airlines customer review,9.0,Not informed,Economy Class,5.0,True,242,5.0,4.0,5.0,3.0,B777,Family Leisure,Moscow to Vladivostok,September 2014,4.0,4.0,Aeroflot,Russia,False
2015-06-20,Aeroflot russian airlines customer review,8.0,Not informed,Business Class,4.0,True,243,3.0,5.0,4.0,4.0,A321-200 and B737-800,Solo Leisure,Amsterdam to Ulan Bator via Moscow,June 2015,5.0,-1.0,Aeroflot,Russia,False
2015-06-27,Aeroflot russian airlines customer review,3.0,Not informed,Economy Class,3.0,False,244,3.0,1.0,3.0,3.0,A330-200,Business,DEL to HEL via SVO,June 2015,1.0,-1.0,Aeroflot,Russia,False
2015-07-07,Aeroflot russian airlines customer review,8.0,Not informed,Economy Class,5.0,True,245,3.0,3.0,4.0,4.0,A330-300,Couple Leisure,Rome to Tokyo via Moscow,July 2015,1.0,-1.0,Aeroflot,Russia,False
2015-07-19,Aeroflot russian airlines customer review,10.0,Not informed,Economy Class,5.0,True,246,5.0,5.0,5.0,5.0,Not informed,Solo Leisure,Shanghai to Prague via Moscow,July 2015,5.0,5.0,Aeroflot,Russia,False
2015-07-20,Aeroflot russian airlines customer review,7.0,Not informed,Economy Class,3.0,False,247,4.0,4.0,2.0,3.0,Not informed,Family Leisure,London to Bishkek via Moscow,July 2015,4.0,-1.0,Aeroflot,Russia,False
2015-07-21,Aeroflot russian airlines customer review,8.0,Not informed,Premium Economy,5.0,True,248,4.0,4.0,3.0,3.0,A330,Solo Leisure,New York JFK to Moscow,June 2015,4.0,-1.0,Aeroflot,Russia,False
2015-08-05,Aeroflot russian airlines customer review,8.0,Not informed,Economy Class,5.0,True,249,5.0,4.0,3.0,5.0,Not informed,Solo Leisure,BKK to Berlin via Moscow,July 2015,4.0,-1.0,Aeroflot,Russia,False
2015-08-06,Aeroflot russian airlines customer review,10.0,Not informed,Economy Class,5.0,True,250,5.0,5.0,5.0,5.0,A330-300,Solo Leisure,IAD to MXP via SVO,July 2015,5.0,5.0,Aeroflot,Russia,False
2015-08-12,Aeroflot russian airlines customer review,8.0,Not informed,Economy Class,4.0,True,251,4.0,3.0,3.0,3.0,Not informed,Family Leisure,Moscow to Hong Kong,August 2015,4.0,-1.0,Aeroflot,Russia,False
2015-08-24,Aeroflot russian airlines customer review,7.0,Not informed,Economy Class,4.0,True,252,3.0,5.0,4.0,4.0,A330-300,Solo Leisure,SVO to LHR,August 2015,4.0,-1.0,Aeroflot,Russia,False
2015-08-29,Aeroflot russian airlines customer review,7.0,Not informed,Economy Class,4.0,True,253,3.0,5.0,5.0,5.0,A330-300,Solo Leisure,London to Moscow,August 2015,4.0,4.0,Aeroflot,Russia,False
2015-09-04,Very comfortable flat bed,7.0,Not informed,Business Class,5.0,True,254,5.0,4.0,4.0,1.0,Boeing 777-300ER,Business,HKG to LHR via Moscow,June 2015,1.0,-1.0,Aeroflot,Russia,False
2015-09-07,Service accommodating and attentive,8.0,Not informed,Business Class,3.0,True,255,4.0,4.0,4.0,4.0,A320,Solo Leisure,Moscow to Istanbul,September 2015,3.0,-1.0,Aeroflot,Russia,False
2015-09-11,No real complaints about the flight,7.0,Not informed,Economy Class,5.0,True,256,4.0,3.0,3.0,-1.0,Not informed,Solo Leisure,Ekaterinburg to Mscow,August 2015,2.0,-1.0,Aeroflot,Russia,False
2015-09-14,Best meals i had ever had on board a plane,9.0,Not informed,Economy Class,5.0,True,257,5.0,5.0,5.0,5.0,A330-300 / Boeing 777,Solo Leisure,Vladivostok to Moscow,August 2015,2.0,3.0,Aeroflot,Russia,False
2015-09-25,Cabin service onboard flights okay,6.0,Not informed,Economy Class,3.0,True,258,3.0,3.0,3.0,1.0,A320 / Sukhoi Superjet 100,Business,MUC to KZN via SVO,July 2015,4.0,-1.0,Aeroflot,Russia,False
2015-09-25,So much attention and care,10.0,Not informed,Economy Class,5.0,True,259,5.0,5.0,5.0,5.0,A330,Family Leisure,New York to Moscow,September 2015,5.0,-1.0,Aeroflot,Russia,False
2015-09-30,Amazing business class service,10.0,Not informed,Business Class,5.0,True,260,5.0,5.0,5.0,5.0,Boeing 777-300ER,Solo Leisure,LAX to SVO,September 2015,5.0,4.0,Aeroflot,Russia,False
2015-09-30,Good airline i can recommend,8.0,Not informed,Economy Class,4.0,True,261,3.0,4.0,4.0,-1.0,A321,Family Leisure,Moscow to Milan,August 2015,3.0,-1.0,Aeroflot,Russia,False
2015-10-02,Good value for money,8.0,Not informed,Business Class,5.0,True,262,4.0,4.0,4.0,3.0,A330 / A320/321,Couple Leisure,NRT to LHR via SVO,September 2015,4.0,-1.0,Aeroflot,Russia,False
2015-10-03,Aeroflot staff were outstanding,10.0,Not informed,Business Class,5.0,True,263,5.0,5.0,5.0,5.0,Boeing 777,Couple Leisure,IST to HKG via SVO,October 2015,4.0,-1.0,Aeroflot,Russia,False
2015-10-03,Great on time flights,10.0,Not informed,Economy Class,4.0,True,264,5.0,5.0,4.0,-1.0,A320/SSJ100,Solo Leisure,Moscow to Astrakhan,September 2015,5.0,-1.0,Aeroflot,Russia,False
2015-10-13,A big positive surprise,9.0,Not informed,Economy Class,5.0,True,265,4.0,5.0,4.0,-1.0,Not informed,Solo Leisure,DUS to NRT via SVO,September 2015,5.0,-1.0,Aeroflot,Russia,False
2015-10-14,I never got on the flight,1.0,Not informed,Premium Economy,1.0,False,266,-1.0,-1.0,-1.0,-1.0,Not informed,Family Leisure,JFK to SVO,September 2015,1.0,-1.0,Aeroflot,Russia,False
2015-10-17,Business class was really good,8.0,Not informed,Business Class,4.0,True,267,5.0,3.0,4.0,-1.0,Not informed,Solo Leisure,Amsterdam to Moscow,October 2015,4.0,-1.0,Aeroflot,Russia,False
2015-10-19,Everything was excellent,10.0,Not informed,Economy Class,5.0,True,268,4.0,4.0,4.0,5.0,Not informed,Family Leisure,LAX to BCN via SVO,October 2015,5.0,-1.0,Aeroflot,Russia,False
2015-11-04,Pleasant experience and great service,9.0,Not informed,Economy Class,5.0,True,269,4.0,5.0,4.0,-1.0,Airbus 330,Solo Leisure,New York to Moscow,November 2015,5.0,-1.0,Aeroflot,Russia,False
2015-11-04,Inflight entertainment really great,2.0,Not informed,Economy Class,1.0,False,270,1.0,3.0,2.0,5.0,Boeing 777-300ER,Solo Leisure,HKG to SVO,October 2015,1.0,-1.0,Aeroflot,Russia,False
2015-11-16,Happily fly them again,9.0,Not informed,Economy Class,5.0,True,271,3.0,5.0,4.0,4.0,Boeing 777 300 / A321,Solo Leisure,HKG to LHR via SVO,November 2015,2.0,-1.0,Aeroflot,Russia,False
2015-12-03,Flights were exceptionally good,9.0,Not informed,Economy Class,5.0,True,272,5.0,5.0,2.0,5.0,Not informed,Solo Leisure,WAW to DEL via SVO,June 2015,5.0,5.0,Aeroflot,Russia,False
2015-12-11,Flight was a disaster,3.0,Not informed,Premium Economy,3.0,False,273,2.0,1.0,2.0,2.0,Not informed,Family Leisure,Moscow to Los Angeles,December 2015,4.0,1.0,Aeroflot,Russia,False
2015-12-14,Service was excellent,8.0,Not informed,Economy Class,5.0,True,274,3.0,4.0,4.0,4.0,Not informed,Solo Leisure,JFK to SVO,November 2015,5.0,4.0,Aeroflot,Russia,False
2015-12-20,Treated as a prisoner,1.0,Not informed,Economy Class,1.0,False,275,1.0,1.0,1.0,-1.0,Not informed,Solo Leisure,GVA to NRT via SVO,December 2015,1.0,-1.0,Aeroflot,Russia,False
2015-12-21,Entire experience was awful,1.0,Not informed,Economy Class,1.0,False,276,1.0,1.0,1.0,2.0,Not informed,Solo Leisure,BKK to BCN via SVO,December 2015,1.0,-1.0,Aeroflot,Russia,False
2015-12-25,Was worth every mile,10.0,Not informed,Economy Class,5.0,True,277,5.0,5.0,5.0,5.0,A330,Solo Leisure,LAX to SVO,December 2015,5.0,-1.0,Aeroflot,Russia,False
2016-01-01,Nothing but positive,10.0,Not informed,Economy Class,5.0,True,278,5.0,5.0,5.0,5.0,Not informed,Family Leisure,LHR to BKK via SVO,December 2015,5.0,-1.0,Aeroflot,Russia,False
2016-01-04,Made worse by staff,5.0,Not informed,Economy Class,3.0,True,279,2.0,2.0,2.0,2.0,Not informed,Family Leisure,BKK to LHR via SVO,January 2016,1.0,-1.0,Aeroflot,Russia,False
2016-01-16,A decent airline,7.0,Not informed,Economy Class,3.0,True,280,4.0,4.0,4.0,-1.0,A321,Solo Leisure,SVO to MXP,January 2016,1.0,-1.0,Aeroflot,Russia,False
2016-01-17,Would highly recommend,8.0,Not informed,Economy Class,5.0,True,281,4.0,4.0,3.0,4.0,Not informed,Solo Leisure,JFK to DEL via SVO,January 2016,4.0,-1.0,Aeroflot,Russia,False
2016-01-18,Polite and professional,8.0,Not informed,Economy Class,5.0,True,282,3.0,4.0,3.0,-1.0,A320 / A330-300,Solo Leisure,OVB to TLV via SVO,January 2016,2.0,-1.0,Aeroflot,Russia,False
2016-01-22,Definitely recommending it,9.0,Not informed,Economy Class,3.0,True,283,5.0,5.0,4.0,5.0,A321 / Boeing 777,Solo Leisure,VIE to PEK via SVO,June 2015,5.0,-1.0,Aeroflot,Russia,False
2016-02-02,Service on the plane is nicer,6.0,Not informed,Economy Class,3.0,True,284,3.0,3.0,1.0,2.0,Boeing 777,Couple Leisure,HKG to SVO,November 2015,1.0,1.0,Aeroflot,Russia,False
2016-02-07,Service was excellent,10.0,Not informed,Economy Class,5.0,True,285,5.0,5.0,5.0,5.0,Not informed,Solo Leisure,DEL to JFK via SVO,January 2016,5.0,-1.0,Aeroflot,Russia,False
2016-02-09,Very courteous staff,10.0,Not informed,Economy Class,5.0,True,286,5.0,5.0,5.0,-1.0,A320,Solo Leisure,SVO to KGD,February 2016,5.0,-1.0,Aeroflot,Russia,False
2016-02-12,Won't confirm delay,1.0,Not informed,Economy Class,1.0,False,287,2.0,1.0,4.0,2.0,Not informed,Couple Leisure,ARN to SVO,January 2016,1.0,-1.0,Aeroflot,Russia,False
2016-02-17,Service technique is weird,4.0,Not informed,Economy Class,2.0,False,288,2.0,2.0,1.0,4.0,Not informed,Solo Leisure,TXL to BKK via SVO,February 2016,2.0,-1.0,Aeroflot,Russia,False
2016-02-21,Not fly again,1.0,Not informed,Economy Class,1.0,False,289,2.0,2.0,2.0,4.0,Not informed,Solo Leisure,VCE to HKG via SVO,February 2016,1.0,-1.0,Aeroflot,Russia,False
2016-03-13,Could not check in additional luggage,1.0,Not informed,Economy Class,2.0,False,290,1.0,2.0,2.0,2.0,Not informed,Business,LAX to SVO,March 2016,1.0,-1.0,Aeroflot,Russia,False
2016-03-18,"Very pleasant, punctual flight",10.0,Not informed,Economy Class,5.0,True,291,4.0,5.0,4.0,5.0,A330-300,Solo Leisure,VVO to SVO,February 2016,4.0,-1.0,Aeroflot,Russia,False
2016-03-26,Crew friendly and hard working,6.0,"tel aviv to tokyo narita via moscow in business class, returning in economy class. tel aviv to moscow in a boeing 777-300 in business. comfortable seats, nothing out of this world, crew very polite and friendly, especially the ladies. the males seem more reserved. cultural thing in the russian service industry? the cabin was almost empty, but attention was lacking, apparently there were two vip passengers onboard, and the crew gave them most of the attention. i had to ask for water twice. most airlines supply you with a bottle of water to begin with. lunch service very long and food portions and quality average at best. transferring in freezing moscow (-6c) by bus to the narita bound aircraft, no special bus for business passengers, its ok by aeroflot to pay 5000usd per ticket and to sit in a frozen crowded bus for a long time. onboard a charming welcome as usual, but business seats in the a330-300 too hard, an extra mattress is needed like many other airlines do these days to increase comfort. dinner service took long (3 hours from take off to finish) leaving us with 6 hours to sleep, but wake up call (optional) for breakfast is 2 hours before landing, leaving passengers to sleep 4 hours or give up breakfast. wifi for a fee in business is unreal. purchased a 10usd package that expired before one site could be up. waste of money. didn't use again the whole trip (4 segments). return nrt-svo-tlv, the first portion again on a333 but in economy! my request to have four seats for myself and my 11 yr old son, so he could sleep was answered by ""we are completely full"" - so moved us to a two seater by the window. after takeoff i counted at least 10 rows of 4 seaters with one or two passenger at the most. so much for telling the truth. the agent could have blocked the seats between us, and release them for others if need be. for someone who paid so much for those tickets, i expected more cooperation. i asked to check an upgrade fee, but the ticketing agent took over an hour to calculate the difference in fare, but failed to come up with a confirmed rate. we gave up, as we wished to eat and shop, and didnt fancy waiting so long at check in. was that rocket science task?  onboard crew less friendly than the usual, seats painfully crowded and very little padding. food was average again ,most japanese around me left the food untouched. ife ok, but sound tracks in bad quality, with much background noise. one cabin crew smashed her trolley against my knee, very painful, but except ""sorry"" nothing else. moscow transit was ok, and a packed boeing 777-300to tlv. su joined the misery club of 3-4-3 seating in economy, simply the worst. you keep rubbing shoulders and arms against a stranger, thank god it was 4 hour flight only. on a longer one it would have been a nightmare. crew this time friendly and hard working, its really the ""shining star"" of aeroflot, but the hard product must improve to make them attractive. ife on b773 excellent, a factor to make you forget that you are a sardine. food good. flights on time.",Business Class,3.0,True,292,2.0,4.0,3.0,4.0,Boeing 777-300 / A333,Family Leisure,TLV to NRT via SVO,March 2016,2.0,1.0,Aeroflot,Russia,False
2016-04-19,Very pleasant experience,9.0,"flew moscow to simferopol with aeroflot. very pleasant experience - brand new plane, very comfortable seats and cable, power plugs, usb etc, no entertainment system on this short flight but fully compensated by seats equipped with ipad / personal devices holder - one of the best seats for such short flights.",Economy Class,5.0,True,293,5.0,5.0,3.0,-1.0,A320,Solo Leisure,SVO to SIP,April 2016,5.0,-1.0,Aeroflot,Russia,False
2016-04-21,Good food and excellent staff,7.0,"moscow to hong kong on aeroflot boeing 777, and i am glad of the new aircraft. good food and excellent staff. quite comfortable seats, everything seems to be fine, but the backrest recline seems no more than economy. so the level of comfort for long-distance flight is not the very best. it is strange that for such an aircraft at svo airport we had to use the old terminal.",Premium Economy,3.0,True,294,3.0,5.0,5.0,5.0,Boeing 777,Business,SVO to HKG,April 2016,3.0,5.0,Aeroflot,Russia,False
2016-05-06,Seats were uncomfortable,2.0,"i flew with aeroflot from nice to tokyo return via moscow and it was horrible. i didn't expect it to be the best because it was not expensive but there is a minimum. the seats were uncomfortable and service wasn't good, they serve the drinks and a long time later the meal, and were slow to clear trays after you finish eating.  cherry on the cake they lost my luggage on the way back. meanwhile they didn't explain anything and were not nice at all. after 10 days i received my suitcase damaged and without the handle. not to mention how it was inside. they didn't take responsibility for anything and didn't even apologize.",Economy Class,1.0,False,295,1.0,1.0,2.0,2.0,Not informed,Solo Leisure,NCE to NRT via SVO,April 2016,1.0,-1.0,Aeroflot,Russia,False
2016-05-10,Get what you pay for,8.0,"seoul incheon to novosibirsk via khabarovsk. both legs of the flight were operated by aurora airlines under the aeroflot code su. during the booking on aeroflot web site this information was not provided. the aircraft were new and clean (all ex aeroflot). seats are comfortable. check-in was smooth and fast. staff on board was helpful. disembarkation in khabarovsk was so slow. we had to wait for more than 20 mins in the airplane. food on icn-khv leg was terrible, khv-ovb a bit better but still really bad. no avod provided. you get what you pay for. would use this company for my future trips, but food quality must be improved.",Economy Class,5.0,True,296,4.0,5.0,1.0,-1.0,A319,Solo Leisure,ICN to OVB via KHV,May 2016,2.0,-1.0,Aeroflot,Russia,False
2016-05-20,Food was good enough,8.0,Not informed,Economy Class,5.0,True,297,3.0,5.0,4.0,5.0,Boeing 777,Solo Leisure,JFK to STW via SVO,May 2016,5.0,-1.0,Aeroflot,Russia,False
2016-05-22,Place for more innovation,7.0,Not informed,Economy Class,4.0,True,298,3.0,4.0,3.0,3.0,A320 / A330 / Boeing 777,Business,TLV to CAN via SVO,May 2016,3.0,1.0,Aeroflot,Russia,False
2016-05-22,Customer service wasn't very good,6.0,"prague to shanghai via moscow with aeroflot. the ticket was cheap and i got to my destination on time. no damage to my suitcase and a relatively short layover in moscow. however, the customer service wasn't very good. the flight attendants came across as cold and the plane was obviously understaffed (especially the svo to pvg leg) and therefore it took the lone flight attendant forever to hand out meals and collect trays afterwards. the inflight entertainment had rather limited choices and there were no snacks available throughout the flight in the galley - only drinks. there were also fewer lavatories on aeroflot's b777 compared to some other airlines. the layover in svo wasn't pleasant at all. there were only a handful of seats near the departure gate and no free wifi connection that would be actually working with my or my partner's smartphone. the corridors there are pretty narrow and crowded. thankfully my layover was short. overall, it was alright given the very low price, i suppose, but i will probably avoid flying with aeroflot for some time - the few bucks that i saved weren't worth the discomfort.",Economy Class,4.0,True,299,3.0,2.0,3.0,3.0,Boeing 777,Solo Leisure,PRG to PVG via SVO,February 2016,2.0,-1.0,Aeroflot,Russia,False
2016-05-30,I recommend this airline,9.0,Not informed,Economy Class,5.0,True,300,4.0,4.0,4.0,3.0,Boeing 777-300ER,Solo Leisure,LAX to BCN via SVO,September 2015,4.0,-1.0,Aeroflot,Russia,False
2016-06-10,Domestic seats more comfortable,5.0,Not informed,Economy Class,3.0,False,301,2.0,3.0,2.0,-1.0,Boeing 737-800 / A320,Family Leisure,DEL to MRV via SVO,June 2016,3.0,-1.0,Aeroflot,Russia,False
2016-06-23,And i loved the flights,9.0,jfk new york to tel aviv israel via moscow with aeroflot. after reading all mixed reviews online i was pretty nervous. i am happy to say that i am so happy i took a chance and i loved the flights. i will never hesitate to fly with aeroflot again. the food could be better a bit more flavor but everything else was fantastic! do not hesitate to fly with them.,Economy Class,5.0,True,302,4.0,4.0,3.0,4.0,Boeing 777-300,Family Leisure,JFK to TLV via SVO,May 2016,4.0,-1.0,Aeroflot,Russia,False
2016-07-28,You do get what you pay for,5.0,Not informed,Economy Class,4.0,True,303,3.0,2.0,2.0,4.0,Not informed,Solo Leisure,LAX to TXL via SVO,July 2016,2.0,-1.0,Aeroflot,Russia,False
2016-08-25,A bit disappointed with the seats,6.0,good and efficient check in. staff spoke adequate english for the task. this aeroflot flight was a code share and operated by rossiya airlines from ekaterinburg to st petersburg. the plane left and landed on time. the plane was clean and looked fairly new. i was a bit disappointed with the seats as they were economy standards with the middle seat not used. there was limited recline and no ife on a three hour flight. the meal was adequate not good and it was not possible to get good food in the lounge. cabin staff were polite and had adequate english. only russian newspapers were offered. baggage was slow coming off the flight and my priority labelling did not help get it to me quickly as mine was one of the last unloaded.,Business Class,4.0,True,304,3.0,4.0,3.0,-1.0,Not informed,Solo Leisure,SVX to LED,July 2016,3.0,-1.0,Aeroflot,Russia,False
2016-08-25,Staff very kind,9.0,"yerevan to rome via moscow with aeroflot. new aircraft, clean, staff very kind and all english speaking. good legroom, very tasty meal. i ordered a special ""indian veg"" meal and it was amazing. baby meals including toys to distract the kids and overall good care and attention for all children. always on time - excellent value for money.",Economy Class,5.0,True,305,4.0,5.0,4.0,4.0,Not informed,Family Leisure,EVN to FCO via SVO,August 2016,5.0,-1.0,Aeroflot,Russia,False
2016-08-30,Making this trip memorable,10.0,Not informed,Economy Class,5.0,True,306,5.0,5.0,-1.0,-1.0,Airbus 330,Family Leisure,IAD to CEK via SVO,August 2016,5.0,-1.0,Aeroflot,Russia,False
2016-09-16,Very decent flight overall,10.0,"flight from moscow to new york jfk on sept. 11th 2016. no delays. smooth check-in and boarding. attentive and friendly cabin crew. food (lunch and dinner) was well-presented and tasty. excellent ife. clean aircraft. very decent flight overall, one of the best i have ever flown in economy class.",Economy Class,5.0,True,307,4.0,5.0,5.0,5.0,Boeing 777,Solo Leisure,JFK to SVO,September 2016,5.0,-1.0,Aeroflot,Russia,False
2016-09-18,Inflight it was a mixed experience,6.0,Not informed,Economy Class,4.0,True,308,3.0,3.0,3.0,3.0,A320 and A330,Solo Leisure,LHR to SVO,September 2016,3.0,-1.0,Aeroflot,Russia,False
2016-10-03,Crew is friendly,7.0,Not informed,Economy Class,4.0,True,309,3.0,4.0,3.0,-1.0,A320,Family Leisure,LYS to EVN via SVO,August 2016,5.0,-1.0,Aeroflot,Russia,False
2016-10-28,Definitely fly aeroflot again,9.0,"new york jfk to yerevan via moscow. it was my first time flying aeroflot and i was pleasantly surprised. the seats in premium economy are very comfortable, the service very good and the food not bad at all. it aircraft was clean and well maintained and inflight entertainment was plentiful. the flight was on time to and back from yerevan to jfk. i will definitely fly aeroflot again.",Premium Economy,4.0,True,310,5.0,4.0,3.0,4.0,Not informed,Solo Leisure,JFK to EVN via SVO,August 2016,4.0,-1.0,Aeroflot,Russia,False
2016-11-14,Both flights were good,7.0,Not informed,Premium Economy,4.0,True,311,2.0,3.0,3.0,5.0,Boeing 777-300ER,Solo Leisure,TLV to HKT via SVO,November 2016,3.0,-1.0,Aeroflot,Russia,False
2016-11-15,Aeroflot is a very good airline,9.0,"moscow to paris cdg. flight left on time and arrived on the ground at cdg early. as a result of congestion on taxiways etc the flight was marginally late at the terminal gate. overall, a pleasant experience with cabin crew, inflight entertainment, meals and drinks all exceeding preconceived expectations. added force to my opinion from another flight with them that aeroflot is a very good airline.",Business Class,4.0,True,312,5.0,5.0,4.0,4.0,A321,Couple Leisure,SVO to CDG,October 2016,5.0,-1.0,Aeroflot,Russia,False
2016-11-15,Cabin crew courteous and attentive,9.0,"shanghai pudong to moscow. very pleasant experience for first time aeroflot user. left on time and arrived early in moscow. cabin crew courteous and attentive with excellent english. meals were good with unlimited beer, wine or spirits. as it was a 10 hour daytime flight, the lie-flat beds didn't get a work-out but the seating (seats + layout) was very comfortable. at one stage the whole crew (cabin and flight-deck) were involved in my taxi arrangements from svo to moscow centre, and that was really appreciated in retrospect after experiencing moscow taxis! highly recommended airline.",Business Class,4.0,True,313,4.0,5.0,5.0,5.0,Boeing 777-300ER,Couple Leisure,PVG to SVO,October 2016,5.0,-1.0,Aeroflot,Russia,False
2016-11-19,You get what you pay for,6.0,Not informed,Economy Class,4.0,True,314,4.0,2.0,3.0,2.0,A330,Couple Leisure,ARN to BKK via SVO,July 2016,3.0,-1.0,Aeroflot,Russia,False
2016-11-20,Transit from terminal f to d took me 25 mins,8.0,Not informed,Premium Economy,4.0,True,315,3.0,3.0,3.0,3.0,Boeing 777-300ER,Solo Leisure,HKT to TLV via SVO,November 2016,3.0,-1.0,Aeroflot,Russia,False
2016-11-30,Great service and price,9.0,"stockholm to moscow return. great service and incredible price. given the lack of competition on this route (i'm looking at sas), aeroflot could price gouge but even a last minute return is only €165. equipment in both directions was very recent. staff were friendly and they supply a complementary sandwich and soft drink in economy - no alcohol served in economy. take off was delayed in both directions but still managed to make the scheduled arrival time. the only thing i found disconcerting was that in stockholm the wings were de-iced when the outside temperature was -1c whilst no de-icing took place in moscow even though it was -10c. would definitely book again.",Economy Class,5.0,True,316,4.0,4.0,3.0,-1.0,A320,Business,ARN to SVO,November 2016,4.0,-1.0,Aeroflot,Russia,False
2016-11-30,"Service can be very good, but seems to be inconsistent",7.0,"aeroflot service can be very good, but, nonetheless seems to be inconsistent. my outbound flight on su2579 on november 25th from london-lhr to moscow-svo reflected very high service standards, as the staff on board were attentive and charming. the return trip on november 29th from svo to lhr was, however, mediocre, even allowing for my class of travel (economy). the cabin crew seemed to have an indifferent attitude, in stark contrast to the outbound flight. one flight attendant tried to tell me in a peremptory way to sit down again once we had arrived, even though the plane had come to a complete stop at the gate and the engines had been switched off a few minutes before. the flight took off from svo with a delay of over an hour, which was explained as the result of a technical problem. however, no detailed explanation, which would have been useful, was given, and the cabin staff did not know the reason, which they should have done, i suspect it was an apu issue, as the cabin was freezing until the engines were started. nevertheless, the captain managed to reduce the delay to 45 minutes by arrival. one significant advantage of flying aeroflot is the moscow airport it uses, sheremetyevo. domodedovo (dme), on the other hand, is now unpleasantly overcrowded, with long immigration queues.",Economy Class,5.0,True,317,3.0,4.0,3.0,-1.0,A330-300,Solo Leisure,SVO to LHR,November 2016,5.0,-1.0,Aeroflot,Russia,False
2016-12-05,Will not fly this airline again,3.0,los angeles to vienna via moscow with aeroflot. first flight delayed which caused me to miss my connection. booked on a new flight that had a 5 hour layover. now this flight is delayed further. i could have made my original connecting flight but was put on this new flight and by the time i got to the transfer area there was no time. now i land in vienna at midnight with no buses to bratislava. will not fly this airline again. please keep in mind i paid 130 euro more for this flight so that i would have a shorter transit time and arrive in vienna at a decent hour. now i'll have to cough up an additional 40 euro for a taxi to bratislava.,Economy Class,1.0,False,318,3.0,3.0,3.0,4.0,Not informed,Solo Leisure,LAX to VIE via SVO,December 2016,1.0,-1.0,Aeroflot,Russia,False
2016-12-06,Far beyond expectations,9.0,Not informed,Premium Economy,4.0,True,319,4.0,5.0,4.0,3.0,Boeing 777-300ER,Business,PRG to HKG via SVO,December 2016,4.0,-1.0,Aeroflot,Russia,False
2016-12-07,All flights were delayed,4.0,Not informed,Economy Class,4.0,False,320,2.0,4.0,1.0,4.0,Not informed,Couple Leisure,TLV to HKT via SVO,December 2016,3.0,1.0,Aeroflot,Russia,False
2016-12-08,Surprised by the quality,10.0,"bangkok to zurich via moscow. because of the price, i chose aeroflot and i was surprised by the quality of the service, the food and the ground staff at both airports. the planes were new and the landings despite the snow in moscow perfect. wiffi was available and the entertainment system was bilingual (russian and english) and very diverse. i love the documentary on soviet cars. the crew was smiling and i had a special very good thai menu. i had a special luggage, a gun, as i compete internationally. the first good news is that aeroflot includes it in the whole weight allowance contrary to many companies that charges extra fees up to 200 us dollars. i was advised at the plane door that my gun was on the plane to moskow. in svo also i was welcomed by an agent before the security check who took again the bag tag number to be sure that it will be on the plane to zurich. there the luggages arrived in 10 minutes and a special staff delivered it to me extremly promptly. it was definitively the best service i ever had for this ""special"" cargo. the only minus is the not so great moscow svo airport.",Business Class,5.0,True,321,4.0,4.0,4.0,4.0,A330 / A320,Solo Leisure,BKK to ZRH via SVO,December 2016,5.0,4.0,Aeroflot,Russia,False
2016-12-15,Very good service and food,9.0,"st. petersburg to tel aviv via moscow. very nice flight with very good service and food. i would certainly recommend flying with aeroflot and will do again in the future. i have to emphasize the comfortable seats, new aircraft and helpful and generous staff. the only disadvantage is the lack of entertainment onboard the a320, but since i take my tablet on flights that was no problem for me.",Economy Class,5.0,True,322,4.0,5.0,5.0,-1.0,A320,Couple Leisure,LED to TLV via SVO,September 2016,5.0,-1.0,Aeroflot,Russia,False
2016-12-19,Many aeroflot flights cancelled,2.0,"moscow to tyumen. the aircraft was changed in less than 24 hrs prior to the departure time. you choose your seat, but by the time you arrive to the airport you find that your seat is somewhere else where you didn’t expect it. gate was changed three times in 2 hours before departure (gate 21, then gate 13, then gate 1). third change has happened right before boarding started. i choose aeroflot due to my airport preferences. it’s located close to my home and job. in the last few years, aeroflot has done a lot to improve their service quality comparing to disaster service they provided.  whole year of 2016 i flew with aeroflot, and all aeroflot flights which i flew with were overbooked. now, in the fall, many aeroflot flights are cancelled. in the beginning of december, this information appeared on their website officially. please keep in mind that there’s a risk that your flight can be canceled when planning your journey with aeroflot.",Economy Class,3.0,False,323,2.0,5.0,3.0,-1.0,A320,Business,SVO to TJM,December 2016,2.0,-1.0,Aeroflot,Russia,False
