date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2013-11-10,Japan Airlines customer review,2,Could not check in online and select a seat with my partner we were assigned seats in opposite sides of the aircraft for some odd reason - despite being on the same booking. IFE rather poor unless you are Japanese Food was ok but both mine and my partner dietary requirement were not met. All other OneWorld airlines always okay. Seats are cramped and odd. The seat reclines but in an odd angle. Cabin was really hot. Overall not that satisfied with JAL and will double check if they are covering any leg of OneWorld ticket to avoid them.,Economy Class,1,no,110,1,1,1,1,,,,,,,Japan Airlines,Japan
2013-11-19,Japan Airlines customer review,10,"NRT-BOS SFO-HND. Both sectors were aboard the 787-800 and I must say that the service was excellent. Crew constantly moved throughout the cabin excellent large sized meals Haagen Dazs Ice Cream and a ""Snack Oasis"" even in Economy where you can help yourself to various drinks and cookies/ chocolates etc.. I usually only fly ANA but I will fly JAL again for sure!",Economy Class,1,yes,111,1,1,1,1,,,,,,,Japan Airlines,Japan
2013-11-27,Japan Airlines customer review,8,PEK-HND Economy Nov 12: The flight left the gate on time but queued on the runway for almost 45 min the flight was very good JAL crew were smiling and very helpful. Food was ok but it caters more for the Asian taste the 787 dreamliner is really a great one. NRT-PEK Economy Nov 20: I tried to check my luggage directly with JAL via PEK to CAI but JAL staff said they cannot do that which is very weird! Flight departed on time B767-200. The crew again were excellent food is not to my taste and there was no choice the flight was nice seats were comfortable.,Economy Class,1,yes,112,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-01-02,Japan Airlines customer review,9,Tokyo to Honolulu one of the best staff service ever experienced. Food was very nice and well prepared. Seat and entertainment was not as strong but overall it was a very smooth and pleasant flight.,Business Class,1,yes,113,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-01-02,Japan Airlines customer review,10,"NRT-LAX. This was our last flight after a month vacation and was looking forward to experiencing the ""new"" FC cabin on their 777300. I was not disappointed. The new leather seats great service from the FAs and food were all fantastic. Their menus are a bit complex for me and would suggest JAL look to their OneWorld partner Cathay for ideas. The tempurpedic flat bed set-up is crazy comfortable. PJs are almost as nice as Cathay's PJs. I'll be back!",First Class,1,yes,114,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-01-10,Japan Airlines customer review,10,Flew from Narita to New York on JAL yesterday. The flight reconfirmed JAL as one of my favorite airlines. Traveling in economy class for some 14 hours with my wife and 16-month-old daughter was made most pleasant by the highly professional helpful and genuinely friendly crew. Unlike with carriers on this side of the globe the economy class food was actually quite good. Similarly all drinks - including champagne and cognac - were free of charge and served throughout the flight upon request. And already the check-in at Narita was a completely non- stressful event as there is a special check-in section for people traveling with children.,Economy Class,1,yes,115,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-01-20,Japan Airlines customer review,6,KMJ-HND on B738. Flight departed and arrived on time. No IFE but for Japanese radio. Seats were narrow with no lumbar support. Got served an average tasting cup of green tea but no food. Service was ok but a little overbearing. For the price paid you are better off on Jetstar Japan.,Economy Class,1,no,116,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-02-11,Japan Airlines customer review,7,Singapore to Narita 767 1 Feb. Excellent flawless service. Very tasty food. But the servings could have been greater for a flight of nearly 7 hours. A morning flight that arrived late afternoon should have included more then one fairly small meal and a small serving of cake. IFE was OK but fairly limited. I hope the Dreamliner returns to service soon.,Economy Class,1,yes,117,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-02-17,Japan Airlines customer review,8,Flew from Narita to Singapore on 5th February 2014. Boarding was systematic considering it was a full flight. Was looking forward to flying on the 787 but they change the equipment due to the maintenance conducted on the 787 fleet. Flight departed on time. Food was ok but the cabin crew were helpful in doing several rounds of drinks throughout the flight. Seat was comfortable but the only negative point on it was the entertainment box was situated beneath the seat in front which limits the legroom. I suppose this applies to the window seats of their 767 fleet. Love the feeling of flying on the 767 as it feels roomier with less pax per row 7 abreast in the 767 compared to 9 abreast in the 777. Would fly them again.,Economy Class,1,yes,118,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-06,Japan Airlines customer review,1,We were involved in the aircraft congestion in Haneda Airport due to the snow storms in early February and had to suffer a flight delay of some 34 hours. Despite the fact that we were issued boarding passes and therefore considered to be transit passengers in JAL's care custody and control no assistance by way of ground staff assistance or assistance with hotels or meals. When drinks were served the stewardess was reluctant to request the passenger in front to put his seat upright as 'he was sleeping' causing inconvenience and discomfort to the passengers in the following seats. Breakfast was some sort of unrecognisable stew totally unappetising with no choice whatsoever.,Economy Class,1,no,119,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-13,Japan Airlines customer review,4,Flew Business Class March 4th from LAX to SIN LAX to NRT in new business class seat was good NRT to SIN in 767. New flat seat ok but too narrow to lay down flat must be on your side. Return March 11th 767 was an old one with no lie down seats just recline which are not good. NRT to LAX seat good but service was not it was 2 hours before they asked if you wanted a drink. I don't think I will go with JAL again.,Business Class,1,no,120,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-24,Japan Airlines customer review,10,Flew ORD-NRT-ORD. We booked this flight specifically to get the Japan experience before our tour and were not disappointed. Food and service in Economy was excellent. I really appreciate the larger seats in the new 777 configuration. I'm a big man 260 and found I had ample room comfortable seat with all the inflight amenities possible. Flights were on time to the minute which we appreciate for the quick connection with AA to YYZ.,Economy Class,1,yes,121,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-24,Japan Airlines customer review,9,"JFK-NRT JAL 005. B777-300ER - New JAL Sky Suite. Economy Class. Check in was smooth and easy at JFK. Being an AA Platinum Elite member (Sapphire leveling on One World carriers) it means an extension of preferred benefits network wide. What JAL does differently though is that it immediately includes Priority Boarding status and lounge access indication on your ticket which I found helpful and convenient. A bit of a slight negative in my praise if ever so little is that the lounge at JFK has seen better days and could use some sprucing up. I must say this was one of the most pleasurable flight experiences I've had in a long time having flown so far (14 hrs straight) and in economy class. What's impressive about what JAL's done is design a standard economy seat with comfort and practicality foremost. With a pitch of 34"" this has got to be one of the most generous legrooms in coach period. JAL takes Premium Economy to the next level with a whopping 42"" and a whole slew of other amenities. Meal service was also a big plus. Two full meals and a mid-flight snack were served. The initial meal after takeoff comprised of two different types of appetizers fruit salad slaw salad and your choice of entree. Very scrumptious. The meal on my return journey on a different airline Cathay Pacific was a scant offering by comparison. Inflight entertainment was fairly good though lacking a little in the variety of English language TV shows. Movies were excellent - several recently released Oscar nominated flicks were on feature. Also really enjoyed the cabin crew they were all very gracious and accommodating. Overall a very pleasurable experience.",Economy Class,1,yes,122,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-26,Japan Airlines customer review,7,"BOS-NRT NRT-BKK BKK-NRT NRT-BOS. Jan 12 and return Mar 11. Good airport Boston Logan - one of the best! Transfer / airport at Narita was excellent. Cabin crew friendly and sincere. JAL food very poor quality. However JAL has the best coffee in the air! Very good entertainment options inflight. Seats are just big enough 5'10"" / 155lbs. Smooth flight(s) very professional flight crew. Apart from the food very good airline.",Economy Class,1,yes,123,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-03-28,Japan Airlines customer review,7,HKG to NRT and return JL736/735. After not having flown with them for over 20 years I was full of expectation and it was slightly disappointing. In terms of service and courtesy they were spot on! The English proficiency level of the cabin crew was more than satisfactory contrary to other reviews claiming they were hard to be understood. The business class was disappointing due to three aspects uncomfortable out of date recliner seat with remote control on the arm rest which could easily be triggered wrongly. Average food (in portion and taste) and average AVOD. It was evident to see Japan airlines were trying to cut cost by not providing 3 course meal served separately all was served on one tray which was rather cramped. The toilet is basic with the absence of toiletries such as hand cream or cologne which is a norm for most business class. General temperature of the aircraft a bit on the warm side rather uncomfortable for the 4 hours duration. However on a positive note one could see cabin crew did their best with the limited resources they have been given. On the ground check in staffs both in HK and Japan were excellent lounge in HK was just a shared one and in Narita we used the Sakura lounge which is spacious and comfortable. All in all it was clear that Japan airlines had her golden days but is now struggling to survive so they concentrate on the longer routes and give only the very basic to short haul routes. Given the cost I shall look elsewhere.,Business Class,1,yes,124,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-04-07,Japan Airlines customer review,5,"JL 004 NRT-JFK 7 April Business Class. What a disappointment - I was thrilled when JAL put back the 18.30 flight to JFK as it makes perfect connections from many cities. I was also looking forward to going on a 787 - what a disappointment in almost all areas. The shell seat is horrible (yes they are upgrading it over the course of the year) a Mini-Pillow for sleeping one size of ""flight sweater"" which looked like a ladies small. The first drink not put down until we were in the air for 70 minutes - quality of the food is OK - AVOD is geared strictly towards the Japanese market - they had most of the new releases but only 4 ""oldies"" and about 1 hour of non-movie programming in English. There were also only 2 lavs for 60 people - there was one up front in the galley behind the cockpit but it was blocked off.",Business Class,1,no,125,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-04-22,Japan Airlines customer review,10,Heathrow to Haneda B777 new suites 1st class all perfect from beginning to end excellent cabin crew and very skilled staff bilingual and polite! Again full cabin but they managed to fulfil all my requirements. Will fly them again.,First Class,1,yes,126,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-05-16,Japan Airlines customer review,8,GMP-HND during the long holiday weekend in Korea May 3-6. We were on an ancient domestic all economy configuration 763. No business class no duty free no AVOD. Granted it's a 1.5 hour flight but it was a blast from the past. We were seated in 2C/D which would normally be business but was their special extra room seating on this plane. Seat selection was available here online for no extra charge. It was a wider cloth seat with manual buttons. Service was pleasant for an Asian legacy carrier on this route. To be honest I expected more for this high value business route. The food was a chicken and mayonnaise sandwich in a box with some rice crackers and pineapple. Very simple. We departed and arrived on time without delays. The one surprise - they put as the farthest gate in the airport. Literally. Very end of Haneda down two giant hallways that took about 15 minutes of speed walking. As we booked last minutes our tickets were extremely expensive (750$ RT) so I do feel that for the price we paid that we could've had a slightly nicer (updated equipment) experience.,Premium Economy,1,yes,127,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-05-17,Japan Airlines customer review,7,Naha to Tokyo Haneda. Very courteous service IFE was limited but not too bad for a two hour flight. The refreshments were limited. Just a drink and no food.,Economy Class,1,yes,128,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-05-26,Japan Airlines customer review,7,SIN-NRT in Economy on May 26. Efficient boarding. Pushed back 10 minutes early. Friendly service but extremely average food. Good IFE. An okay experience but not as good as ANA and nowhere near as good as Singapore Airlines.,Economy Class,1,yes,129,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-05-27,Japan Airlines customer review,9,JFK-NRT return on 777-300ER in Business. Also HND-ITM return in 772 outbound and 763 inbound both in Y. First the trans-pacific legs: ground staff excellent at both JFK and NRT super fast check in polite and welcoming. Sakura Lounge in JFK fine for a business class lounge decent supply of snacks and drinks. Lounge at NRT simply fantastic excellent private showers great drinks selection and good choice of hot dining options upstairs cafeteria style. Onboard hard product for these 773s are simply the best J class in the sky right now. Lay flat bed with airweave mattress pad allows for deep restive complete sleep. Privacy of window seats is unmatched couldn't see anyone else in the cabin or any leaking daylight from opened shades. Food is stellar especially the Japanese options. Loved the dine on demand ordering through the AVOD handset. FAs polite and friendly once you engage them although I noticed they were much more vocal and consistent with Japanese pax. Now for the negatives: service a bit slow during dining was forgotten for about 45 min while others were served then finally when given food salad course was skipped and remaining courses were incomplete (no bread had to ask for utensils etc). Sorry but having to ask for your food on a $6000 revenue ticket is a bit embarrassing for all parties involved. AVOD very limited. Cabin a bit warm but not unbearable. Also outbound IFE audio didn't work power outlet at seat broken JAL Sky WiFi inoperable until I did a little creative clicking around to get the login process to work. Little qualms that were negated by the immense comfort and privacy of the hard product. Overall the best way outside of F cabin to get to Japan. Would fly again.,Business Class,1,yes,130,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-06-02,Japan Airlines customer review,8,JFK to Narita excellent staff did not see them pay the Japanese passengers more attention and spoke very good English. Economy class was reasonable comfortable. Wifi did not work the entire flight (kept dropping). Food was average but we were fed twice with a snack in between. Pilot did a very rough landing at Narita.,Economy Class,1,yes,131,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-06-08,Japan Airlines customer review,10,Flew from Frankfurt to Tokyo (Narita) in new Business Class and it was the best I've had. Service was outstanding (like Emirates used to be) and the new seats are fantastic. Thick mattress and decent size pillow allowed 7 hours sleep which is the most I've ever had flying from Europe to Asia. Lots of storage room for glasses book iPad if you have the aisle seat. Huge TV screen and good selection of latest movies. Staff were really nice and friendly and seemed to care that the whole flight was enjoyable! Western food was OK but apparently the Japanese offering that me travelling companion chose was excellent. I will certainly try to fly to Europe via Japan in the future.,Business Class,1,yes,132,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-06-23,Japan Airlines customer review,10,"JFK-Tokyo-Hanoi and return on same route. JFK-Tokyo route both ways flew on the 787. Overall a great experience. You really can tell a difference in the climate and the windows are larger and good that you can dim them. Seats I am 5'10"" 240lbs and honestly had plenty of room. My only issue with the seats is after about 5 hours the seat bottom feels really hard and uncomfortable. That is my only complaint. Service was A+. Our 7 year old got a tad airsick (used a bag). The FAs were amazing making sure she was ok. Food all acceptable. Plenty offered and if you wanted more just ask. Tokyo-Hanoi and back was 767. Again wonderful service all the way around. Seats a tad more comfortable. Inflight entertainment on all segments was fine plenty on offer. Overall first time flying JAL (usually fly CP or Korean to Asia) and would fly them again in a second.",Economy Class,1,yes,133,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-08-14,Japan Airlines customer review,10,I traveled to Tokyo with a 1 year old and a 2 year old. My wife and I were a bit concerned but the stewardesses were so wonderful and helpful with us. They really went out of their way to make the long flight from Boston a pleasure. One of their cabin crew came out and returned a pacifier and helped take our luggage to Ta-Q-bin for shipping. They gave the kids presents of snacks and let me walk the 1 year old in the back of the plane when they were not busy prepping. They just went out of their way to be so helpful when I know we were those customers with those kids.,Economy Class,1,yes,134,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-09-06,Japan Airlines customer review,9,Sydney-Narita-Paris-London-Haneda-Narita-Sydney. Excellent attentive staff. Food was good quality with ample servings. Liked the ability to order later meals and drinks via the on line system. Toilets were exceptionally clean. The seating was comfortable and of good size. The Skytrax flat bed suites were private and with the mattress were good for sleeping. We appreciated the night layover at the Nikko hotel at Narita at the end of our Sydney-Narita leg. Only disappointment was the entertainment which was a bit limited in range re movies. I would fly with them again.,Business Class,1,yes,135,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-09-22,Japan Airlines customer review,9,Flew on Boeing 767 from SG to Haneda. Overall very good airline the only downside was that there was very limited entertainment on board flights for people who don't speak Japanese.,Premium Economy,1,yes,136,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-10-01,Japan Airlines customer review,9,"Flew Sydney-Tokyo-Sydney in Economy on JL772/JL771 in September. Both flights were on time. Service was absolutely excellent on both flights. The food was quite good. I didn't use the IFE. What was surprising though was the seat. I am 189 cm (6'2"") tall and despite being in the middle of Row 48 on both flights I was able with a bit of wriggling to stretch my legs straight out. Makes all the difference on a long flight. All in all good flights and good value for money.",Economy Class,1,yes,137,1,1,1,N/A,,,,,,,Japan Airlines,Japan
2014-10-22,Japan Airlines customer review,2,Just flown Business Class 777 SYD-NRT and 787 NRT-CDG. The Shell seats are appalling uncomfortable and no privacy at all. JAL should be completely ashamed about using them. The number of seats jammed in to Business Class was a real shock. So grateful that we can choose much better carriers in the future. We won't choose LAL again. 787 was also a complete let down all the fuss and it's just another plane. All the benefits go to the carrier in cheaper fuel costs. Not to the passengers.,Business Class,1,no,138,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-10-28,Japan Airlines customer review,10,HNL-NRT Flt 783. Check in was good - quick fast and even offered to escort me to lounge. Inflight service - clearly separated from the rest of the pack right here. Chief Purser immediately recognized my emerald status and escorted me to seat. Asked if I needed anything else and got my pre flight drink and no less than 45 minutes in the air drinks snacks were served. During the entire flight never intrusive smiles were sincere and were incredibly professional. Very impressed with the Thai crew who were working that flight as well. The knowledge of Japanese culture and language was incredible. Good value for the money and its very obvious JAL is working very hard to get the trust of the customers again. Hats off. The Food was excellent the entertainment was very up to date and never got bored the entire time. The NEO seats on the 787s were good as well.,Business Class,1,yes,139,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-11-20,Japan Airlines customer review,7,Flew LAX-NRT-HKG r/t in Business. A mixed bag. The long haul between LAX and NRT features the new JAL business class suite. The seat itself is roomy and offers excellent privacy and it folds down into a comfortable flat horizontal bed. Unfortunately JAL has a tendency to overheat the cabin which interferes with sleep. On the return trip I solved the over-heating problem by accompanying the purser to the heat control to reduce the heat from the previously set 26 degrees (which is insanely hot). Meals were ok (had the Japanese selection). Champagne was excellent the rest of the wines inferior. Oddly no breakfast available on the overnight flight back to LAX. IFE had an excellent screen and the worst selection of films one could imagine. The flights between NRT and HKG were on a 767 with simply terrible seats. They were of the type which AA used 20 years ago in business class. IFE was primitive and awful.,Business Class,1,yes,140,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-12-01,Japan Airlines customer review,1,"The price for the service is too high. The customer service at this company seems to be a ""well you already booked so there is nothing you can do"" attitude. They are not willing to try to make any accommodations to their customers. Prices are higher than other better airlines. For an Asian based airline I was very disappointed. Inability to choose seats before the flight for certain booking codes is one thing but to allow it on one leg of the trip and not another is odd. After purchasing a RT ticket I was able to chose seats for the outbound flight. When I inquired about seats for the return trip I was told that the fare did not allow it. I even offered to pay to be able to select a seat and was told that I would have to pay over $600. $250 of that was a penalty for changing the ticket? Really? The representative seemed to be completely uninterested in trying to come to a reasonable solution. Since when is upgrading a ticket class worthy of a change penalty? I am sorry that I chose JAL.",Economy Class,1,no,141,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-12-29,Japan Airlines customer review,9,Flew from New York to Narita last month - seat was comfortable food was good really at par with the best airlines. JAL flight crew is the best and this was one of the best flight experiences I had because of the crew.,Economy Class,1,yes,142,1,1,1,1,,,,,,,Japan Airlines,Japan
2014-12-31,Japan Airlines customer review,10,JFK-NRT-ICN B787 and B767. Good service. Flight attendants were serving customers non-stop and always smiled. Inflight meal was fantastic twice the portion of any airline food in the US. The meals in JFK-NRT segments in economy class can compare to and exceed the quality of meals of any domestic flights business class meals within the United State. NRT-ICN economy class meals provided a meal box in commemoration of the 50th year of the launch of flights between Japan and Korea. The flight out of NRT was delayed because of the heavy rain and airlines are not usually responsible for weather delays but Japan Airlines provided two free shuttle from ICN to Seoul to compensate for the weather delay! What can you complain about that? Inflight entertainment is flawless as well and with the new seatings on B787 coming it will be updated to Magic VI.,Economy Class,1,yes,143,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-01-14,Japan Airlines customer review,10,JL008 from NRT to BOS on 31 Dec and JL007 back on 5 Jan. I flew with my wife son and daughter. I used to fly to BOS via ORD or IAD with UA their direct flight to Boston seemed the most attractive to me. It would shorten my trip by 5 hours. The result: superb service all around. On the return flight I skipped dinner because I couldn't resist my drowsiness. After 4 hours sleeping one of the flight attendants got me a meal plate amiably. What a service! Please remember I was in the economy cabin. The quality of inflight meal was nothing to be desired as far as it was served in economy. IFE was satisfactory to Japanese passengers however I got to know that it was not enough for native speakers of English. Seats were more than average with footrests. On-time departures and arrivals for both legs. They observed punctuality. Finally let me show you their improvement: when we were seated waiting for boarding at E3B gate of Logan JL FA's were passing by. Much to my surprise they made bows to us smiling which I wouldn't have experienced 30 years ago.,Economy Class,1,yes,144,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-01-30,Japan Airlines customer review,8,I made a return trip with JAL from London Heathrow (LHR) Terminal 3 to Tokyo Haneda (HND) in late November/early December 2014. The equipment on both legs was a 777 and I was in Business Class. It was my first experience of JAL long haul having used them a couple of times for domestic travel within Japan and overall I was pleasantly surprised. The FA on both flights a mixture of Japanese and Europeans were attentive friendly and efficient. The meals were good although they were understandably targeted at the Japanese palate. The IFE was also good with big flat screens in Business Class and touch screen controllers. Overall the cabin was excellent with a very comfortable flat bed a decent amount of space and unobstructed access to your seat irrespective of its location. The only slight negative was the fact that the middle seat in each row (which have a 2x3x2 configuration) that I had on both legs can feel rather isolated with its high partitions either side and the over head bins above. Service at HND was excellent too benefiting from the brand new international terminal facilities. The JAL Business Class Lounge was clean comfortable and reasonably quiet. Unfortunately when leaving LHR JAL passengers have to use the BA Lounge in the terminal which is small cramped and crowded. Both flights boarded and departed on time.,Business Class,1,yes,145,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-02-06,Japan Airlines customer review,10,The Check-in Staff At Narita were friendly and helpful again on-board we were greeted warmly and the cabin crew were friendly and attentive walking through the cabin to attend to anyone. I went to the back to look for snacks and the friendly cabin crew came and helped me and showed me what type of snacks they had and helped me with my coke. She was happy to listen to my travels and talked to me for a bit too. The food was lovely like home made tastes. IFE was good with easy touch screen.,Economy Class,1,yes,146,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-02-18,Japan Airlines customer review,8,Flight JL026 HKG-HND. This flight's business class looks more like premium economy. Its business class seat configuration is 2-3-2 for a Boeing 777 so the seat is a bit narrow. However the food and staff services were excellent. Inflight Entertainment was good as well.,Business Class,1,yes,147,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-03-28,Japan Airlines customer review,9,JL5 / JL711 JFK-NRT-SIN. Excellent service on both sectors from exceedingly courteous and warm crew. Departures were right on the nose and arrivals close to on time. The legroom is a real winner allowing you to stretch out and there were no underseat obstruction from any IFE box. Puts most of the other carriers on this route to shame. Cabin toilets and seats were generally well maintained if not immaculate on the 777 and 767. Both had the Sky wider economy cabins. Meals were well portioned tasty and well presented. A little snack bar set up in both galleys on the transpacific. The crew were always present in the cabin which was impressive. I couldn't fault the crew at all. The only 2 points that detracted from the terrific experience were the actual seat cushioning and the IFE. While the legroom was excellent the seat design great - the seat cushioning itself felt hard quite soon into the trip to NRT. Perhaps pack a seat pad if you go. The IFE system was quick and responsive but I found the selections a little limited compared to other airlines. WiFi was available on both flights but I didn't take advantage of it. Would certainly fly JAL again for the price service and connections.,Economy Class,1,yes,148,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-01,Japan Airlines customer review,2,JL0772 8 Mar 2015. JL0771 20 Mar 2015. Cabin terribly hot took over 8 minutes to answer service call no amenities kit staff reluctant to give us a pen to fill out immigration form despite having heaps of them. Food poor but edible. Inflight entertainment poor - old movies not much choice. No Japanese meal option. Crew robotic slow to remove meal trays. Would never fly again. If you feel heat easily do not go with this airline or wear shorts and cool tops.,Economy Class,1,no,149,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-04,Japan Airlines customer review,8,Travelled in March - JFK to NRT. Generally like JAL except for the following: 1) Only two choices for soda in coach. 2) Selection on IFE was rather limited. 3) Seat cushion was hard. 3) Found a small piece of metal part in my meal and showed to FA no follow-up from JAL on that.,Economy Class,1,yes,150,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-06,Japan Airlines customer review,10,I cannot praise this airline or its staff enough. On my trip to Japan I was treated with respect the food was good stewards very friendly and the in-flight selection of movies was great. On my return trip the flight from Aomori to Tokyo was a domestic flight and a blizzard had delayed my flight a couple of hours or so. Ground staff spoke little to no English however they did their best to make sure I felt comfortable and help me make my flight home to Tokyo. We arrived in Tokyo with less than 25 minutes before my flight to San Francisco took off I needed to get to the international terminal. The stewardess' tag-team sprinted me to the bus station rode the bus with me to the airport and dragged me through security. I made my flight by one minute and unbelievably my bag made it too!,Economy Class,1,yes,151,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-08,Japan Airlines customer review,8,Flew NRT-YVR night flight on 787. Departure delayed by a couple of tardy business class pax then we taxied around for nearly 1 hour before take-off because we missed our slot. Dinner was excellent and just as I was thinking an ice cream would really top this off they came round with ice cream except if you had ordered a special meal then you aren't eligible! (luckily some other people declined so they found me one but why skimp on this?). Breakfast was a bit minimal. Recaro seats not too bad but the footrest is annoying and a couple more inches of leg room would have been nice. IFE excellent selection and nice big screen but touch screen functions hardly ever worked. Overall a good experience I would fly JAL again.,Economy Class,1,yes,152,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-12,Japan Airlines customer review,,Flew Tokyo to Sydney Boeing 777. Flight 771. This plane was really old! It is the most cramped aircraft that I have ever had the misfortune to fly in. The cabin was too hot just adding to the sense of claustrophobia. The service and food was ok but because of the large number of cramped passengers the trays were slow to be removed. Anyone of even moderately large frame would virtually not fit. An awful experience! Never again JAL!,Economy Class,1,no,153,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-16,Japan Airlines customer review,9,HND-SFO Mar 25 2015 flight: JL002. SFO-HND Apr 7 2015 Flight: JL001. I am now a fan of JAL! I flew Tokyo HND to SFO and back! SkySuite on 777-300. It was excellent. Big crisp and responsive IFE display. Movies were very limited for a 12 hour flight though. I wish there were more movie options. Service is impeccable! Very polite responsive FAs. On time performance! I will definitely fly on JAL again!,Economy Class,1,yes,154,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-16,Japan Airlines customer review,10,PEK-HND-KMJ-HND-PEK Economy. Really pleasantly surprised by JAL. 787 from PEK-HND was brand new great plane fantastic IFE selection (esp for a 3hr flight) friendly cabin crew and best economy class food I've eaten in a long time. Not sure what others are complaining about in terms of legroom I'm 5'11 and don't usually fly Economy but this was fine more legroom than I'm used to in Europe. Domestic Japan flights decent no meal but friendly FAs and drinks offered. Overall I think JAL's better than BA and the economy food was tastier than our Air China First Class meals on connecting flights to London!,Economy Class,1,yes,155,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-19,Japan Airlines customer review,2,"If you are travelling with family do not fly with Japan Airlines (JAL). My wife son and I are currently sitting in the Qantas lounge at Narita airport as we transit to Taipei from Boston. Why are we in the Qantas Lounge a 10 minute walk from the JAL gates rather than the JAL lounge even though our entire return journey from Taipei to Boston was with JAL? Because the ""friendly"" staff at the JAL lounge informed me that even though I am a Platinum Oneworld member (of which JAL is a partner) I can only bring one guest into the lounge even if the second guest is my 8 year old son! Both Cathay and Qantas have shown common sense whenever we use their lounges allowing the three of us to enter. JAL where process trumps common sense - not nice at all.",Economy Class,1,no,156,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-20,Japan Airlines customer review,5,Flew on a JAL 787 to Ho Chi Minh City and back last week and I was very disappointed. The seating was cramped with minimal legroom and on a 5 hour plus flight it was uncomfortable. On both flights I was seated in 25D which was an aisle seat and I found it very difficult to get comfortable and had to repeatedly get up and move around to stretch my legs. the IFE is good but breakfast that was served prior to arrival was poor. 2 hours before landing at Ho Chi Minh City it was fruit yoghurt juice salad and a gooey gelatinous sauce thing with broccoli included and I did not eat it. On the way back and again 2 hours before landing at Tokyo Haneda it was fish rice porridge and I left that as well. There was no choice for breakfast and quite honestly I thought it was of a very poor standard.,Economy Class,1,no,157,1,1,1,1,,,,,,,Japan Airlines,Japan
2015-04-23,Japan Airlines customer review,8,After Finnair you wonder how the latter could still be in OneWorld Alliance. B787 NRT-HEL economy class. Legroom and seat width were still somewhat limited but the quality of meals service and entertainment is light years ahead of Finnair. Even had metal cutlery! The food was good but superbly presented. Would really like to see what they supply in business or first class (I can dream). One downside is the limited choice of snacks between meals. Oh and the dinner was a DIY burger (from MOSBurger) - tasty but given the limited space constructing the thing required some level of contortionism. Overall not quite as good a Cathay (fresh fruit in snacks please) but would still recommend.,Economy Class,1,yes,158,1,1,1,1,,,,,,,Japan Airlines,Japan
