date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2016-10-31,"""personal favourite for short flights""",6,"Ranchi to Kolkata with IndiGo. I travel frequently with this airline, and trust me folks this is the best you can get in terms of value for money compared to other airlines in India. Indigo has been my personal favourite for short flights. The flight crew is fairly good. I'm 6'1, and I find the seat compact but this is the same for all LCCs and not ideal on long flights. Cabin staff appearance is smart, they are courteous but not always consistent. There is no inflight entertainment on these flights. Short flights they are perfect, Medium duration okay, long flights not recommended.",Economy Class,4,yes,150,2,4,3,,Family Leisure,A320,IXR to CCU,August 2016,4,,IndiGo,India
2016-11-03,"""disappointing and sad experience""",5,"✅ Verified Review | Indigo Mumbai to Delhi return. The outward journey started with a smooth and easy check in at Mumbai. Flight on time. The aircraft was clean and as per Indigo standards. What was very poor on this flight was the crew. The leading stewardess in particular seemed to sit and do not much while the other crew worked. Shame to see Indigo crew standards falling. It was also a morning flight but they had none of the breakfast options available - Ramen noodles were my best option. Return flight had a great crew but the Delhi airport check in was a nightmare. Long lines, people cutting lines. No Indigo crew to help. Quite a disappointing and sad experience. The days of looking for Indigo flights to book may be over.",Economy Class,3,no,151,4,2,1,,Business,A320,BOM to DEL,October 2016,2,,IndiGo,India
2016-11-15,"""staff truly inexperienced""",5,"Bangalore to Nagpur with IndiGo. On this trip to India, I was fortunate enough to try 3 different airlines - Air India, Jet Airways and Indigo. Indigo definitely scored best in terms of its modern fleet, however not recommended for international passengers due to its baggage restrictions. The fares aren't that cheap compared to other airlines, however Air India allows the most baggage weight. The staff are young and attractive, but truly inexperienced to handle situations. Personally didn't have a choice, since IndiGo had so many direct flights to remote cities.",Economy Class,4,yes,152,3,2,1,,Business,,BLR to NAG,July 2016,4,,IndiGo,India
2016-11-17,"""inflight service impeccable""",8,"Another flawless flight. Flew Bangkok to Pune via Kolkata with IndiGo. On time, both departures and both arrivals. Smooth boarding from Bangkok. Impeccable onboard service und attitude. Chaotic boarding at Kolkata: a long queue formed at boarding. Fine. Then an announcement was made by a ground staff member, in a voice that could barely be heard that rows 16-30 would board first. Since the announcement was barely audible, people waiting in the queue were confused, thus standing in line, not knowing what to do. Ground crew member - only one IndiGo staff manning their pre-boarding desk/area - did not repeat announcement and just stood by looking around and not allowing anyone to board. People waiting. In the meantime some passengers not in the queue approached this confused ground staff person, spoke to him and were allowed to board. No idea if these people were going to occupy rows 16-30. Nothing happening; line not moving; IndiGo staff still looking as if he was in a daze. No repeat announcement, in an audible voice, re rows 16-30. Since I was in line, had a seat in row 21, I broke the queue, presented my boarding pass, and passed security. Don't know what happened after that. IndiGo needs to get its act together in this area. Inflight service again impeccable.",Economy Class,5,yes,153,4,5,,,Solo Leisure,A320,BKK to PNQ via CCU,November 2016,3,,IndiGo,India
2016-11-18,"""a loyal traveller with IndiGo""",9,✅ Verified Review |  Delhi to Port Blair via Kolkata. IndiGo used to be my best option because of its on time schedule. But due to a few problems and  delays I chose other options like Vistara. On 12th November 2016 I again chose IndiGo for a family holiday in Port Blair from Delhi. I was very happy and satisfied with all the services. Even the flight was ahead of its schedule and the cabin crew was warm and the hospitality was just amazing. I'm again a loyal traveller with IndiGo now.,Economy Class,5,yes,154,4,5,5,,Family Leisure,A320,DEL to IXZ via CCU,November 2016,4,,IndiGo,India
2016-12-08,"""did not have Thai immigration forms""",9,"Yet another comfortable, friendly and smooth IndiGo flight flying from Pune to Bangkok via Kolkata. A caveat: In a hundred international flights into Bangkok in the past two decades, for the first time ever in my experience, an airline (IndiGo) did not have Thai immigration forms. Anybody who has been through immigration at Suvarnbhumi expects a wait of up to one hour. So, to not have immigration forms on board a flight can develop into an even longer wait. Come on, IndiGo! Otherwise, as usual, a flawless IndiGo flight.",Economy Class,5,yes,155,3,5,,,Solo Leisure,A320,PNQ to BKK via CCU,December 2016,5,,IndiGo,India
2016-12-20,"""only as a last option""",1,"✅ Verified Review | I have been having consistent horrible experiences with Indigo regarding delays. I was travelling from Cochin to Bangalore - the flight was supposed to depart at 8.45 pm and it departed the next morning at 2.05 am. A week later, I was returning from Trivandrum to Bangalore - the flight was supposed to depart at 8.15 pm and it departed the next morning at 12.05 am. Today, my wife was supposed to travel to Chennai from Bangalore. The departure time is 7.20 am, the revised departure is at 9:15 am. Indigo used to be consistently punctual. When I speak to the staff, I hear that the fleet is overbooked and you are trying to optimize. I will look at Indigo only as a last option.",Economy Class,1,no,156,3,3,3,,Business,,COK to BLR,December 2016,1,,IndiGo,India
2016-12-23,"""on time and comfortable""",8,"✅ Verified Review | Delhi to Hyderabad with IndiGo. My flight was cancelled and I was moved to another flight. Apart from this, everything was good apart from the cost of the meals. I didn't find the coffee and noodles too special and weren't great. New flight was on time and comfortable. Not much to talk about but was good as far as the budget airline tag goes.",Economy Class,3,yes,157,4,3,4,,Solo Leisure,A320,DEL to HYD,December 2016,4,,IndiGo,India
2017-01-02,"""handling of baggage was horrible""",1,✅ Verified Review | Hyderabad to Chennai. I had the worst experience flying with IndiGo airlines. The flight was delayed by 2 hours and adding to that handling of baggage was horrible. Baggage of 6 flights was released on a single belt at the same time. It took almost 1 hour to find the baggage and to find the baggage I had to make my way through 1000s of passengers waiting for their baggage. When contacted customer service they didn't have the contact info of IndiGo go personal in the airport.,Economy Class,1,no,158,4,3,,,Family Leisure,,HYD to MAA,January 2017,1,,IndiGo,India
2017-01-14,"""good on-time airline""",9,✅ Verified Review | IndiGo is my preferred airline on the Dubai to Mumbai route - especially when not carrying checked in baggage. Good on-time airline and good flight timings. Courteous and mostly well trained staff - no inflight entertainment. Food and drinks paid as it's a budget airline.,Economy Class,5,yes,159,4,5,3,1,Solo Leisure,,BOM to DXB,December 2016,4,1,IndiGo,India
2017-01-21,"""they divide our family""",2,"✅ Verified Review |  Rachi to Vadodara via Delhi. One day prior to my flight IndiGo changed my flight time, and worst part they divided our family of four into 3 and 1. Three of us has one flight and time and single member has another flight with a different time for the same destination on the same day. And when I was travelling many seats were vacant, why they didn't know.",Economy Class,2,no,160,2,4,,3,Family Leisure,A320,IXR to BDQ via DEL,January 2017,3,,IndiGo,India
2017-01-30,"""not value for money""",2,"✅ Verified Review |  Indore to Delhi. Staff at airport are pretty rude, I had 1 check-in luggage and no hand luggage. My check-in luggage weight was 16.7kg. That lady was asking me to pay and when I said that I am not carrying any hand luggage still they said you can take out stuff and carry on hand luggage. I have been traveling with IndiGo for 7 years, they are getting worse and not value for money.",Economy Class,1,no,161,1,1,,,Solo Leisure,,Indore to Delhi,January 2017,1,,IndiGo,India
2017-02-17,"""cabin seemed neat and clean""",10,"✅ Verified Review | Flew from Mumbai to Bhubaneswar with IndiGo. It was the first time I was traveling in an A320neo aircraft so was quite excited about it. At the airport check-in was done smoothly without standing in any queue. While boarding the aircraft the cabin crew welcomed us with their smiling faces. The aircraft cabin seemed neat and clean. The lavatories were clean. The seats were quite comfortable and wide. The legroom was quite good. The food menu consisted of sandwiches, instant biryanis as well as instant noodles. I decided to go for sandwiches. They tasted good. The flight departed on time but arrived 20 minutes before the scheduled time of arrival. Really it was a pleasure traveling with them.",Economy Class,5,yes,162,5,5,5,5,Business,A320,Mumbai to Bhubaneswar,December 2016,5,,IndiGo,India
2017-02-17,"""recommend this airline""",10,✅ Verified Review |  Bengaluru to Mumbai by IndiGo Airlines. The check-in was quite comfortable. We were welcomed warmly by the cabin crew while boarding the aircraft. The aircraft seemed clean as compared to other airlines in India. The lavatories were also well maintained without any faul smell. The seats had a very soft cushioning hence it made quite a comfortable journey for us and were also wide. Though we had to buy food but it did not create any issues. Their food tasted fantastic. The flight departed and arrived on time. The landing and takeoff were very smooth. I recommend this airline and always a pleasure.,Economy Class,5,yes,163,5,5,5,5,Solo Leisure,A320,Bengaluru to Mumbai,September 2016,5,5,IndiGo,India
2017-03-23,"""departure and arrival was on time""",8,"✅ Verified Review |  
Flew IndiGo from Jaipur to Kolkata. Take off and landing was smooth. Departure and arrival was on time. Seats were comfortable. Check-in was done smoothly. While boarding the aircraft the cabin crew welcomed us but not with their smiling faces. When I saw the air hostess serving water I asked for a glass of water, she didn't give me one but instead carried on serving water to other passengers even though I had asked before anyone else. On asking again twice, she replied twice ""I'll come back"". After that, I was given glass of water.
",Economy Class,5,no,164,5,3,,,Solo Leisure,,Jaipur to Kolkata,March 2017,5,,IndiGo,India
2017-05-21,"""comfort might be a difficulty""",4,"✅ Verified Review |  Delhi to Mumbai on Indigo Airbus A321. Had taken this evening flight and as we had checked in online, we went to the airport directly. However, it was observed that we still had to get a copy of the boarding pass from the check in kiosks which was surprising because normally with the online boarding passes, there should not be any need to get the printout from the kiosks. This issue was not observed in my previous flight with another airline. The flight was on time with just a slight 10 minute delay in departure. The seats onboard were slightly cramped and if someone has a slightly bigger frame, then comfort might be a difficulty. As this is a low cost carrier, meals and snacks such as sandwiches (both veg and non-vegetarian), tea/coffee and cup noodles were offered. As I had booked this flight with a corporate meal, a chicken sandwich and juice was offered 30 minutes after takeoff. The sandwich was a bit on the colder side but tasty nevertheless and the juice was also given in a can. After the snack, unfortunately the passenger in front of me had reclined his seat so as a result, it got even more cramped. To be fair to the crew, they were quite presentable and they performed their tasks with great efficiency. Flight was on time and while exiting the aircraft, the crew were quite polite and thanked the passengers. The positive was the crews friendly attitude and efficiency. On the downside perhaps it can be said that if one is of a bigger frame, the conditions can get slightly cramped and so on longer flights this can be a problem. Their in-flight magazine Hello 6E had some articles but was by and large, an in-shop magazine. Would I fly with them again? Maybe on very short routes which are dirt cheap, but would rather prefer the full service carriers instead.",Economy Class,3,no,165,2,4,2,2,Solo Leisure,A320,Delhi to Mumbai,May 2017,3,,IndiGo,India
2017-06-01,"""the flight crew were good""",5,"✅ Verified Review |  Flew IndiGo from Bhubaneswar to Chennai. Travel was good, the flight crew were good too. The flight was on time. However there a strange high pitched sound just before take off which lasted for 5-10 minutes and the AC stopped working until the flight took off. The sound was again heard during landing too. The baggage at conveyer belt after the flight landed was messed up. On the same belt there was back to back baggage for 3 flights which was cumbersome and troublesome. I had to stand at the belt for an hour waiting to receive my luggage, it was very crowded with people looking for bags. Ground service was poor.",Economy Class,3,no,166,3,3,,,Family Leisure,,Bhubaneswar to Chennai,May 2017,1,,IndiGo,India
2017-06-30,"""it was a comfortable flight""",9,"✅ Verified Review |  Delhi to Varanasi. This was my first flight with IndiGo and I was accompanied with my sister and her three children (2 kids and 1 infant). At Check-In we were given priority due to family. I was informed that they won't be able to accommodate us in one row as the seats were full. On my request, the Lady at the counter talked to her Supervisor and allotted us seats in the first row (which are paid seats) without any extra fee. That was really surprising and too generous of them. The boarding was smooth, the aircraft was clean and the food (paid) was good. It was a comfortable flight with very attentive and hospitable cabin crew. Even the ground staff was very helpful and courteous. The flight was on time and luggage reclaim was almost smooth. IndiGo definitely lived up-to it's tagline of on-time budget airline. Would definitely love to fly it again.",Economy Class,5,yes,167,4,5,3,,Solo Leisure,A320-200,Delhi to Varanasi,March 2017,5,,IndiGo,India
2017-07-05,"""best domestic airline in India""",9,"✅ Verified Review |  Kolkata to Hyderabad. It is the best domestic airline in India with best prices and the most punctual one. It is seldom late so I have never been in problem due to late arrivals as I mostly travel in late night flights. Food is basically paid one but I have never tried anytime. They consist of mainly ready to eat meals like cup-noodles, biriyani, sandwiches.",Economy Class,5,yes,168,5,5,,,Solo Leisure,A320,Kolkata to Hyderabad,June 2017,5,,IndiGo,India
2017-07-20,"""delayed by 2.30 hours""",1,✅ Verified Review | The flight from Delhi to Ahmedabad was delayed by 2.30 hours in the night. Scheduled departure was at 10.40 pm and actual departure is 12.50 pm. This was my second worst experience within a fortnight period with IndiGo. They just give the reason of technical glitch and no alternate arrangements are there.,Economy Class,1,no,169,1,1,1,1,Business,,Delhi to Ahmedabad,July 2017,1,1,IndiGo,India
2017-07-21,"""no Arrival Cards onboard""",9,"✅ Verified Review |  Bangkok to Pune via Kolkata. As  faultless flight except for a long-standing problem: no Arrival Cards onboard the flight for foreign nationals thus delaying, on arrival in Calcutta the immigration process. Repeated requests over these past many years have yielded no positive result.",Economy Class,5,yes,170,4,5,,,Solo Leisure,A320,Bangkok to Pune via Kolkata,July 2017,5,,IndiGo,India
2017-08-02,"""No through check-in""",3,"✅ Verified Review |  New Delhi to Muscat via Mumbai was an horrific experience.  I booked Delhi-Muscat ticket on Indigo website. They had a flight via Mumbai where flight was to be changed. The ticket was under single PNR, I confirmed with customer care if the luggage will be through checked in & he confirmed it would be done. But at the time of check in, the officer denied & started asking me the name of person who confirmed. Now, who remembers the name of customer care executive! So, I had to take the luggage in Mumbai & check-in again. With no other option, I did take the luggage. The gap between the 2 flight was of about 3 hours. I was supposed to be transferred to International airport. When I asked the ground staff to arrange transfer, they were clueless & asked me to go out, hire a taxi & leave. I got upset, but instead of helping me, the Mumbai ground staff kept on arguing. The taxi took a good time to reach International airport, as it was peak hour. Finally we could make it just in time only to find that the flight was delayed. This is the first time I have seen that international flight booked under one PNR from an airline website. No through check-in, No transfers,when both the flights are from same airline. Basic flight, No service, No entertainment, expensive Food.",Economy Class,3,no,171,2,4,2,,Family Leisure,,New Delhi to Muscat via Mumbai,October 2016,1,,IndiGo,India
2017-08-10,"""amazes me with their service""",9,✅ Verified Review | Indigo always amazes me with their service. The environment in the aircraft from Chennai to Mumbai is very well maintained and the crew takes care of the passengers so very well. It is definitely the best airline in India. I would always be happy to fly with Indigo Airlines.,Economy Class,5,yes,172,4,5,4,5,Solo Leisure,,Chennai to Mumbai,August 2017,3,3,IndiGo,India
2017-08-12,"""late night flights late""",3,"✅ Verified Review |  Bangalore to Mumbai. Indigo's late night flights are always late. This is my third experience with same flight - flight is delayed by 1hr 10mins, last time when I travelled a month before then it was delayed by 2 hours this is really horrible. Generally this flight is taken by one who attends office whole day and then come for flight and you face this issue again and again. Indigo will lose it's reputation if they continue to do so.",Economy Class,3,no,173,1,2,,,Solo Leisure,,Bangalore to Mumbai,August 2017,2,,IndiGo,India
2017-08-13,"""would definitely recommend""",9,"✅ Verified Review | The service has been consistently good. Easily the best airline for domestic travel within India. In my experience they have been on time every single time (6 - 7 times a year that I flew). Extra legroom seats are charged nominally, no business class. Decent choice of snacks and beverages (no alcohol), crew are very professional and friendly. The aircraft could do with some inflight entertainment though. Would definitely recommend this airline to anyone visiting India or flying out.",Economy Class,5,yes,174,4,4,4,,Solo Leisure,A320,Chennai to Muscat,August 2017,4,,IndiGo,India
2017-08-25,"""an extremely annoying experience""",1,"✅ Verified Review |  We were traveling back from Hyderabad to Bangalore with our 85 year old mother and young children. The flight was delayed by 90 minutes in total and instead of arriving at 10.30pm we arrived at 12.05am. We had requested a wheelchair for our mother and whilst getting off the aeroplane as we approached the gate, we were advised to go back and sit. As the passengers were coming through the passage we couldn't make our way back to the seats. The air hostesses were extremely rude, repeatedly asked us to go back to the seats although there was no possible way to get back to the seats. They were just not willing to listen and talking in an extremely humiliating tone. They asked us all to leave behind our mother with one person which made the rest of us further anxious. In summary an extremely annoying experience, air hostesses who are expected to be kind and helpful were extremely rude, intolerant and unwilling to listen.",Economy Class,1,no,175,2,1,1,1,Family Leisure,,Hyderabad to Bangalore,August 2017,4,1,IndiGo,India
2017-09-02,"""Seats narrow with not much legroom""",6,"✅ Verified Review |  Bagdogra to Delhi. Check-in slightly chaotic at IXB. Flight full to the last seat. Service on board consisted of one cup of water. Seats narrow with not much legroom, which guaranteed very close contact to the neighbors. Arrival in DEL on time but we had to wait for some 40 min for the checked baggage to appear. We had flown the same route with Jet Airways before, who provided a much better experience than IndiGo.",Economy Class,4,no,176,3,2,1,,Family Leisure,Boeing 737,Bagdogra to Delhi,April 2017,3,,IndiGo,India
2017-10-02,"""offered genuine hospitality""",9,✅ Verified Review |  Doha to Kochi via Mumbai. I was having least expectation for this early morning flight. But crew on board offered genuine hospitality and big smile. They seems to be attentive and happy to operate this flight. And seating in the forward cabin crew working in the forward cabin did a good job on this flight. I would recommend indigo and would definitely fly with them again.,Economy Class,3,yes,177,3,5,,,Solo Leisure,A320,Doha to Kochi via Mumbai,September 2017,4,,IndiGo,India
2017-10-04,"""friendly and professional""",10,"✅ Verified Review |  Dubai to Trivandrum. We had a eventful day flying from Dubai to Trivandrum, first upon check in we were told that we lacked a return ticket out of the country so our visa would not be valid. The check in lady was very friendly and explained it very calmly. So my son and I went to book a flight out of the country, returned to the check in counter, where the lady saw us and waved us over and let us jump the que. We proceeded to security where the staff was friendly and gave clear directions to passengers who did not know the rules yet. After security however things got exciting again, while presenting our boarding pass I heard the staff talk to each other and we were told there was something in our bag that caught their attention. All was said in an extremely friendly manner while we racked our brains trying to imagine what was in the suitcase. I was allowed down to the tarmac where I opened the suitcase and it was examined, it turned out to be a door stop I brought? The staff were friendly during all of this and let us into the plane with a smile. The flight itself was very nice the seats were more comfortable and spacious then our previous flights with Pegasus. All in all the staff was extremely friendly and professional. ",Economy Class,5,yes,178,3,5,,,Family Leisure,,Dubai to Trivandrum,October 2017,5,,IndiGo,India
2017-10-16,"""seats were pretty cramped""",5,"✅ Verified Review |  Journey from Kochi to Dubai, seats were pretty cramped, we asked for an aisle seat and the adjacent seat to that (middle seat in this case as it was 3x3) but they gave us both an aisle seat, that was still ok, the passage area was not wide enough as you have to adjust yourself when an air hostess passes through. The seat was well cramped the storage area was good, its a budget airlines with the cost of ticket of a normal airlines, only benefit was that we have 30 kgs each. The storage area on above the seats was pretty wide. Staff and service was pretty average - average experience.",Economy Class,1,no,179,2,2,,,Family Leisure,A320,Kochi to Dubai,September 2017,3,,IndiGo,India
2017-10-18,"""needless 5 more hours""",1,"✅ Verified Review |  Vishakapatnam to Delhi via Hyderabad.  An earlier direct flight finished boarding and was not full. They wouldn't let us on that flight despite having sufficient space for absolutely no reason. A systems or customer service problem I'm not sure. But a plane just took off that we could have been in, and now we get to sit in airplanes for an absolutely needless 5 more hours. Awesome.",Economy Class,2,no,180,2,3,1,,Business,,Vishakapatnam to Delhi via Hyderabad,October 2017,1,,IndiGo,India
2017-10-27,"""provided me as much help""",10,✅ Verified Review |  Bangalore to Mumbai. I was not feeling well and air hostess provided me as much help as she can during my  journey. I am very much impressed with this behavior of staff towards passengers and I will be a frequent flyer of indigo. Thanks Indigo for choosing such a helpful and lovely staff,Economy Class,5,yes,181,5,5,,,Solo Leisure,,Bangalore to Mumbai,October 2017,5,,IndiGo,India
2017-11-15,"""as a worst experience""",1,✅ Verified Review |  Goa to Mumbai. It was a worst experience we had at Goa airport while travelling back to Bombay. We got to Indigo counter at 43mins prior. However we were denied for boarding as we were 2 mins late and were asked to pay difference of 10500Rs for next flight. We tried requesting the ground staff but they were arrogant and didn't show any respect or courtesy. It seemed like we have to live on their mercy to get on board to get back to Bombay. As it was way below self respect we decided to book another flight with Air India and got back home. It was most inferior action by the Indigo staff which could have been avoided.,Economy Class,1,no,182,2,2,1,1,Business,,Goa to Mumbai,February 2017,1,,IndiGo,India
2017-11-20,"""an impeccable flight""",9,"✅ Trip Verified |  Bangkok to Pune via Kolkata. As usual on this run, a route I have flown close to 30 times in the past 6 years, an almost-flawless flight. The only problem being no arrival cards on board for non-Indian nationals thus needlessly spending a much longer time in queue at Kolkata immigration. Other than that, an impeccable flight, especially the superb cabin crew.",Economy Class,5,yes,183,3,5,,,Solo Leisure,A320,Bangkok to Pune via Kolkata,November 2017,4,,IndiGo,India
2017-11-28,"""final flight I will book with IndiGo""",1,✅ Trip Verified | Had one of the worst experiences with IndiGo during a very critical moment. We had booked our flight 3 months ago. Our flight was from Trivandrum to Patna via Bengaluru. While we wer in Thiruvananthapuram we got a phone call from IndiGo 2 days prior to our departure saying that one my flights has been canceled and other one rescheduled. I was suppose to leave Trivandrum at 8:00 am and reach Patna by 3:00pm afternoon and we had to travel all the way to Nepal in order to attend a meeting on the very next day. IndiGo screwed us very bad and said they will provide us with a different flight but both on separate days. Now I am here in Trivandrum airport one day earlier to my actual departure and waiting for my flight which has been delayed once again. Now I will reach Bengaluru at midnight where I have to stay for 12 hours waiting for my next flight. Now my time and money are completely wasted. Staying over night in Bengaluru costs minimum ₹5000 and on top I'm stuck here wasting my time when I had to attend a party. This will be last and final flight that I will book with IndiGo.,Economy Class,3,no,184,3,2,1,,Solo Leisure,,Trivandrum to Patna via Bengaluru,November 2017,2,,IndiGo,India
2017-12-02,"""flight service is not good""",2,"✅ Trip Verified | Hyderabad to Bengaluru. Travel time, check in procedure, check out procedure and baggage collection are smooth and good. Inside flight service is not good. Our company has booked the ticket along with meals as well. I am not aware of it. I didn't check my boarding pass properly for special service. Crew members did not inform me about my meals while going to Bangalore. In return journey to Hyderabad they provided 1 cookies box (Rs.50/-). +1coke (Rs.100/-). We pay more money for meals at the time of booking, while not receiving the service we paid for.",Economy Class,2,yes,185,1,1,1,,Family Leisure,,Hyderabad to Bengaluru,November 2017,4,,IndiGo,India
2017-12-08,"""cheating elderly people""",1,"✅ Trip Verified |  Kolkata to Mumbai. I had a wheelchair passenger. Indigo provided no help getting onto the flight to Mumbai on Nov, 15. She had to walk to the gate. They issued the boarding pass but didn't wait for us and closed the gate 35 minutes before departure. They then charged me extra Rs.6500 to get us on to another flight. I have noticed the exact same happening to another senior citizen couple at the Mumbai airport on Nov 28th. When I objected they issued two tickets to the couple for free. Indigo seems to be cheating elderly people using this technique.",Economy Class,1,no,186,1,1,,3,Family Leisure,A320,Kolkata to Mumbai,November 2017,1,,IndiGo,India
2017-12-26,"""respects passengers valuable time""",5,✅ Trip Verified |  Indigo flight scheduled at 9:30am from Hyderabad to Ranchi has been delayed 3 hours 30 minutes on December 25th 2017. I am still not sure how long it would take me to finally board my flight today. I have a family event to attend but I think I won't be able to attend it.  It would be a customer delight if airline respects passengers valuable time and value for money. I have been a valued indigo customer but today I am sorry to say indigo customer centric ideologies are fading away these days. ,Economy Class,1,no,187,4,3,,,Family Leisure,,Hyderabad to Ranchi,December 2017,4,,IndiGo,India
2017-12-30,"""waiting for some imaginary flight""",3,✅ Trip Verified |  Bangalore to Mumbai. My flight 6E 464 was scheduled for departure at 9:20am on 30 December and is finally boarding at 3:45 pm. In between this many flights for Mumbai has flown and Indigo crew remained clueless about this particular flight and spoke rude to passengers who we're enquiring. After the delay till 2:40pm the airline stopped sending any information to passengers via SMS or call.  At some point we were thinking as if we were waiting for some imaginary flight!  The refreshments were announced only at 12:30pm when most passengers had arranged their meals.,Economy Class,1,no,188,,,,,Couple Leisure,,Bangalore to Mumbai,December 2017,4,,IndiGo,India
2018-01-21,"""quite careless these days""",5,"✅ Trip Verified |  Chennai to Raipur via Hyderabad. Indigo is being quite careless these days, they mess up things and all we get to hear is ""sorry for the inconvenience mam"". Recently While booking the tickets i had selected a XL seat for my father according to his comfort and convenience and had paid for it in advance, but still indigo somehow managed to sell all the XL seats including my father's, so today when we went to get our boarding passes, they said sorry mam, all seats are full and then they made me go here and there but in the end all they said is, you will have to manage and we will try to refund your money. Its not about money but the inconvenience which my father had to go through. Why have a feature of prior booking the desired seats if you people can't handle it properly.",Economy Class,3,yes,189,1,4,4,,Family Leisure,,Chennai to Raipur via Hyderabad,January 2018,1,,IndiGo,India
2018-02-05,"""Crew service: Pretty good""",8,"✅ Trip Verified | Flew IndiGo from Chennai to Madurai. The flight was a pretty short one, one hour. During that time, these are the things that I felt about the airline. 1) Check In: The Lines were long, the number of counters were pretty reasonable but could be increased considering the number of flights IndiGo operates. My advice, arrive early. 2) Aircraft: Neat. Clean aircraft. No problems. 3) Crew service: Pretty good. Up to standards. 4) Ground Support: I didn't face any trouble and the staff were pretty helpful too. 5) On Board Meal: it's not complementary. You have to buy it. Tasted good for the money. 6) Punctuality: On-time. No issues there. 7) Communications: Book online. You would get all the information via SMS, even the boarding gate information.",Economy Class,4,yes,190,4,4,5,,Solo Leisure,A320,Chennai to Madurai,February 2018,4,,IndiGo,India
2018-02-14,"""the flight was delayed""",6,✅ Trip Verified |  Mumbai to Bangalore. This is the second time I'm booking Indigo from Mumbai and both times the flight was delayed. The scheduled take off was 1545h and take off was 1725h for the flight. Both times I've missed being where I was supposed to on time.,Economy Class,4,no,191,1,4,2,,Solo Leisure,,Mumbai to Bangalore,February 2018,1,,IndiGo,India
2018-02-25,"""seats were a bit tight""",6,"✅ Trip Verified | Flew IndiGo from Kolkata to New Delhi. The check-in process was smooth and the baggage handling went well. I later found out as I had a ""Lite"" ticket, which was cheaper, I had to pay extra for my checked baggage. I did that. A bus took us to our aircraft. The plane was loaded and it took off exactly on time. The seats were a bit tight and legroom wasn't that good so I was a bit uncomfortable for a 2hr long flight. The head-rest of the seat also wasn't that comfortable. But you know, you can't expect that much in economy and the aircraft was also of a narrow-body type. With Indigo, you have to pay for food if you are flying economy, I ordered coffee and a Tandoori chicken Sandwich. From my judgement, the cost was a bit much for food of that quality. The sandwich was cold. You even have to call flight attendants for water every time, which in my opinion, would be much simpler if they just gave you a bottle. The plane's air-conditioning had troubles, so it was a bit hot. At last, the plane landed on New Delhi after 2hr 5min. Experience could have been a little better even if it was economy-class.",Economy Class,5,yes,192,2,5,3,,Family Leisure,A320-200,Kolkata to New Delhi,January 2018,5,,IndiGo,India
2018-02-26,"""very professional cabin crew""",9,"✅ Trip Verified |  Dubai to Singapore via Chennai. New aircraft, very professional cabin crew. They assist me at the check in to put my luggage to Singapore via Chennai. Transit in Chennai was very smooth despite the procedures of Indian police - checking three times our passports but all went ok. On time flights. I will fly with them on this route if needed. ",Economy Class,5,yes,193,4,5,3,1,Couple Leisure,A320,Dubai to Singapore via Chennai,February 2018,5,1,IndiGo,India
2018-03-08,"""As always exemplary cabin service""",9,"✅ Trip Verified | My umpteenth flight with IndiGo in the past four years, almost always Bangkok-Pune-Bangkok via Calcutta. As always exemplary cabin service, efficient check in service. This time had a harrowing experience that the airline handled with aplomb: I checked in and was asked if I had a PowerPac in my luggage and I said no. While waiting at the departure gate to board, the IndiGo agent called me over and said that there was a problem with my check-in luggage and that there was something ""suspicious"" inside. They asked me to exit security (surrendering my passport at Immigration and having my boarding pass cancelled). An IndiGo employee accompanied me to the bowels of the airport where my luggage had been held. I opened it up and what had aroused the scanner operator's suspicions was a litre of oil I was carrying. They opened the container examined it declared it ""passed"" and I re-locked my luggage. All this time I was very nervous that I might miss my flight. The IndiGo employee who accompanied me throughout this ordeal assured me that I would not. He re-escorted me through security and immigration where a new boarding pass awaited me. He assuaged my nervousness, stayed with me till I went through security and Immigration again, escorted me to the plane where I was the last passenger to board! A exemplary and totally extraordinary performance by an IndiGo employee who stayed with me during the entire ordeal. Many many thanks. On the downside, no Foreigner Arrival Cards on board the flight from BKK to Cal and no Thai immigration forms on the flight from Cal to BKK.",Economy Class,5,yes,194,3,5,,,Solo Leisure,A320,Kolkata to Bangkok,February 2018,5,,IndiGo,India
2018-03-11,"""pleased with this airline""",10,"✅ Trip Verified |  Chennai to Hyderabad and Hyderabad to Bangalore in February. Very pleased with this airline, clean aircraft, on time service, no luggage issues. I booked this trip from the US and everything worked out without any issues. Excellent value for money and way better than full service airlines I have flown within India.",Economy Class,5,yes,195,5,5,,,Couple Leisure,A320,Chennai to Bangalore,February 2018,5,,IndiGo,India
