date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2015-07-01,Lufthansa customer review,10,"Check-in in Hannover quick, Lufthansa Business Lounge (access due to FTL status) stylish, friendly staff and good offer of drinks and breakfast - even scrambled eggs. Rest I flew Economy. Flight Hannover-Munich short 45 min service with full bar and muesli service. Munich is a great airport to transfer! Lufthansa offers all passgengers free coffee/cappuccion/tea from machines and free newspapers at the gates. Flight Munich-Istanbul also with new onboard connect wireless entertainment system on short/medium haul routes which is a massive improvment. You can use your tablet or notebook and have access to a variety of movies in different languages, music, flight map and: newspapers and magazines in different languages from the same day to download. Hot meal served by charming and professional flight attendends. On time and efficient.",Economy Class,4,5,5,5,5,yes,563,Airbus A320/A321,Solo Leisure,Hannover to Istanbul via Munich,June 2015,5,,Deutsche Lufthansa AG,Germany
2015-07-04,Lufthansa customer review,10,"Excellent airline! Seats very comfortable, flight attendants smiling. They surprised us by approaching my husband and wishing him a happy birthday (without us telling them it was his birthday) and gave him a chocolate gift! They provided a very tasty sandwich with a large variety of drinks. They do not charge for the luggage! ",Economy Class,5,5,5,,5,yes,564,A321,Family Leisure,Rome to Prague via Frankfurt,June 2015,5,,Deutsche Lufthansa AG,Germany
2015-07-04,Lufthansa customer review,5,"This was our first time flying Lufthansa. While the organization that paid for my flight booked an economy ticket, I noticed the opportunity to bid on premium economy tickets for 3 of the 4 legs of our round-trip flights. Our bids were accepted for two of the flights, but not accepted for the third. Ironically, this is the one leg for which we had bid the most because we hadn't been able to secure good seats in the economy class. Even more ironic, when we checked in for this specific leg, we asked if there was an opportunity to upgrade class and we were able to do so at half the cost of what we had bid. Overall, the experience in premium economy was good. Much more room than the typical economy seat. But one leg was a bad experience. On the final leg, the seat map that we used to choose our seats was not accurate. It showed our two seats being in front of a set of bathrooms. When we boarded the plane, we found that our row was actually the first row after the bathrooms. Because we were on the side row, there was no wall or curtain between us and the bathroom. It essentially became a seven-hour flight sitting next to the bathroom. We would have been much better off with our original economy seats. I'm surprised that Lufthansa would not have designed this section better and that they didn't have a more accurate seat map.",Premium Economy,4,5,3,5,2,yes,565,,Couple Leisure,Pretoria to Boston via Franfurt,July 2015,5,,Deutsche Lufthansa AG,Germany
2015-07-05,Lufthansa customer review,10,"Smooth flight on upper deck of the Boeing 747-8. Seat is very comfortable. Food was excellent, crew upbeat and professional.  Pilot updated us on flight details frequently and a smooth landing. No idea why many critics here demand that the flight attendants smile for 12 hours, I always prefer friendly staff who I trust would act professional in an emergency case instead of a constant smile and no clue what to do if it counts.",Business Class,5,5,5,5,5,yes,566,Boeing 747-8,Business,Haneda to Frankfurt,June 2015,5,5,Deutsche Lufthansa AG,Germany
2015-07-08,Lufthansa customer review,5,"My partner and I were flying from Frankfurt to Hong Kong on June 28th - we sat at 34B/C. We were left no choice of meal options twice in a row as we were served last for both in-flight meals, dinner and breakfast. The crew served the meal from the same direction, from the back to front of the cabin both times, and when it’s our turn, we only got whatever was left. We can understand this the first time, but the second time it happened we didn’t get to choose our food, we felt being treated unfairly, and to us it clearly showed that Lufthansa did not care about attending to customers’ needs and respecting their right of choice. We paid our fares as everyone else! It is not about we really have to have that particular food, it’s about the fact this happened twice in a row and obviously did not respect customers choice. We have flown Lufthansa quite a few times, and were very disappointed this is the way Lufthansa treat their customers.",Economy Class,2,1,1,,3,no,567,,Couple Leisure,Frankfurt to Hong Kong,June 2015,3,,Deutsche Lufthansa AG,Germany
2015-07-08,Lufthansa customer review,8,"My journey was incident-free and my customer experience very good for an economy price. Staff were on the whole friendly, the planes were a good temperature, and there were only very small delays (20 mins for one connection). Food was nothing exciting but on planes it never is. I brought my own snacks. Entertainment system was a little less modern and the screen smaller than past experience, but it was still fine to pass the hours. Seat wasn't super comfortable and there wasn't loads of leg room, but with the blanket provided it was survivable. For the cheapest option around, that's all I had hoped for. As I said, the staff were friendly and well-presented. Only annoyance was that no-one came around between meals so any queries and assistance were hard to attain. Toilets were fine too. Not lovely, but they are plane toilets.",Economy Class,4,4,3,4,5,yes,568,,Solo Leisure,Birmingham to Seoul Incheon via Munich,June 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-09,Lufthansa customer review,10,"I was impressed and happy by the service, friendliness, food and entertainment on board. This was a big improvement to flights last winter with the old Business Class. The crew was great and the 10 hour flight went by fast. The A380 is quiet and smooth in the air and Lufthansa has done some homework and the flight crew made the difference. In my 16 years of flying the captain did not previously greet the passengers onboard. Years ago there was only 1 Purser who did the same thing.",Business Class,4,5,5,5,3,yes,569,A380,Family Leisure,Frankfurt to Houston,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-09,Lufthansa customer review,7,"The longest flight of Lufthansa. Crew was professional. Seats not so comfortable like Emirates or Cathay Pacific, but acceptable. For the price I paid, I expected more than I was given. Moreover, considering the lengh of the flight, the service should be very good, but it was decent. Entertainment system was ok and acceptable. To be honest, I don`t have anything to complain, maybe except the space for legs, but it is also difficult to find anything to praise in that service. ",Economy Class,3,3,4,3,3,no,570,Boeing 747-400,Solo Leisure,Frankfurt to Buenos Aires,September 2014,4,,Deutsche Lufthansa AG,Germany
2015-07-09,Lufthansa customer review,10,"I was impressed and happy with the service, friendliness, food and entertainment on board. This was a big improvement to flights last winter with the old Business Class. The crew were great and the 10 hour flight went by quickly. The A380 is quiet and smooth in the air and LH has done some homework and the hard working flight crew made the difference. In my 16 years of flying the captain did greet the Ladies, gentleman and children on board.",Business Class,4,5,5,5,3,yes,571,A380,Family Leisure,Frankfurt to Houston,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-13,Lufthansa customer review,10,"The long haul IFE now includes a new upgraded touch screen PTV with a much improved content selection, and each seat has a USB charging port. It's airline food, but it's pretty good. Drinks and snacks available throughout the flight. Lufthansa product has greatly improved since the last time I flew this route, two years ago.",Economy Class,4,5,4,5,5,yes,572,A340-600,Solo Leisure,EWR to MUC,June 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-16,Lufthansa customer review,1,"My family took a long haul flight with Lufthansa to Berlin via Frankfurt. They only give us a transit time of 1 hour 5 mins. By the time we came down from the plane at Frankfurt, I happened to look up at a clock in the airport, and it was already 20 minutes into the transit time. We walked to the gate, and it was a long walk. An airport staff member stopped the whole group of passengers from going down to the immigration clearing area, which we had to pass through before we can reach our gate for the connecting flight to Berlin. He just said the area downstairs was too crowded, so we cannot go down. He held us up for 10-15 mins. Finally, we were allowed to go down, and there were only 6 staff doing the immigration clearance (as compared to over ten in Heathrow airport). That takes another 10 minutes or so. In the end, we reached our gate 2 mins late, and the plane had left without us. After that, customer service was non-existent. This is no fault of ours. They could not put us onto the next few flights as they were all full. We were told to go to the gate to wait and enquire if any passengers didn't show up. We tried this for one flight, and I refused to do it again. The next available flight was 5 hours later. But we would have reached Berlin too late for us to take another connecting flight to London. I have booked this BA flight some 4 hours plus after our supposed arrival time in Berlin. Yet we had to miss it. To add to the insult, we were told we had to take the flight to Berlin, or they would re-calculate the total cost. In the end, we had to pay out to get a connecting flight to London from Lufthansa.",Economy Class,2,2,2,2,1,no,573,A340,Family Leisure,Singapore to Berlin via Frankfurt,June 2015,1,1,Deutsche Lufthansa AG,Germany
2015-07-17,Lufthansa customer review,7,"First time flying with Lufthansa for a long haul flight. Seats, food, and entertainment systems were on par with other European carriers. The real winner here was the international in-flight WiFi capabilities. The service was a bit hostile and pretentious at time. The meal service seemed a bit rushed and flight attendants nagging passengers to finish.",Economy Class,3,2,3,4,3,yes,574,A330,Family Leisure,IAD to ATH via MUC,July 2015,4,5,Deutsche Lufthansa AG,Germany
2015-07-18,Lufthansa customer review,8,"Flew from Heathrow to Barcelona via Frankfurt and back. Check in at Lufthansa at new Terminal 2 Heathrow at 06.00 in morning chaotic and lengthy - lots of passengers, too few check-in staff, check in equipment seemed not to be functioning well. Transfer at Frankfurt is complicated and long, compared with for example, Schipol, but better than Paris. All flights pretty full - but full compliments to Lufthansa cabin crew, very friendly and attentive given busy short haul flights. Complete punctuality. Also, a nice touch that pilot comes out of cockpit to say goodbye to passengers at end of flight. In contrast to Heathrow, check in at Barcelona extremely quick and efficient. All in all a good experience. ( As a bit of plane spotter, a bonus was that the LHR/FRA flight was on a retro livery Airbus!).",Economy Class,4,5,4,,5,yes,575,Airbus 320,Solo Leisure,LHR to BCN via FRA,July 2015,3,,Deutsche Lufthansa AG,Germany
2015-07-19,Lufthansa customer review,10,"The short flight from Manchester was very good, staff very nice, friendly and very helpful. Frankfurt to Johannesburg I was seated in Economy as usual, but just before take-off it was announced that seats were available in Premier Economy at the extra cost of 300 Euros. I asked a flight attendantif I could look at the seats before I committed to paying the extra money and she kindly took me through - I was delighted to see seats in this class were far superior to Economy. I agreed to pay the extra, was moved to my new seat and from then on my flying experience turned out to be one of the best I had ever had, it was brilliant, I felt that I was treated like a VIP. The flight attendant couldn't have been more helpful and kinder. I would defintely recommend Premium Economy to anyone. Thank you Lufthansa and your staff.",Premium Economy,5,5,5,5,5,yes,576,Airbus A380,Solo Leisure,Manchester to Johannesburg via Frankfurt,June 2015,5,,Deutsche Lufthansa AG,Germany
2015-07-19,Lufthansa customer review,5,"Check in was quick and efficient. While boarding the aircraft an announcement was made for priority boarding of business class passengers and those with Star Alliance Gold status. As a Gold member I moved into the priority line and when checking my boarding pass the gate agent complained about me going ahead even though the announcement clearly allowed for it. Once on board the aircraft was in pristine condition. As it was not a full flight I moved into a row all to myself and had a very comfortable journey. The FA's were not particularly friendly and performed the inflight service like preprogrammed robots. The dinner served was fairly basic but quite tasty. Flight left late but the crew me up for the delay resulting in on schedule arrival. The bags took nearly 40 minutes to come out and those tagged ""priority"" came out last. Overall it was a good travel experience but below the standard I have come to expect from Lufthansa.",Economy Class,3,2,2,,3,yes,577,A320,Family Leisure,BJV to FRA,July 2015,1,,Deutsche Lufthansa AG,Germany
2015-07-19,Lufthansa customer review,7,My original flight for my return to NZ was to Shanghai however due to Thunderstorms at Frankfurt the Paris flight was delayed and arrived an hour and a half late causing missed connection to Shanghai. Hope was given to us by the crew as they said everything was delayed and so we had a good chance but this was a false hope. On the Paris flight the English announcements were hard to hear as the sound was not turned up loud enough to overcome all those that had understood the German announcement and were now talking loudly. Attendants on Dubai flight were friendly and professional. There was mixed customer care when hundreds filed in to the customer service area. Some received overnight kits some received juice and water and some did not. The processing of people got faster when a second area opened up downstairs. Again mixed customer service. I got great service with all vouchers explained as well as clearly written on what was what as well as a meal voucher where as a lady I buddied up with didn't get as good service and no meal voucher. On return to Frankfurt airport the next day for rebooking great professional staff sorting out re ticketing of new flights. Accommodation was supplied in Frankfurt and also at layover on Dubai. This was fabulous. Overall my experience of Lufthansa is very good. I would fly with them again.,Economy Class,4,4,4,4,4,yes,578,A340,Solo Leisure,Paris to Dubai via Frankfurt,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-20,Lufthansa customer review,3,"Departure procedures from Heathrow were very slow. The flight to Frankfurt was delayed, with no explanation offfered. No seating was available at the gate. It was a mater of just wait and don't block the passageway. No information was given on board about the connecting flights. No effort was made to fast track passengers to make connecting flights. Enroute to the gate to get the Johannesburg flight we were informed by other passengers that the flight had left. Again there were no announcements. No Lufthansa representative was assigned to deal with passengers that were stranded. The group was split as some passengers did not have visas to enter Germany. After much walking and asking random people what to do, we found a service desk with staff willing to assist. This was also stressful as it was late and everyone was going off shift. The airport was near deserted except for the confused and stressed passengers, some of whom were travelling with small children. We were given a taxi, hotel and meal vouchers for the overnight stay. We had no luggage so a change of clothes and toiletries were an issue. We have been re-routed via Lagos with a 6 hour layover. ",Economy Class,3,2,3,,1,no,579,,Couple Leisure,Heathrow to Johannesburg via Frankfurt,July 2015,1,,Deutsche Lufthansa AG,Germany
2015-07-20,Lufthansa customer review,8,"Check-in and boarding were efficient. On board it was a fresh looking A330 with new Business Class seats. These are an improvement over the older angled seats but they are inferior to pods found on other carriers. In the fully flat position there is little space for your feet and overall, the seat is narrow. Flight left late due to congestion at FRA and arrived slightly behind schedule. The service was fairly attentive with FA's smiling throughout the flight. The appetizer was delicious but my lunch selection was overcooked and was quite bland. There were a wide selection of spirits and drinks to choose from and the wines served were fairly good. Pre-arrival meal was tasty and the portions were quite big. The IFE had a poor selection of movies and lacked in the number of new releases for both movies and music although the Bose noise-cancelling headphones were a nice touch. Upon arrival luggage was delivered promptly topping off a good experience.",Business Class,3,4,3,2,4,yes,580,A330,Solo Leisure,Frankfurt to Montreal,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-21,Lufthansa customer review,5,Flew LH from LIS to FRA on a Boeing 737-800. Flight on time. Check in at LIS was a breeze and flight on time. Breakfast served was okay and service was nice on this 3 hour flight. Got to FRA with a 2 hour connection. Had to get from one end of the terminal to the other and we kind of ran as we were a bit lost. Got to our gate and sat down to wait. After 30 minutes of waiting and near the boarding time I went to the desk to ask the status and was told we were delayed 3 hours. They did not tell passengers unless they asked and they never showed any change of timing on the information boards. LH then started handing out 5 euro meal vouchers- nothing in the canteen nearby was available to eat for 5 euros! Flight finally left 4 hours late and arrived at 5am in Mumbai instead of 1am. The food was awful. Seats on the 747 as uncomfortable as the A330. Crew were polite.,Economy Class,2,2,1,3,3,no,581,Boeing 737/747,Couple Leisure,Lisbon to Mumbai via FRA,July 2015,3,2,Deutsche Lufthansa AG,Germany
2015-07-21,Lufthansa customer review,10,"Lufthansa had a cheap offer for their newly introduced premium economy. Even though I used to prefer airlines with a stop-over we used LH direct flight due to the short travel time. The newly launched connection FRA-KUL is really worth the extra money. Lufthansa is clean, efficient and friendly. The seats were very comfortable, screen was big and food was ok. I slept for a straight 8hr and my wife slept 9.5hrs. We were really pleased with the service and comfort of this new connection/product. I haven't been a big Lufthansa fan in the past but this somehow changed my mind. We will come back.",Premium Economy,5,5,3,4,5,yes,582,Airbus 340,Couple Leisure,Berlin to Kuala Lumpur via Frankfurt,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-21,Lufthansa customer review,6,Flew BOM to BCN via MUC in June with 2 friends. Tried to do the online check in and it only worked for one of our tickets. When we got the the airport the lines for check in were long so we all went to the online check in counter and they allowed us to check in. Flight on time and boarding was quick. They serve a horrible roll after take off at 1am which was inedible. Seats quite uncomfortable. Headsets can hardly hear and this looked like a new aircraft. Crew was pleasant enough. Overall uneventful flight. Landed in MUC on time with a 40 minute connection and had to run for our next flight which we made with moments to spare. LH did nothing to make the connection easier which they so proudly advertise. Service on MUC to BCN much nicer - sandwich was lovely and fresh as was the coffee.,Economy Class,2,3,1,3,3,no,583,A330,Couple Leisure,BOM to BCN via MUC,June 2015,4,3,Deutsche Lufthansa AG,Germany
2015-07-22,Lufthansa customer review,10,"Boarded flight LH471 from Toronto Pearson to Frankfurt then LH632 from Frankfurt onto Amman. Used online check-in which was quite user friendly and smooth. Travelled with my disabled mother. She was helped into her seat by the very friendly cabin crew who escorted her from the aircraft entrance and I was helped with my onboard luggage. During the flight the flight attendants helped my mother with the food, something that I greatly appreciated. Upon arrival in Frankfurt we were met by very friendly and professional Lufthansa ground services personnel who escorted her and myself all the way to the Sheraton Airport hotel as there was a 12 hour wait between both flights and later came to the hotel to pick us up for our onward journey. The flight to Amman was on a small Airbus 320 however the cabin crew were extremely professional and helped us throughout. I am very pleased with Lufthansa and will certainly fly them again.",Business Class,5,5,5,5,4,yes,584,B747-400/A321,Family Leisure,YYZ to AMM via FRA,April 2015,5,,Deutsche Lufthansa AG,Germany
2015-07-23,Lufthansa customer review,6,"London City to Malta via Frankfurt for holiday. Check in at London City was friendly. All flights were on time, seats comfortable and inflight announcement was clear. However I felt service was a little bit robotic. Frankfurt is not the best airport for transit but we did not experience any long queue.",Economy Class,4,3,2,,4,yes,585,E190/A320,Couple Leisure,LCY to Malta via Frankfurt,June 2015,3,,Deutsche Lufthansa AG,Germany
2015-07-24,Lufthansa customer review,7,"MRS-FRA Business class on an old Boeing 737, but breakfast was surprisingly delicious. Connecting in FRA extremely stressful (this airport is now worse than CDG), I had 60 mn to do it. It took 30 mins only to arrive at terminal, due to very very remote parking plus a lot of airplane traffic that stopped our bus. Then a long queue at Immigration, and very remote finger (Z62). Boarding had started when I arrived. Service on upper deck (FRA to KIX) was pleasant but slow, the food was delicious. Brand new flat seats, a bit too narrow, but pleasant anyway. Wine list : the weakest point. Germany has so many nice wines they could have offered but Italian and Chilean instead. Champagne at high standards. Luggage quickly delivered.",Business Class,4,4,3,3,3,yes,586,Boeing 747 / Boeing 747,Solo Leisure,MRS-KIX via FRA,July 2015,2,5,Deutsche Lufthansa AG,Germany
2015-07-24,Lufthansa customer review,3,"Lufthansa used to be the best European airline, not least due to their care for ensuring connections even in case of delays. I am very disappointed that this appears to now be history. As a business class traveller with a Senator (Gold) card I would expect the best treatment so if I am treated as I have recently been, what must it be like for other customers? 1 hour delay from London Heathrow (about 30 minutes on arrival to Frankfurt), no busses there to meet the flight I guess is airport rather than airline problem. No information on the flight, the head purser first doubted that what I said about my onward flight, gave some wrong information and was later very rude as well as claimed that it is not Lufthansa´s task to give information (on a Lufthansa connection with a Lufthansa ticket?) this is most definitely a problem of the airline. With a direct transfer I would have made it, now it was a night in Frankfurt instead and arrival 13 hours late. Add to the misery that I was finally told, by the pilots, that I should hurry to the gate, although when I arrived the flight had left long ago so all the running was a total waste. Recently (end March 2015) on a late arrival from Amman to London, again with a Lufthansa through (business class) ticket via Frankfurt, I made it (running) to the gate for the next flight but no rebooking had been made and again, no information whatsoever from the flight crew. I am afraid Lufthansa is rapidly ceasing to be my first choice. What a shame, when only better information would deal with this problem. The very value for money that I used to appreciate - pay more but get something for it - rapidly slips with such treatment.",Business Class,4,1,4,,3,no,587,,Business,London Heathrow to Tallinn via Frankfurt,July 2015,1,,Deutsche Lufthansa AG,Germany
2015-07-25,Lufthansa customer review,2,"On Tuesday 7th of July 2015 we checked in to flight LH1285 to Frankfurt from Athens. When entering the aircraft we noticed that the seats in Business Class were the same as in economy and the legroom was the same. The seats were uncomfortable. Usually when you come into Business Class in an airplane you are greeted with a drink (water, juice or wine), but not on that flight. The stewardess did not pay much attention to us. No english newspapers. We had a little boy with us (8 years old) and when his mother asked for a pillow and blanket, only 2 pillows where found in the whole plane and 2 blankets. We waited a long time until food service started, even economy passengers in back of us got service before us. We were served 20 min later. As I said before the seats were very uncomfortable and as I am not a small man I could not put the tray all the way down because the legroom between the seats was not that much. 7th July 2015, Frankfurt to Keflavik Iceland, flight LH856. The same poor quality seats. We asked for a pillow and a blanket but there was only one blanket and no pillows in the whole plane. The reason we were given was that the plane came in over night and all blankets and pillows were used! The stewardess onboard was very nice and tried to calm me down, the reason she said that the seats weren´t better than this was that the flight was short haul. I fly all over Europe at least 15 times a year and everywhere, the Business Class has better seats. ",Business Class,1,1,3,,1,no,588,Airbus,Business,"Athens to Keflavik, Iceland via Frankfurt",July 2015,3,,Deutsche Lufthansa AG,Germany
2015-07-27,Lufthansa customer review,10,"When I arrived at Washington Airport from Tampa, easy connection with the new Subway-Skytrain to the Terminal with the Lufthansa Lounge. Gate to Munich is right next to the Lounge. Warm welcome from the ground staff, excellent food and wine. Easy boarding process for First Class due to a direct door from the lounge to the jet bridge of the plane. Very warm welcome from the cabin team. Very good food on board with excellent Service. One hour before landing I got my wake up call with a easy and lite breakfast. Overall a great flight. Easy and fast Immigration in Munich with Custom/Federal Police office in the Lufthansa Lounge. Pick up with the Limousine worked perfect to the small Airplane to Nürnberg,like everything worked out on this trip.",First Class,5,5,5,5,4,yes,589,A330 ,Solo Leisure,Washington to Nuernberg via Munich,July 2015,5,3,Deutsche Lufthansa AG,Germany
2015-07-27,Lufthansa customer review,7,"Smooth check-in in Lisbon. TAP Lounge is closed now, and no alternative is offered for the moment. Flight delayed 30 mins due to late arrival from previous sector. Nice, but not overly friendly cabin crew. Only one FA looked presentable, others looked shabby and tired, but still, they always smiled. Nothing special about food - little tray with hot pasta, one bread roll and tiny Mars bar. Boring. IFE streaming to your own device was a nice touch, but flight itself is nothing to remember.",Economy Class,3,3,2,4,3,yes,590,A321,Business,LIS to MUC,July 2015,2,4,Deutsche Lufthansa AG,Germany
2015-07-27,Lufthansa customer review,7,"LH145 - 06/07/2015, A319. Easy boarding Process in Nuremberg, friendly staff on board. After arriving in Frankfurt, due to short connection, direct transfer with a limousine was already organized. LH440 - 06/07/2015, A380. Unfortunately when arriving at the gate to Houston, plane was delayed due to technical issues. Ground staff were confused, delayed the boarding twice. Boarding started about 45 min later than normal. Due to the amount of seats in business class, there were already 2 lines of about 40 people each for the boarding process. When boarding started the ground staff did that manually in only one line, without activating the two self service scanners. After 20 min I went to the purser and asked if she can assist me with boarding (First/Sen). She told me the boarding process had already started (sure, I was waiting there) and I can board after queuing in the line. After I asked why the scanners were not activated, she looked confused around and asked some colleagues, who then activated the scanners, which gave me the possibility to board. Unfortunately already a lot of people from Economy had boarded, which caused a delay on the stairs to the two bridges (First/Business and Economy). Overall my worst boarding process flying First with LH. Welcome on board was great, service and food thru the entire flight the same. Great people and a big thank you to the team of LH. The pilot could not catch up, so when we landed in Houston and the door opened, I had 10 minutes connection time to the boarding to TPA on C34. Fortunately it worked out with Global entry and a 15 min delay of my flight to Tampa.",First Class,5,5,5,5,3,yes,591,Airbus 319 / 380,Solo Leisure,Nuernberg to Houston via Frankfurt,June 2015,1,3,Deutsche Lufthansa AG,Germany
2015-07-27,Lufthansa customer review,8,"Rome to Frankfurt in Airbus 321. Lufthansa could not help that at Rome Airport the lounges were closed, however a voucher of 10€ was rather limited - for a small snack and 2 basic non alcoholic drinks I paid 17 €. Flight delayed on departure due to extremely strong winds at Frankfurt airport. Once boarded FA's were friendly - meal was rather basic for this flight, drinks just OK. Frankfurt to Brussels flight had a delay of nearly one hour due to stormy winds. When seated for 20 minutes onboard, drinks were provided to all passengers. Captain did give ample information - meal ok, luggage could have been faster at Brussels airport.",Business Class,4,4,3,,4,yes,592,Airbus 321,Solo Leisure,Rome to Brussels via Frankfurt,July 2015,3,,Deutsche Lufthansa AG,Germany
2015-07-30,Lufthansa customer review,5,"Smooth check-in in KIX. Acceptable ANA lounge. Not a friendly welcome on board. Seat 1A is the best, with a lot of room, much wider. Service was extremely friendly, especially from the Japanese attendant who was completely dedicated to customers. Unfortunately western food was horrible, it seemed old, no taste - crew did not accept that I switch to Japanese menu. Wine list as poor as on the way to KIX. Catering was below international standards in Asia. Connection in FRA was quick (arr and dep in Term B); however no lounge on the Schengen part of Term B. A trap. Bus to aircraft. Nice welcome, nice snack, very friendly service.",Business Class,4,5,2,3,3,yes,593,Boeing 747-400 / A319,Solo Leisure,Osaka to Marseilles via FRA,July 2015,3,5,Deutsche Lufthansa AG,Germany
2015-07-30,Lufthansa customer review,9,"This is a very quick flight onboard the small A319-100. The seats are the usual economy seats with the middle seat empty. However, what I’m always amazed with Lufthansa is how even on a 55 min flight they can provide you with a delicious, fresh and well presented meal. On such short flights, where seats on various European airlines are often very similar, it’s a memorable meal like this that can make all the difference.",Business Class,3,4,5,,4,yes,594,A319-100,Solo Leisure,Frankfurt to Amsterdam,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-30,Lufthansa customer review,2,"The flight attendants were surly, service poor and the seating uncomfortable. The 747 had the new slim seats and the passenger in front of me had his seatback reclined the entire flight. The movie screen was so close to my face. The beverages were passed out in very small plastic glasses and rarely more than half full. One has to ask for 2-3 cups to get a healthy amount of fluids. The flight attendents hid behind the curtains much of the flight, discouraging passengers from walking in the aisles. ",Economy Class,1,1,2,5,2,no,595,Boeing 747,Couple Leisure,Frankfurt to Boston,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-07-30,Lufthansa customer review,9,"For the first time I flew Lufthansa from Frankfurt to Dubai, I was very impressed with the meal service and with the cabin crew. Service was great, every 20-30 minutes water and juice was served. The seat comfort was good. Overall a good experience.",Economy Class,4,5,5,5,5,yes,596,A340,Family Leisure,Frankfurt to Dubai,June 2015,4,4,Deutsche Lufthansa AG,Germany
2015-07-31,Lufthansa customer review,9,"Traveled from Stockholm to Munich in the originally booked slimline Economy seat, which surprisingly felt more roomy at a 30-inch pitch than the 31-to-33-inch Air Canada E190 Economy seat I sat in three days later. Complimentary sandwiches and beverages served en route. Effortless connection to onward flight to Canada on arrival in Munich. Received an unexpected upgrade to Business Class, which was a wonderful experience with more personalized service, good food, a decent selection of documentaries to watch (which I prefer to movies), and a comfortable recliner seat.",Business Class,4,4,4,4,5,yes,597,A320/A330,Solo Leisure,Stockholm to Montreal via Munich,July 2015,4,,Deutsche Lufthansa AG,Germany
2015-08-01,Lufthansa customer review,9,"For the first time I flew Lufthansa from Rome to Sao Paulo via Frankfurt, I was very impressed with the meal service and with the cabin crews. The service was great and the seats were very comfortable, especially on the brand new 747-800. The only negative point is the inattentive and rude ground staff at Fiumicino airport. Overall I would recommend Lufthansa on this route. The business class service is excellent, almost on par with that offered by Swiss.",Business Class,5,4,5,5,4,yes,598,Boeing 748 and A321,Business,Rome to Sao Paulo via Frankfurt,July 2015,3,,Deutsche Lufthansa AG,Germany
2015-08-06,Lufthansa customer review,5,"I am a frequent traveller. Based on this experience I would not recommend Lufthansa for economy class long-haul. The space between seats was very cramped (worst I've had on long-haul). This was for an 11 hour flight. Quality of food was poor, essentially inedible. On positive side, staff were friendly, flight was punctual, entertainment system was good.",Economy Class,1,4,1,3,4,yes,599,A380,Family Leisure,Frankfurt to Los Angeles,May 2015,4,,Deutsche Lufthansa AG,Germany
2015-08-09,Lufthansa customer review,7,"Food on return trip was marginally better than on outward trip but nothing to write home about, especially the overly tired pain chocolat on the way out which I tried to bite but then thought better about it. Staff are friendly and attentive. Seats were comfortable, and needed to be so, as Lufthansa seem to have a unique way of putting a plane down quite hard onto the runway. My only criticism is with the lack of organisation at the check-in gates, with flights sometimes not being called properly so that passengers mill around not knowing what is going on. This aspect is even worse when things go wrong, as they often do on the trip to and from Salzburg as a result of delays and cancellations due to adverse weather. There is very little signage or help from Lufhansa staff in such circumstances.",Economy Class,4,4,1,,4,yes,600,,Couple Leisure,Salzburg to Aberdeen via Frankfurt,August 2015,1,,Deutsche Lufthansa AG,Germany
2015-08-09,Lufthansa customer review,4,"The flight from Bologna landed late. Nobody was waiting for us and we had to run from one side of the airport to the other, and Frankfurt airport is a huge airport. When I arrived all passengers had already boarded. Then in Chicago I got another surprise - my luggage did not make it on the plane. I went to the Lufthansa booth to fill the form and they told me the suitcase would arrive on the next day flight and I should expect it for around 5pm (it arrived at midnight). They gave me a bag with toothpaste, toothbrush, a deodorant and some other items. The onboard service was good. Food was good. The cabin was nice with new furniture. WI-FI didn't connect.",Business Class,5,3,2,5,2,no,601,,Business,Bologna to Chicago via FRA,June 2015,1,1,Deutsche Lufthansa AG,Germany
2015-08-10,Lufthansa customer review,10,"Lufthansa's first class product is truly world class. Flying in seat 1A on the 747-8i from Frankfurt to New York was like sitting in a decked out BMW. Everything in the cabin exuded luxury and precise German engineering. The leather of the seat and the console. The seat movements were effortless. The table slid in and out from the side console without any resistance. It is a quality product. Even the details in the bathroom made it a pleasure to hang out there. Although the cabin has a very open feel, unlike the very private suites on Singapore Airlines or Emirates, there is a side panel that you can lift that creates enough privacy if you so desire it. The catering was superb, as was the service. European professionalism with class. Add to that the First Class Terminal in Frankfurt and the drop-off to the plane in a white Porsche, and you get a Top 3 global first class product. If I had to change one thing, it would be the video screen. It’s far too small for a product like this. It doesn’t do justice to the rest of the cabin. My only question now is: why can't LH make their business class as superb in comparison to other airlines?",First Class,5,5,5,3,5,yes,602,Boeing 747-8i,Solo Leisure,Frankfurt to New York,August 2015,5,,Deutsche Lufthansa AG,Germany
