date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Type Of Traveller,Route,Date Flown,Aircraft,Ground Service,Wifi & Connectivity,airline_name,country
2014-01-20,Turkish Airlines customer review,9,LHR-IST-LHR over the Christmas - We use this airline regularly as they offer a good choice of flights from London with convenient departure times and have always been impressed with the quality of inflight service. B777-300 in both directions - aircraft was very clean and looked reasonably new. Very tasty meals were served in both directions and the Turkish Delight shortly after take-off is a nice touch. Good choice of drinks offered with the meal although it's true to say that they don't regularly pass through the cabin with the drinks trolley (to be honest there aren't many airlines that do these days - especially in economy) all you have to do is ask and they will serve you with a smile! The AVOD offered a good choice of TV and movies - the 4h flight passed very quickly. It's worth remembering however that some of the flights from London use smaller B737 or A320 family aircraft and may not have personal TVs in economy. The 11.40 and 16.10 flights from LHR generally use A330s / 777s. We have flown on smaller planes and the service is fine but not quite as much legroom as on the 777. Overall the flights were very comfortable with good in-flight service and compare favourably with many Western European airlines that I have flown on and have no hesitation in recommending them.,Economy Class,1,1,1,1,1,yes,134,,,,,,,Turkish Airlines,Turkey
2014-01-20,Turkish Airlines customer review,10,Flew Manchester to Bangkok on the 13 January 2014 both flights departed on time and I arrived at Bangkok about 15 minutes early. Overall a good experience helped by a friendly and hardworking crew. Overall an excellent experience which I can recommend.,Economy Class,1,1,1,N/A,1,yes,135,,,,,,,Turkish Airlines,Turkey
2014-01-20,Turkish Airlines customer review,2,IST-IKA 28th Dec 2013. I arrived from MUC going to IKA. Finally one hour delayed we entered the plane. Crew were very unfriendly without taking any notice of us. Shortly after take-off we got Turkish delights. Then it took a very long time before we got our meal. According to the menu you had the choice of two meals but when they reached my row no choice and a very cold meal. On the A321 you had theoretically inflight entertainment. The menu of the display was in Turkish English German French Arabic but only the menu. The movies etc. were only in Turkish. Summary: Delayed bad service cold meals unfriendly staff chaotic situation at the airport in Istanbul.,Economy Class,1,1,1,1,1,no,136,,,,,,,Turkish Airlines,Turkey
2014-01-20,Turkish Airlines customer review,6,Flew Turkish Airlines for the first time in December Business Class from Dhaka to Vienna return Paris to Dhaka. We were disappointed in a number of things. There was no entertainment service (out of order both ways) and the attendants while not unpleasant were more interested in chatting than serving. The food was excellent and the beds OK. The rap highlight however was the Istanbul lounge which must be amongst the best in the world. Fabulous food and services.,Business Class,1,1,1,1,1,yes,137,,,,,,,Turkish Airlines,Turkey
2014-01-22,Turkish Airlines customer review,2,Flight from MUC to IST. We left on time but when we reached IST we had to wait about 25 mins on the airfield. The crew were very unfriendly without saying 'hello' on entering the plane. Shortly after take off we got Turkish Delights then nothing more for 1.5 hrs. According to the menu we had the choice of two meals but when staff arrived at my row there was no choice. The meal was cold drinks and meal served together.,Economy Class,1,1,1,1,1,no,138,,,,,,,Turkish Airlines,Turkey
2014-01-22,Turkish Airlines customer review,5,KTM-IST-LHR 28/12/2013. A330-300 flight from KTM was delayed around 5 hours. Not much information given apart from aircraft was circling above probably due to fog but other flights although smaller jets landed up to 2 hours earlier. On board aircraft had no personal screens and on take off the Captain announced there would be no IFE with no reason given. Transit at IST should have been 6 hours but due to the delay we had a 1 hour transfer so a rush to the departure gate. Flight to LHR arrived a half hour early but checked in baggage was left in IST. This was delivered on the next flight and delivered by courier the next day.,Economy Class,1,1,1,1,1,yes,139,,,,,,,Turkish Airlines,Turkey
2014-01-22,Turkish Airlines customer review,3,On Jan 17th we went from DXB to IST. This flight was awful. Normally they have quite a lot space in economy class but not in this Boeing we really had to squeeze ourselves between the seat rows! Also they had no control over the hand luggage. Passengers came with really large bags and cases which that were not at all suitable to be stored in the cabin. When the lockers were full some passengers started arguing. This was chaos! Until this point we had always been satisfied with THY but this time we were disappointed. The connecting flight from IST to LEJ as well as the onward flights some days ago were much better.,Economy Class,1,1,1,1,1,yes,140,,,,,,,Turkish Airlines,Turkey
2014-01-23,Turkish Airlines customer review,3,BKK-SGN. Very disappointed upon a first good impression that did not last: Aircraft 777-300 were old and worn. Staff pretend to be kind but were just assuming they could speak English. Basically no food on board and a very very poor cold sandwiched was made from remnants from the previous leg flown. Horrible. The 2 staff dressed as cooks were a joke: apart from clothes not clean they were just pretending and no foods were ever cooked or made for the flight. Could not get additional food. They told me that the cheese was spoiled by heat from the previous trip. An FA agreed to offer me anyway but never came to me again. The mayonnaise in the sandwich were not good and too much. After hard negotiations got a glass of champagne but no info of provenance. Menu cards were wishful thinking. Seats worn and torn arranged in herring pattern poorly arranged and most provided no view. No earphones provided. No travel kit no magazines no papers nothing of anything! Seat pockets were empty except for air-sick bags and safety/emergency info card. Staff kept away from cabin as they had nothing to offer. At least they admitted that they had ran short of supplies. We were then forced seated as they announced we were to land soon. That gave them excuse for further denials of drinks and snacks and food. I was allowed to try their ancient 1st class and was impressed by the very old design and spacious cabin with 4 windows at a seat. The cabin was closed for service however as only business class is sold. Give only score 3 out of 10: two for being on time and one for an FA for being honest enough to admit food crises on board.,Business Class,1,1,1,1,1,no,141,,,,,,,Turkish Airlines,Turkey
2014-01-25,Turkish Airlines customer review,2,TK 713 Dhaka - Istanbul Dec 13 2013 and TK 712 Istanbul - Dhaka Jan 9 2014. The airline is turning from slight above average to a complete disaster on their Dhaka bound flights. Now they are using their oldest A330-203 with no inflight entertainment at all. Seats are sometimes broken. Even the last resort of comfort the reading lights are not working or wrongly wired and therefore useless or really annoying. FAs are trying to cope with it but you can see that it even annoys them to work on a plane like this. They will even wake you up in the middle of the night to serve breakfast when everybody was sleeping. When I got shook awake despite having a sleeping mask on and questioned them they said it is normal for them to serve at this time as it was morning in Istanbul (5 hours away). Dhaka is not an easy destination but Turkish is doing everything to make it the worst for the average passenger. In winter when there is morning fog in Dhaka Turkish is the only carrier that does not dare to change their flight schedule like Emirates or Qatar but prefers to have their flights delayed by 5 hours without prior notification. It had now happened 3 times travelling from Dhaka or Istanbul. Only positive thing is the quality of the food which is usually good and tasty and drinks policy. Nevertheless this was my last flight with them after I was a loyal traveller due to affordable price.,Economy Class,1,1,1,1,1,no,142,,,,,,,Turkish Airlines,Turkey
2014-01-28,Turkish Airlines customer review,9,TK34 from Houston to Istanbul with friends. First time with Turkish and we were very satisfied. Seats were comfortable and the service was good. This trip would have been perfect however on the return to Houston the last meal before landing was not fresh I got rock hard dried out pasta. The way they handled this was a disappointment.,Economy Class,1,1,1,1,1,yes,143,,,,,,,Turkish Airlines,Turkey
2014-01-28,Turkish Airlines customer review,9,"JFK-Istanbul-Bangkok. While the crew were not overwhelmingly friendly they did their jobs efficiently and mostly with smiles. What sets Turkish Airlines apart besides their phenomenal lounge at the Istanbul Airport is the quality and quantity of the food that they serve on board. Whereas on most other airlines you get a choice of perhaps 3 different appetizers to choose from on Turkish Airlines they have a whole trolley filled with different Turkish appetizers from you to select. You can try as many as you want. The same logic holds true for desserts. You had perhaps 10 different options to choose from. The seats on both flights were not of the ""lie flat"" variety but were comfortable nonetheless. My only true complaint dealt with the cabin temperature. The crew kept the temperature fairly warm on both flights. I did ask one of the attendants to lower the temperature on the flight to Istanbul which she did. But in about an hour or two later the temperature was warm again. Offerings in the amenity kits provided were generous and the cabins and rest rooms were kept fairly clean throughout both flights. Lastly it really is a bit comical to see one or two of the flight attendants dressed up as chefs given that none of the food is prepared on board.",Business Class,1,1,1,1,1,yes,144,,,,,,,Turkish Airlines,Turkey
2014-01-30,Turkish Airlines customer review,5,NRT - Istanbul - Barcelona. Plenty of food and snacks on the long haul flight - I love how they give out Turkish Delights just after take off and a meal menu on all flights. The only complaint was the friendliness of the crew who always looked grumpy and a few were falling asleep at their crew seats during taking off and landing on both sectors. Once they completed their meal service they disappeared and were chatting non stop at the back of the plane with other crew. Other than this a good 2 sectors with TK.,Economy Class,1,1,1,1,1,yes,145,,,,,,,Turkish Airlines,Turkey
2014-01-30,Turkish Airlines customer review,1,Geneva - Istanbul TK1918 19 Dec 2013. Istanbul - Dhaka 19 Dec 2013 TK0712. Dhaka - Istanbul 9 Jan 2014. Istanbul - Geneva 10 Jan 2014. No inflight entertainment on flight from Istanbul to Dhaka or from Dhaka to Istanbul. On January 9 flight from Dhaka to Istanbul was delayed 7 hours due to fog. When the flight finally took off on 9 Jan flight time from Dhaka to Istanbul (non-stop) was 8.5 hours due a ridiculously old plane being used. I was informed in Dhaka on 9 Jan that I would miss my connecting flight to Geneva and would have to travel the next morning and was thus issued a boarding pass for the next day. When we arrived in Istanbul no instructions were given by the cabin crew leaving passengers to figure things out on their own. It took another 2.5 hours for ground staff to issue us hotel vouchers. Some toilets were non-functional on the flight from Istanbul to Dhaka on 19 December. All crew members on the flight from Istanbul to Dhaka and back appeared to be Turkish and spoke very basic English. Plus points: Staff of Turkish airlines in Dhaka were most professional and courteous and did their best to attend to the needs of passengers. Food was decent. Overall - a very lousy experience. There is a major difference in the quality of service (old planes no in-flight entertainment rude/unprofessional service) on the flight to/from Dhaka-Istanbul compared to flights to/from Istanbul-Geneva.,Economy Class,1,1,1,1,1,no,146,,,,,,,Turkish Airlines,Turkey
2014-02-03,Turkish Airlines customer review,3,LHR-IST-SCQ via BIO. I pre-reserved seats which were not respected even being Elite+ passenger on TK. Check in at LHR was very regular not giving a decent service. I was not advised about the seats and lounge options. Flight LHR-IST departed on time and was full. Fight was so hot! A321 was dirty and old. The cabin crew served the meal and drinks and disappeared for the entire flight. My headphones stopped working in the middle of the movie and even changing them did not help. Staff did not do anything to help. My next flight to Santiago via Bilbao was as bad as the first one. No movie available. Only one service available during 6 hrs of the flight. The last leg BIO- SCQ did not have any service. All in all not a good experience and for the price paid I would never repeat!,Economy Class,1,1,1,1,1,no,147,,,,,,,Turkish Airlines,Turkey
2014-02-03,Turkish Airlines customer review,3,LHR-IST-SCQ via BIO. I pre-reserved seats which were not respected even being Elite+ passenger on TK. Check in at LHR was very regular not giving a decent service. I was not advised about the seats and lounge options. Flight LHR-IST departed on time and was full. Fight was so hot! A321 was dirty and old. The cabin crew served the meal and drinks and disappeared for the entire flight. My headphones stopped working in the middle of the movie and even changing them did not help. Staff did not do anything to help. My next flight to Santiago via Bilbao was as bad as the first one. No movie available. Only one service available during 6 hrs of the flight. The last leg BIO- SCQ did not have any service. All in all not a good experience and for the price paid I would never repeat!,Economy Class,1,1,1,1,1,no,148,,,,,,,Turkish Airlines,Turkey
2014-02-03,Turkish Airlines customer review,3,LHR-IST-SCQ via BIO. I pre-reserved seats which were not respected even being Elite+ passenger on TK. Check in at LHR was very regular not giving a decent service. I was not advised about the seats and lounge options. Flight LHR-IST departed on time and was full. Fight was so hot! A321 was dirty and old. The cabin crew served the meal and drinks and disappeared for the entire flight. My headphones stopped working in the middle of the movie and even changing them did not help. Staff did not do anything to help. My next flight to Santiago via Bilbao was as bad as the first one. No movie available. Only one service available during 6 hrs of the flight. The last leg BIO- SCQ did not have any service. All in all not a good experience and for the price paid I would never repeat!,Economy Class,1,1,1,1,1,no,149,,,,,,,Turkish Airlines,Turkey
2014-02-09,Turkish Airlines customer review,7,Flew to Muscat via Istanbul and returned a month later. Very pleasant experience. Take off and landing super. Took advantage of tour of Istanbul and the use of the hotel on our return leg. Food good. However the ground crew not friendly at all but cabin crew were superb.,Economy Class,1,1,1,1,1,yes,150,,,,,,,Turkish Airlines,Turkey
2014-02-10,Turkish Airlines customer review,10,737-900. Although we were delayed 4 hours in Manchester due to high winds (not a problem) we had a lovely smooth flight the business class seats on this plane are excellent plenty of room and fully reclining. Very good service once seated a glass of juice or wine was offered then a lovely salmon salad later a choice of chicken beef or macaroni - plenty to eat and wines excellent. Turkish or French wines offered plus liqueurs. Entertainment first class.,Business Class,1,1,1,1,1,yes,151,,,,,,,Turkish Airlines,Turkey
2014-02-10,Turkish Airlines customer review,8,Flew CPH-IST-Bombay mid December 2013. One more good experience with THY all flights on time and service as expected good. No other European carrier serves this amount of meals on intraeuropean flights and service about the same on intercontinental. As a regular flyer on THY in recent years I would recommend changing the meals a little - on all 4 flights food was the same as before always delicious but perhaps a little tired compared to some years ago. Beverage service excellent and although staff of THY are not very smiley they were effective. Inflight entertainment good with good selection of movies both older and recently published. Transfer in IST chaotic on way out very smooth on return flight. Again I can recommend THY for both service costs and extensive route network.,Economy Class,1,1,1,1,1,yes,152,,,,,,,Turkish Airlines,Turkey
2014-02-12,Turkish Airlines customer review,1,9th Feb TK70. We purchased our tickets from London to Istanbul and then from Istanbul on to Hong Kong almost as soon as they were released 11 months before we were due to travel. Perhaps because we booked through an online travel agent we were not offered seat selection at that point. We didn't worry too much because we assumed that the airlines default position would be to sit a couple together and after all we had booked very early. This turned out to be a naive assumption! When we attempted to check in online which was more than 36 hours before the Istanbul to Hong Kong flight the only seats available were at opposite ends of the cabin. Our pleas to the Turkish airlines office in London the check in desk at Gatwick and the transfer desk at Istanbul were all to no avail. This completely ruined the flight for me whilst I respect that the airline couldn't bump someone from a pre booked seat we should have been sat together by default at point of booking.,Business Class,1,1,1,1,1,no,153,,,,,,,Turkish Airlines,Turkey
2014-02-13,Turkish Airlines customer review,2,IST-EZE GRU-IST Economy. I am a frequent flyer with TK (Elite) and there are many things I like about TK but the biggest problem of this airline is consistency. Some flights are excellent while others are just a horrible experience. This happened with my flights to EZE and back from GRU. The plane on both legs was awful. Under each seat there is a big metal box which makes it unbearable in combination with the tight legroom. Overall the plane seemed old and not taken care of. It had not been cleaned properly before departure. The staff were not attentive forgetting my requests. On the return flight there was no menu no hot towel no fresh orange juice. The temperature during the flight - freezing. The lounge in GRU is a joke. The good TAM lounge is closed at night and they use the Smiles lounge which is simply not acceptable. Ground handling poor - my priority has not been recognized at baggage delivery and for the return flight the check in staff didn't attach the priority label at all. All in all if I only took this one flight and judged TK based on this experience I would definitely not recommend this airline.,Economy Class,1,1,1,1,1,no,154,,,,,,,Turkish Airlines,Turkey
2014-02-14,Turkish Airlines customer review,2,Attempted to fly from Istanbul to Bangkok on Nov 29th but flight was delayed 5.5 hrs. No explanations given. No compensation despite delays. On-board entertainment was not properly working at my seat. Was too tired anyway. Pretty bad experience. Return flight was better (on time at least).,Economy Class,1,1,1,1,1,no,155,,,,,,,Turkish Airlines,Turkey
2014-02-17,Turkish Airlines customer review,8,TLV-IST-HEL. TLV to IST B737-800 great leg room leather seats no personal IFE. The crew were nice handed out heart shaped chocolates for Valentines Day. They managed to serve breakfast on this short flight and a bar service. The only bad remark cabin very hot during boarding terrible welcome. It got better as we took off. Remote parking in IST bussed to terminal. Security much quicker than expected. Departure area crowded and stuffy as usual. Again boarded A321 steaming hot. This time legroom was atrocious could not move or eat? The B737-800 felt like business class compared to this torture. Crew friendly and hard working full hot meal service wine beer and alcohol were free. This time personal IFE. Product seems inconsistent. All in all a positive experience.,Economy Class,1,1,1,1,1,yes,156,,,,,,,Turkish Airlines,Turkey
2014-02-20,Turkish Airlines customer review,5,AMS-IST: I was on the wing. This section has to do with 1 less FA than in the back. My warm meal arrived cold. KIX-IST: Like on the outbound flight a sense of disorganization during 1st meal service. One FA was running back and forth. Good on-time performance.,Economy Class,1,1,1,1,1,yes,157,,,,,,,Turkish Airlines,Turkey
2014-02-21,Turkish Airlines customer review,8,JNB-IST-WAW 13 and 14th Feb. Flights on time. Metal was A330 and A321 respectively. The long haul was excellent with many food and drink choices. Wines from 4-5 continents ranging from rose champagne red and whites selected from within a wide range just to my taste. FA attendants were frequent and respectful. IFE maybe the best I've seen and easy to operate. Huge monitors. Bed not fully lie flat so I actually turned around and laid my head on the stool and slept better with my legs in slight upward position. Night-kit given was boring and superfluous. Check-in at transit in JNB only possible 3 hours prior to departure. However was allowed through security without boarding cards as to kill time in the SAA-lounges. When the check in lady eventually appeared at transit she was professional and kind and managed even to trace my luggage and give it an additional (needed) label so I could transfer it throughout. The corresponding luggage receipt was smoothly given to me as I entered the stairs boarding the aircraft. The lounge in IST was extended with a huge under-deck 3 days ago and is a world-class positive experience in design space beauty and service provided. IST-WAW on Airbus 321-200. Not business class seat but ordinary economy with tabled middle seat to increase space in the 3x3 configuration. IFE on small ceiling monitors were useless. Staff were alert and kind. As usual for TK one was dressed up pretending to be a cook despite we were only 4 pax in business out of 12 possible. Food very good varied and wide options inc. of individual cheese plates deserts etc. Even champagne was offered on this European flight of a duration of only 2+ hours.,Business Class,1,1,1,1,1,yes,158,,,,,,,Turkish Airlines,Turkey
2014-02-21,Turkish Airlines customer review,8,HEL-IST-TLV 19 Feb. Fog in IST kept us delayed in HEL for 3 hours. Updates from gate agents left much to be desired. 45 minutes circling the foggy airport not a nice feeling but eventually landed safely. Next flight to TLV delayed 4 hours. No gate personnel present until boarding. No amenities offered. HEL-IST A319 with no IFE at all. Crew friendly and nice meal/bar service. Generous with alcohol. IST-TLV A321 with IFE at every seat. Leg room a disaster compared to other TK a/c. Again all female crew friendly nice food. I also noticed that on all 4 flights the aircraft's were never air-conditioned. It meant sitting in a very warm stuffy and crowded plane until they were ready to go. Not a very welcoming environment. All in all good service. Will fly again.,Economy Class,1,1,1,1,1,yes,159,,,,,,,Turkish Airlines,Turkey
2014-02-25,Turkish Airlines customer review,3,I flew with Turkish in January in C-Class Vienna-Istanbul-Bangkok and Singapore-Istanbul-Vienna. Its true that they offer good amounts of food but the quality was poor on all these sectors. Completely tasteless meals served by flight attendants that did not smile at all and did not understand English. The cabins of the long sectors IST- BKK and SIN-IST were also quite dirty. The most disappointing thing was that the crews on all the sectors were not very friendly. Austrian Airlines also have Do&Co as their caterer but between Austrian and Turkish there is a big difference.,Business Class,1,1,1,1,1,no,160,,,,,,,Turkish Airlines,Turkey
2014-02-25,Turkish Airlines customer review,3,I flew with Turkish in January in C-Class Vienna-Istanbul-Bangkok and Singapore-Istanbul-Vienna. Its true that they offer good amounts of food but the quality was poor on all these sectors. Completely tasteless meals served by flight attendants that did not smile at all and did not understand English. The cabins of the long sectors IST- BKK and SIN-IST were also quite dirty. The most disappointing thing was that the crews on all the sectors were not very friendly. Austrian Airlines also have Do&Co as their caterer but between Austrian and Turkish there is a big difference.,Business Class,1,1,1,1,1,no,161,,,,,,,Turkish Airlines,Turkey
2014-02-26,Turkish Airlines customer review,8,HAM-IST-AYT-IST-HAM: Once onboard we were greeted by courteous staff. Before takeoff they served Turkish Delight in economy class which is something never to be seen on any other European airlines. They even arranged my vegetarian meal from business class as it was not loaded. TK serves fresh orange juice and lemonade which is perhaps the best drink I have had on onboard! Meals are always tasty and crew are friendly and helpful although I have to say that Chef-onboard service is absolutely useless. Chef did not even know what the vegetarian meal was on TK flights but thanks to the crew who got me something to eat although it came an hour after the service. The legspace is acceptable and much better than Air Berlin and Lufthansa though one of their aircraft's was so old that I could hold the seat cushion. All in all it was a pleasant experience. How I wish they performed with same service on Non EU routes.,Economy Class,1,1,1,1,1,yes,162,,,,,,,Turkish Airlines,Turkey
2014-02-27,Turkish Airlines customer review,1,Flight IKA-IST TK 871 B737-800. Unfriendly staff without greeting the passengers. Theoretically there was a choice of meals but when they reached my row “sorry only beef no more any choice!” Eat it eat it not!,Economy Class,1,1,1,1,1,no,163,,,,,,,Turkish Airlines,Turkey
2014-02-28,Turkish Airlines customer review,7,Istanbul to London Gatwick 23 February. Very comfortable service. AVOD was quite good for a flight of just over 3 hours and the food was plentiful especially compared to other carriers. Staff were efficient but could perhaps have been more friendly.,Economy Class,1,1,1,1,1,yes,164,,,,,,,Turkish Airlines,Turkey
2014-02-28,Turkish Airlines customer review,7,Tokyo - Istanbul 22 February. A very enjoyable flight. Very tasty food and efficient polite if not particularly friendly service. The AVOD was acceptable but could have had greater choice for a long flight. The plane was well maintained and I enjoyed some nice touches such as a Turkish Delight just after we boarded and hot towels.,Economy Class,1,1,1,1,1,yes,165,,,,,,,Turkish Airlines,Turkey
2014-03-03,Turkish Airlines customer review,2,TK 1637 IST-MUC. Going back home from Iran I had to change planes in IST. This was a very bad experience you had to go through security control and I had only a limited time for connection. It was overcrowded and disorganized. We started with delays because of disorganization. They checked whether everybody had a visa or permission to go to a Schengen country. Why did they not check it when getting the boarding pass. Entering the plane very unfriendly crew. They served everything without smiles not speaking English? Like always theoretically the choice of two meals but on reaching row # 18 there was no longer a choice. Only one kind of meal left. Happily it was the meal of my choice.,Economy Class,1,1,1,1,1,no,166,,,,,,,Turkish Airlines,Turkey
2014-03-03,Turkish Airlines customer review,7,Flew JFK-BOM and return with stopover in IST on my way back. First served a little Turkish Delight (Lokum) which was quite nice. This was followed by drinks and meal. JFK-IST served 2 meals and IST-BOM had one. Leg room for economy was pretty much what I expected. IFE was quite good. New movies shows and free WIFI which was of course slow but worked. They also have USB media so you could just snap your flash drive and it will play the songs / media on it. I have travelled on Cathay Qatar and Emirates and while they do have the USB slot it wouldn't play media but this one did. Staff were courteous and polite. The IST-JFK sector had many vacant seats in Comfort class but they wanted 260 Euros which I didn't got for. Paid less than $900 for the round trip with the stopover so it was a good value.,Economy Class,1,1,1,1,1,yes,167,,,,,,,Turkish Airlines,Turkey
2014-03-03,Turkish Airlines customer review,10,Istanbul - Munich - Istanbul 10 January 2014. A very comfortable and enjoyable flight both in Business Class. The staff were friendly and helpful. The planes were both Airbus A321. The seats were comfortable with enough space for long legs catering with a lot of different beverages and 3 different meals were delicious. The Entertainment with films and music channels were interesting. Before take off and before landing given hot towels to all business class guests. Value for money is very excellent.,Business Class,1,1,1,1,1,yes,168,,,,,,,Turkish Airlines,Turkey
2014-03-04,Turkish Airlines customer review,8,Flight from CPT-IST-CPH. Turkish airlines has a top of the range product (if one were to exclude their customer service). Their planes are very up to date modern interior fantastic food great lie flat seats and generous sized IFE with a wide selection of films. The CIP lounge in IST was also very very good! Customer service has ample room for improvement. Perhaps its a cultural thing but I didn't find the cabin crew nor the staff in the lounge particularly forthcoming. In fact they were all quite arrogant individuals which appeared to hate their jobs. Nevertheless I will fly with them again - just don't be expected to be treated like royalty.,Business Class,1,1,1,1,1,yes,169,,,,,,,Turkish Airlines,Turkey
2014-03-07,Turkish Airlines customer review,9,HEL-IST-BOM return on A320 B777 and A321. Last trip on TK was few years back and since many fellow travellers on this forum have suggested TK to be inconsistent nowadays we didn't expect anything really. TK turned out to be very good on all four sectors: all flights on time or ahead of schedule all aircraft quite new with great legroom and good IFE that had many interesting options. Moreover the hot meals by DO&CO were of high quality compared to any big European competitor - I still prefer proper food on flights over 3 hrs instead of a sandwich if a meal is served. Human interaction is always a matter of personal taste: for us the cabin crews on these full flights were perfectly fine with good command of English - plus many smiles all the way. All in all TK was very comfortable and great value really.,Economy Class,1,1,1,1,1,yes,170,,,,,,,Turkish Airlines,Turkey
2014-03-07,Turkish Airlines customer review,5,We chose the airline for the good price they have in Business Class and also for the fantastic lounge in Istanbul. The hard product on long distance planes are great but the 737 and 320 that we flew ARN-IST with is just normal economy seats with blocked middle seat. The food is good but the service level is low. Priority boarding is a big no. Everyone is let onboard straight away. The Cabin Crew hardly says hello as you enter the aircraft and dinner service is slow. A smile is very unusual on Turkish. So pay for a good seat (on long distance flights) ok food onboard and a good lounge in Istanbul. Service level is very low. Also if you book early you can get a really good price even in Business class.,Business Class,1,1,1,1,1,yes,171,,,,,,,Turkish Airlines,Turkey
2014-03-10,Turkish Airlines customer review,1,Business from IST-JFK JFK-IST with 3 family members staff horrible both flights didn't do proper pre-flight service service was poor. Staff not attentive to passengers especially for a business level flight. Baggage was last out even being tagged priority on first leg the return flight baggage was lost. Only fly because its a direct flight between IST and JFK. All other airlines have one stop. Over priced as well usually double the fare for a 1 stop business flight compared to other airlines like British KLM or Lufthansa.,Business Class,1,1,1,1,1,no,172,,,,,,,Turkish Airlines,Turkey
2014-03-11,Turkish Airlines customer review,1,Copenhagen-Istanbul-Kathmandu on 18th February and back on 24th and that was not a good experience. On the flight from Istanbul to Kathmandu the plane was old and shabby with very little space the lights at the seats did not work so the light was on in the cabin all night there were no screens in front of the seats and no entertainment not even information on the flight on the small communal screens. Nobody served water or anything during the night dinner was OK but meagre and as a vegetarian I got only half the food of those who had ordered meat. I asked for more but the staff member never came back with it. The flight could not land in Kathmandu due to fog. We were 5 hours late with an extra landing in New Delhi with no food or drink and arrived 5 hours late with no offer of compensation. On the way back again more than 5 hours delay without information as to why as we arrived in Istanbul it took ages to get tickets for a meal in the airport and when we got them we could only use them in the fast food restaurants in the food court and had to pay ourselves if we wanted to sit in a decent place. All together not to be recommended - and on top of it all the staff was not very friendly and informative.,Economy Class,1,1,1,1,1,no,173,,,,,,,Turkish Airlines,Turkey
2014-03-11,Turkish Airlines customer review,8,27 Feb TK 211 Antalya-Moscow economy. Aircraft was old 320 at the airport before departure no proper explanation given for almost one hour delay - apparently caused by malfunctioning of emergency door. The food was excellent staff friendly although it was a midnight flight. Return was 3 March Moscow-Istanbul daytime flight TK 414 economy. Brand new 321 with comfortable leg space. The food was excellent. IFE was very good with latest movies and a lot of variety. The cabin crew were friendly. Smooth take off and to Istanbul smooth landing. IST- Antalya TK 2418 new 737-800 cabin crew friendly short flight. Overall a good experience.,Premium Economy,1,1,1,1,1,yes,174,,,,,,,Turkish Airlines,Turkey
2014-03-11,Turkish Airlines customer review,8,27 Feb TK 211 Antalya-Moscow economy. Aircraft was old 320 at the airport before departure no proper explanation given for almost one hour delay - apparently caused by malfunctioning of emergency door. The food was excellent staff friendly although it was a midnight flight. Return was 3 March Moscow-Istanbul daytime flight TK 414 economy. Brand new 321 with comfortable leg space. The food was excellent. IFE was very good with latest movies and a lot of variety. The cabin crew were friendly. Smooth take off and to Istanbul smooth landing. IST- Antalya TK 2418 new 737-800 cabin crew friendly short flight. Overall a good experience.,Premium Economy,1,1,1,1,1,yes,175,,,,,,,Turkish Airlines,Turkey
2014-03-14,Turkish Airlines customer review,9,LGW to CPT - 27/28 February in Economy. Both planes very full. Easy boarding in London - less so in Istanbul where it was necessary to board a coach to go to the plane. Seats on both were comfortable and inflight entertainment good. Food excellent - special meal provided as requested. Staff very helpful on board and good amenity kit. Highly recommended especially if you can get a promotional fare. Security check on transfer at Istanbul simplified and no lines.,Economy Class,1,1,1,1,1,yes,176,,,,,,,Turkish Airlines,Turkey
2014-03-17,Turkish Airlines customer review,10,London-Istanbul-Beijing Economy class. I have to say this is the best economy class I have experienced. For both segments Turkish delights are served immediately after takeoff the food is completely at different classes against other European airlines juice was freshly squeeze orange juice. For the long haul flight we were given slippers ear phones toothbrush and toothpaste and so on which you do not expect in economy class. However the drawback is the geography of Turkey has made the flight much longer and the staff in the Istanbul airport are absolute nightmare although they are not the faults of the airline. However I have worries about passenger behaviour once the aircraft has touched down people are standing up and collecting their luggage from the overhead storage this is the case whether the aircraft is either still on or just leaving the main landing ways. I feel sorry for the cabin crews as there are just so many people and there are little things the crews could do about it.,Economy Class,1,1,1,1,1,yes,177,,,,,,,Turkish Airlines,Turkey
2014-03-17,Turkish Airlines customer review,7,BCN-IST-LJU in economy 7 March 2014. One of the better flights on Turkish. What bothers me is the inconstancy of service staff and maintenance of flight. 1 good flight out of 10. I always select a seat when booking but somehow when I check in TK always change the seat. As a Gold member I am not able to select exit rows either not even at online check-in. On both flights I was comfortable however having an aisle seat the middle sear next to me was empty the cabin was not hot at this time and the service was rather good. We were however delayed out of IST for more than 20 mins. but arrived 5 mins late to LJU. I will not fly Turkish for another year let's see if they get better.,Economy Class,1,1,1,1,1,yes,178,,,,,,,Turkish Airlines,Turkey
2014-03-21,Turkish Airlines customer review,1,12 Mar 2014 TK 0727 Kathmandu - Istanbul. 13 Mar 2014. TK 0017 Istanbul to Toronto. 14 Mar 2014 AC 7941 Toronto to Minneapolis. I am back from my recent trip to Nepal and I have to say this has been the worst trip I had taken so far. Return trip from Kathmandu to Istanbul was delayed 6 hours thereby missing my connecting flight to USA. They re-routed me through Canada the next day and my baggage was left in Istanbul. Turkish ground staff were inefficient most do not seem to know what they were doing and keep you waiting for hours.,Economy Class,1,1,1,1,1,no,179,,,,,,,Turkish Airlines,Turkey
