date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2014-08-17,Aeroflot Russian Airlines customer review,9,My family and I flew from Moscow to Istanbul Ataturk in economy class. For the money is not expensive. The plane for this flight was a brand new A320 with sharklets. Unfortunately without a TV. The dinner was nice. Cabin crew with beauty red uniform were always respectful cheerful and ready to help. Pilots masters of their craft. Like for duty-free sales on board. All in all a great experience. Would definitely recommend and travel with them again.,Economy Class,1,yes,201,1,1,1,1,,,,,,,Aeroflot,Russia
2014-09-06,Aeroflot Russian Airlines customer review,,I traveled with my children (9 and 5 year old) from Sochi - Moscow - LAX. My experience was horrible. I nicely asked for good seats because I was with 2 children. The worker answered that she could not help me because the computer chooses the seats. Given seats 35K 35G and 35H. At first look it seems normal but when we got to the plane it was shocking. One seat was window side the other two in the middle row. Where is the logic? Where is the common sense and customer care? This was a 12 hour flight.,Economy Class,N/A,no,202,N/A,1,1,1,,,,,,,Aeroflot,Russia
2014-09-14,Aeroflot Russian Airlines customer review,10,"Like I indicated below - nothing but excellent. Flew from LAX to Mokba and back. Very outstanding service. Check in easy quick and efficient. The food flying back from Mokba was very good. Sat in the first row right were the bathrooms are and was very impressed how ALL flight attendants were constantly checking and cleaning the bathrooms (our American airlines should really take notice of that. Their bathrooms are not clean - to say the least). Also the flight stats are throughout the whole flight very nicely displayed - including nearest towns at what direction and distance - never saw that with our airlines. It also shows ""pilot view"" of take-off and landing - loved that. Actually could recognize all people on the ground shortly before touch down watching the descending airplane at LAX with flashes going off like crazy. In the future I will try to book Aeroflot wherever available.",Economy Class,1,yes,203,1,1,1,1,,,,,,,Aeroflot,Russia
2014-09-14,Aeroflot Russian Airlines customer review,9,Omsk - St Petersburg. Flew this sector 10 days after surgery and was pleased with the flights. No real express check in but express lane for security and a lounge in Omsk. Good food on both flights and comfortable space. No inflight entertainment - I had my own and the both flights on time. Luggage was amongst the first off in St Petersburg (a big plus given a transit in Moscow). Cabin crew spoke good English (again a noticeable improvement over the past few years). Aeroflot seems to be the best of the Russian Airlines.,Business Class,1,yes,204,1,1,1,1,,,,,,,Aeroflot,Russia
2014-09-22,Aeroflot Russian Airlines customer review,2,Me my wife and our daughter were flying Sweden-Kiev-Bangkok with Aeroflot. I have really nothing positive to say except the low price. Of course we understood that we would not get much because of that low price. However we did not see the crew at all during all the flights only when the food was ready which was at really strange times we and many others on the plane were very hungry. We were served lunch and dinner on the first flight then breakfast on the second. The food was horrible. The food we got for lunch and breakfast was exactly the same and we did not had anything to choose from. The tv-screens at all seats were not working but that was not a big deal for us. We will never fly with Aeroflot again.,Economy Class,1,no,205,1,1,1,1,,,,,,,Aeroflot,Russia
2014-10-08,Aeroflot Russian Airlines customer review,9,St Petersburg - Moscow. Ticket purchased at last minute and check in a bit confusing directed to about three different counters but each without a large queue. Flight was comfortable and only a few minutes late arriving in Moscow. No IFE but it was only a little more than a hour long flight. Cabin crew were friendly and responsive and spoke reasonable English. It was like a shuttle flight and perfectly adequate. Leg room was adequate.,Economy Class,1,yes,206,1,1,1,1,,,,,,,Aeroflot,Russia
2014-10-28,Aeroflot Russian Airlines customer review,5,I traveled with my two daughters 18 and 13 years old respectively from Dulles International Airport to Moscow with Athens as our final destination. Getting there was a bit stressful because the flight connection was too close for comfort and we had to run to make the Athens flight. The crew was rather parochial. They did not speak much English and their manners were not the best. Food was poor but not horrible. Movie choices pretty decent and the actual flights were very smooth. The pilots were quite good judging by the take offs and landings. The price was unbeatable and though this was not stellar service I would choose again if their prices remained low.,Economy Class,1,yes,207,1,1,1,1,,,,,,,Aeroflot,Russia
2014-10-28,Aeroflot Russian Airlines customer review,9,I traveled from Tel Aviv to Toronto via Moscow. It was a last minute booking the price superb and the service excellent - especially for economy class. The food was on par for international flights but I really appreciated the courtesy of the staff. I would not hesitate to fly Aeroflot again.,Economy Class,1,yes,208,1,1,1,1,,,,,,,Aeroflot,Russia
2014-10-28,Aeroflot Russian Airlines customer review,8,The thought of spending a total of 17 hours on Aeroflot and 10 hours in SVO between flights was somewhat frightening. The stay at SVO was as bad as anticipated. However the two Aeroflot flights much exceeded expectations spotlessly clean very new planes decent food better than expected IFE excellent service. The price was right.,Economy Class,1,yes,209,1,1,1,1,,,,,,,Aeroflot,Russia
2014-12-01,Aeroflot Russian Airlines customer review,8,We flew from Stockholm to Moscow in July. Short 2 hour flight on a new A320 not the old Soviet era planes I was expecting which was good. Flight attendants well groomed spoke barely little English but were helpful enough. Didn't have any of the food because it was a short flight. Plane left and arrived on time Aeroflot was fine for a quick short haul flight no complaints. Moscow airport on the other hand.,Economy Class,1,yes,210,1,1,N/A,N/A,,,,,,,Aeroflot,Russia
2014-12-10,Aeroflot Russian Airlines customer review,5,Flew Business class from Tehran to Moscow Aircraft A321 clean inside no entertainment at all. Flight attendants polite but lacked professionalism as they forgot about handing out wet towels and two or three of them were sleeping in the last row of business class during this very early morning hour departure. This is simply unacceptable. The performance level by the crew was very different from what I have experienced on other sectors.,Business Class,1,no,211,1,1,1,N/A,,,,,,,Aeroflot,Russia
2014-12-22,Aeroflot Russian Airlines customer review,9,"I flew HKG-SVO-LED and back in the past week. The seats were really comfortable on both legs; however legroom could be improved (I'm 5""8) and it was pretty cramped in the A330-300 however on the A320 the legroom was sufficient. Food was really good compared with other airlines and I was quite satisfied with Aeroflot's service. On the last flight from SVO-HKG that I took today all economy passengers received medium-haul amenity kits from Business class which was surprising as there was only a pair of slippers and eye-shades on the first leg. Overall I really enjoyed the flight and I'll definitely be taking Aeroflot again in the near future!",Economy Class,1,yes,212,1,1,1,1,,,,,,,Aeroflot,Russia
2014-12-22,Aeroflot Russian Airlines customer review,10,I flew from Copenhagen to Tokyo with a stop-over en Moscow SVO. It was a very positive experience. Aeroflot has gone through a large modernization programme in the recent years and it was very evident when I travelled with them. Most of their fleet now consists of modern airliners such as the A320 the A330 and the Boeing 777. I flew on their A320 from CPH to SVO. For a short-haul flight the onboard service was extremely good compared to most European airlines. The food consisted of fresh bread cheese beef and a delicious cake and the cabin crew were serving cold and hot drinks throughout the whole flight. The crew was extremely friendly. Since the plane was only half full many of the passengers were lying down across the seats. The cabin crew immediately offered them blankets and pillows to make them more comfortable. This is the first time I have experienced this on a European flight. The transfer at SVO was smooth and easy. The airport has been renovated and now offers an easy access between the terminals without having to go outside the airport. The passport and security check took less than 10 minutes much to my surprise and I was now standing in Terminal D which had a wide selection of restaurants shops as well as free WiFi. The flight to Tokyo was on an A330. The interior felt fresh and new and the seats were very comfortable although for a tall guy such as myself the legroom left much to be desired but that is not the fault of the airline. The cabin crew on this flight were fluent in English and Japanese. Again very friendly people. There was a passenger in front of me who seemed rather anxious about flying and kept calling the crew throughout the whole flight. They never ignored his calls or talked bad to him. They kept smiling and did what they could to make him feel comfortable. The food was again very tasty and the menu offered both Russian and Japanese dishes and despite the rather cramped space I had a very comfortable flight to Tokyo. I have read many negative reviews about Aeroflot and I will not deny that people might have had some bad experiences but my opinion on Aeroflot is that it is a modern airline that offers some of the cheapest tickets in the world while maintaining a high standard in customer service. I have already booked my next flight with Aeroflot and I will continue to fly with them whenever possible.,Economy Class,1,yes,213,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-11,Aeroflot Russian Airlines customer review,8,I took a flight from Netherlands to New Delhi via Moscow airport dated 16th December. I read all the reviews and statistics to check the possibility of any flight cancellation. Most of the reviews were negative but the stats were sound showing there were not significant delays. I was primarily hoping for 2 things 1). On time flight 2). Safe arrival of luggage. The flight from Amsterdam airport to Moscow (2 hours time) didn't had inflight entertainment. The other flight from Moscow to New Delhi (6 hours 20 minutes duration) had good inflight entertainment system. The quality of food was OK was not at its best. There were no delays in the connecting flights. I had to board from Terminal E to Terminal F which was nearby some 700 meters walking distance. However there were some issues with Moscow Airport - i). To my wonder the security staff was missing and the passengers had to wait for odd 20 minutes. They came scanned the handbags and put stamp on 'boarding pass' ii). the mini trolleys which are otherwise freely available on Amsterdam airport were simply unavailable. The passengers carrying hand bags had to face difficulty in rushing between terminals iii). The sign boards in Moscow airport are not mountedpositioned at appropriate locations. The travelers sometimes have to take U turn to go the correct direction.,Economy Class,1,yes,214,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-11,Aeroflot Russian Airlines customer review,8,I took a flight from Netherlands to New Delhi via Moscow airport dated 16th December. I read all the reviews and statistics to check the possibility of any flight cancellation. Most of the reviews were negative but the stats were sound showing there were not significant delays. I was primarily hoping for 2 things 1). On time flight 2). Safe arrival of luggage. The flight from Amsterdam airport to Moscow (2 hours time) didn't had inflight entertainment. The other flight from Moscow to New Delhi (6 hours 20 minutes duration) had good inflight entertainment system. The quality of food was OK was not at its best. There were no delays in the connecting flights. I had to board from Terminal E to Terminal F which was nearby some 700 meters walking distance. However there were some issues with Moscow Airport - i). To my wonder the security staff was missing and the passengers had to wait for odd 20 minutes. They came scanned the handbags and put stamp on 'boarding pass' ii). the mini trolleys which are otherwise freely available on Amsterdam airport were simply unavailable. The passengers carrying hand bags had to face difficulty in rushing between terminals iii). The sign boards in Moscow airport are not mountedpositioned at appropriate locations. The travelers sometimes have to take U turn to go the correct direction.,Economy Class,1,yes,215,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-11,Aeroflot Russian Airlines customer review,8,Airbus 320 from Moscow to Brussels: good leg space comfortable chair but a bit cramped in the 3-3 layout. No inflight entertainment but luckily only a 4 hours flight. Food average but ok. They serve wine (not bad) but no beer.,Economy Class,1,yes,216,1,1,1,N/A,,,,,,,Aeroflot,Russia
2015-01-14,Aeroflot Russian Airlines customer review,6,Moscow-Warsaw 18 Dec. Pros: nice new clean Airbus aircraft with leather seats and decent legroom. Flight on time. Very smart looking attractive cabin crew. Good English so all announcements were understandable ( quite rare with Aeroflot). Cons: service downgraded rapidly since last month's flight I took with them. This time only small sandwich and water/coffee/tea offered - nothing else (last time was tray with meal cake and whole selection of soft drinks). EU restrictions I suppose. Cabin crew very official and robotic absolutely no personal touch no interaction - beautifully groomed but cold and serious. Inflight magazine thick and full of good articles but in Russian only (literally last 4 pages were in English only) which is pity as it looks very interesting.,Economy Class,1,yes,217,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-19,Aeroflot Russian Airlines customer review,7,I flew from SGN to SVO on Dec 25 2014. Very good food good leg room. 1 bag late and delivered to hotel. Overall very good I will use them whenever possible.,Economy Class,1,yes,218,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-19,Aeroflot Russian Airlines customer review,7,I flew from SGN to SVO on Dec 25 2014. Very good food good leg room. 1 bag late and delivered to hotel. Overall very good I will use them whenever possible.,Economy Class,1,yes,219,1,1,1,1,,,,,,,Aeroflot,Russia
2015-01-21,Aeroflot Russian Airlines customer review,8,Bangkok to London Heathrow via Moscow. After reading mixed reviews thought this could be a nightmare when in actual fact the service was good. Friendly staff flights on time online check in and seat reservation a breeze at Bangkok you can check in at self service terminal - saves a lot of queuing. Very convenient print boarding card fast bag drop new planes and great prices the food served was not big portion sizes but was tasty standard economy airline food no alcohol served on the BKK to Moscow leg but plenty of soft drinks - water juices etc which came round every hr or so. Moscow airport: I read loads of negative reviews terminal F is old and not great but D & E where most international flights depart from are modern Burger king TGI Fridays etc loads of retail outlets prices same as all airports. I also read its a nightmare to transit between terminals when in fact its not it is a long walk between them but no problem. One security check one passport check. I have to say some staff look very stern but they are actually very friendly. There is no smoking in all terminals. All in all I would fly with them again based on price and service I received.,Economy Class,1,yes,220,1,1,1,1,,,,,,,Aeroflot,Russia
2015-02-18,Aeroflot Russian Airlines customer review,3,BUD-SVE-Phuket and back. Short leg (BUD-SVE): A320-200 seats are alright (Recaro seats) meal was terrible. Crew was ok. Long leg (SVE-Phuket) 777-300 (Kutuzov) poor seats no leg room very unfriendly crew (both way) the worst meals I've ever had. However this was the cheapest and fastest flight to Phuket from BUD.,Economy Class,1,no,221,1,1,1,1,,,,,,,Aeroflot,Russia
2015-02-18,Aeroflot Russian Airlines customer review,9,Flew with Aeroflot CPH-SVO-NRT. Excellent service. I am a tall guy and Economy Class is usually a nightmare especially on long-haul flights. On my trip to Tokyo the flight attendants noticed that I was struggling to get room for my knees and offered me one of their personal seats which had more legroom and since these seats did not have any entertainment system the crew made sure I was comfortable for giving me extra drinks. (I got a full bottle of wine for free!!) Aeroflot has become an excellent airline and I will be happy to travel with them again.,Economy Class,1,yes,222,1,1,1,1,,,,,,,Aeroflot,Russia
2015-02-18,Aeroflot Russian Airlines customer review,7,Flew CPH-SVO-BKK and back in economy class in brand new Boeing 777-300er. Seating a bit cramped due to the 3-4-3 configuration. I guess the only complaint is the food which was horrible. Cabin crew helpful and efficient. No alcohol policy on airline due to incidents with drunk passengers. But overall Aeroflot did a good job getting us from a to b via SVO. We would book again with Aeroflot. But a food upgrade would be nice.,Economy Class,1,yes,223,1,1,1,1,,,,,,,Aeroflot,Russia
2015-02-18,Aeroflot Russian Airlines customer review,8,MAD-SVO-HKG return in Economy. Perfect trip Aeroflot is trying its best to be equally competitive with its European rivals and quite manages it. The only drawback is a horrible SVO connection. Unnecessary crowded passport controls for transit passengers Horrible terminal F. Otherwise would definitely fly with them again.,Economy Class,1,yes,224,1,1,1,1,,,,,,,Aeroflot,Russia
2015-03-04,Aeroflot Russian Airlines customer review,6,SVO-PEK and back. I have travelled with Aeroflot several times within the past year I have to say that the level of service you get with this airline is inconsistent. Compared to my last trip with them (STR-SVO-LED and back) which was extremely satisfying this time the service is only so-so. For SVO-PEK the cabin crew seemed inexperienced. The crew disappeared immediately after dinner service. The food from SVO is very average and the cleanliness of the toilet was not maintained well during the flight. For the return trip the crew members seemed much more experienced and they delivered a fairly high level of service. The food was also significantly better. Overall I think Aeroflot is improving. However they still have a long way to go. As a passenger your experience with them can vary greatly depending on the crew or the route. But considering the price which was very competitive I must say that what I got for this trip was fair.,Economy Class,1,yes,225,1,1,1,1,,,,,,,Aeroflot,Russia
2015-03-09,Aeroflot Russian Airlines customer review,2,Flew Shanghai to Paris via Moscow. What a nightmare: aircraft ancient (still had ashtrays in the arm rests) torn and dirty seat covers toilet unspeakable by mid-way through the flight and the stop-over in Moscow is always stressful. Why do they make everyone disembark with all their hand luggage check the luggage through security when it hasn't been anywhere but on the aircraft since the previous security check and then make everyone get right back on the very same plane? If you are seated at the back of the aircraft then you spend your whole lay- over at Moscow airport standing in a queue to get through security. The food was almost inedible and my Chinese travelling companions played cards on the backs of the airline seats throughout most of the flight and all stood up to get their bags out of the overhead lockers when the pilot announced that we would be landing in three minutes! The cabin crew went almost apoplectic.,Economy Class,1,no,226,1,1,1,1,,,,,,,Aeroflot,Russia
2015-03-25,Aeroflot Russian Airlines customer review,4,We made a reservation for 16th March 2015 to fly from Budapest via Moscow to Bangkok with Aeroflot airlines. Arriving at the Budapest airport we noticed that our flight SU 2031 which departure must have been at 12.50 was changed to 14.40 without any explication (delayed or something). We know we'll miss our connection to Bangkok so instead of arriving in Bangkok at 8.30 we were late 2.5 hours! That is why we had to call our transfer agency to not come to pick us up at the Bangkok Airport before 11 o'clock. So our short stay in Bangkok was shortened 2.5 hours!,Economy Class,1,no,227,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-03,Aeroflot Russian Airlines customer review,9,I flew Aeroflot with a connection in Moscow. On my 10 hour long flights we were served two meals! The food was very good considering it was airline food. It was hot with plenty of bread and salad. Free wine was served throughout the flight. We were provided with slippers blankets pillows and eye shields. The staff were very courteous and announcements were made in Russian and English. The entertainment had a terrific selection of movies and music. If you are a tall person you are better off purchasing the emergency exit seats as they were so much more comfortable for someone 6'. Connection in Moscow which I was a bit fearful of was actually a very nice experience. They accepted US dollars. Most sales people spoke some English. Free wifi in coffee shops. The cleanest airport I have ever been to with janitors cleaning the toilets constantly wiping down all chrome pillars in hallways. Sparkling clean. Connections were smooth where my check in luggage went straight to my destination without having to recheck. The smaller airbus for my 4 hour flight to Venice did not have any entertainment video but did serve a meal. I recommend Aeroflot as great airline for the price! Was totally surprised.,Economy Class,1,yes,228,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-10,Aeroflot Russian Airlines customer review,10,Flew LHR to SVO 27/3/15 returned 4/4/15. Outbound A321 return A330-300. Both trips were comfortable with cabin crew all very helpful and pleasant to a non Russian Speaker. We were in economy both ways. The plane was clean the toilets were fine and the food and drinks provided were good for airline food in our family experience. Overall a very pleasant experience No IFE on way out as small plane but lots on way back choice was good.,Economy Class,1,yes,229,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-19,Aeroflot Russian Airlines customer review,7,ARN-SVO-BKK return on new A320 and B773. Flights more or less on time. No problem with transfer. Good in-flight entertainment on B773. Food in economy just OK. We got an upgrade to Comfort class on BKK-SVO which was great. Big seats and plenty of leg room. Food also better - but not sure if better because of Comfort class or because made in Thailand. I don't like Aeroflots bread buns wrapped in plastic. They ought to have fresh bread. I also think all passengers on all long haul flights ought to be given 05 litres of water in bottles. Only difference to other European 3 and 4 star carriers appears to be the no alcohol policy. If a bit better food - and maybe a bit better English for some staff Aeroflot could easily be a 4 star airline.,Economy Class,1,yes,230,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-22,Aeroflot Russian Airlines customer review,1,Flew from DUS-SVO-BKK. I am at a loss of words for the unfriendly staff. We had the feeling that they were annoyed about our presence in the plane. I have never experienced such unfriendly staff in my life. In addition 4 hours late without even explaining the delay. The Inflight-entertainment system itself was not bad. I would say slightly below average but still okay. The problem were the headphones. The headphones were so bad that you could not understand a word. So we could not watch a single movie during our 10 hour flight. At least no movie with sound. Food was standard. Neither good nor bad. I would not complain if the price would have been low. But it was pretty much the same as other airlines like Emirates or Etihad. 1/10 will never fly with Aeroflot again.,Economy Class,1,no,231,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-24,Aeroflot Russian Airlines customer review,1,"11th April SU0260 Moscow-Tokyo. 21st April SU261 Tokyo-Moscow. Flew on a Airbus A330 from Tokyo to Amsterdam through Moscow. First time Aeroflot but never again. A list of disappointments: All announcements were in 3 languages: Russian English and Japanese even the sales and priority rewards announcements. During the 9 hour flight we only got a cold drink once(!) even during dinner we didn't get anything to drink other than coffee or tea afterwards. This was a day flight and I didn't sleep so I didn't miss anything I'm sure. 1.5 hour delay which is perfectly acceptable for me but don't let us board and tell us every 5 minutes that the delay will be an extra 5 minutes (and in 3 languages again). The sign ""fasten seatbelts"" was lit for 3/4 of the flight but I didn't feel any turbulence at all seemed like the stewards didn't want people to stretch their legs. Very outdated multimedia system no subtitles available. Stewards refuse to speak English and explains everything in Russian constantly.",Economy Class,1,no,232,1,1,1,1,,,,,,,Aeroflot,Russia
2015-04-24,Aeroflot Russian Airlines customer review,6,Tel Aviv - Moscow Sheremetjevo - Bangkok and return. Twice B777 and Airbus 330. Airbus 330 on the Moscow - Bangkok route. Not very comfortable these airplanes. Personal TV with mostly older movies. Food nothing special and no beer or wine served on any of the routes I have flown. I can understand they do not serve liquor but not even a beer with dinner. Service is average to good and friendly. Aeroflot got me on time where I was flying to. I think there are far better choices out there then Aeroflot.,Economy Class,1,no,233,1,1,1,1,,,,,,,Aeroflot,Russia
2015-05-01,Aeroflot Russian Airlines customer review,8,17/4 TLV-SVO-CAN 25/5 return. TLV-SVO B-777 excellent leg room SVO-CAN CAN-SVO SVO-TLV A-330. All planes clean with no trouble. All flights almost on time good website to book good service from staff. Meals could be better this time choice of meals has improved compared to 6 months ago.,Economy Class,1,yes,234,1,1,1,1,,,,,,,Aeroflot,Russia
2015-06-01,Aeroflot Russian Airlines customer review,8,BUD-SVO-NRT and back Economy class. Short haul was an A320 long one A330. All flights on time. Somewhat more legroom and comfortable seats on the A320 but they were still ok on the A330. Onboard lunch/dinner surprisingly good breakfasts/snacks kind of mixed basket. IFE on A330 had a wide enough selection of movies no music for my taste and really sluggish controls. Flight attendants helpful and nice except of the first flight BUD-SVO. I lost my itinerary Aeroflot employees at Narita helped me out. SVO terminal F really sucks but that's not the airline's fault. My first experience with Aeroflot was positive I'd rate them close to 4 stars overall and I will fly them again.,Economy Class,1,yes,235,1,1,1,1,,,,,,,Aeroflot,Russia
2015-06-06,Aeroflot Russian Airlines customer review,7,Flew Hong Kong to Moscow then Moscow to London. It was okay I had read a lot of bad reviews beforehand and whilst I felt the flight attendants were perhaps not too enthusiastic the entertainment food and legroom was not bad at all. Everything went smoothly. The flight was quite low on passengers too which always makes it more comfortable.,Economy Class,1,yes,236,1,1,1,1,,,,,,,Aeroflot,Russia
2015-06-13,Aeroflot Russian Airlines customer review,7,"Good value for money, although aircraft itself is old, seats are worn out. Polite and helpfull staff on board. Ok meals.",Economy Class,1,yes,237,1,1,1,1,Boeing,Family Leisure,IAD to SVX via SVO,July 2014,1,1,Aeroflot,Russia
2015-06-13,Aeroflot Russian Airlines customer review,8,"This was my first experience with Aeroflot and I was pleasantly surprised with the airline. In DC our trip got off to a rough start as Aeroflot's flight was not listed on any departure boards, nor was the gate marked with flight information. I don't know if this is a problem to do with the airline or airport. Once on board we were greeted by a clean and new looking airbus. The economy seats were cramped on our trans-atlantic stretch but not more so than other US and European carriers I've flown. The service was fairly good. The cabin crew were all business and no smiles, but they came around often to see if passengers needed anything. We had two hot meals that were edible and the in seat entertainment system had a really good selection of films. My only complaint on the trans-atlantic flight was that breakfast was served three hours before landing at 4.30 am Moscow time, unnecessarily cutting into sleep time. Our short-haul leg was equally comfortable. Again the planes looked new and were very clean. Cabin staff came through with snacks and beverages. Overall I found Aeroflot a pleasant experience. I think the airlines greatest weakness is its Moscow hub. The trans-atlantic schedules require long layovers. While I had a problem free flight, I saw a number of other passengers struggle to sort out problems with ground staff at the SVO transfer desk.",Economy Class,1,yes,238,1,1,1,1,A330,Couple Leisure,IAD to WAW via SVO,June 2015,1,,Aeroflot,Russia
2015-06-14,Aeroflot Russian Airlines customer review,9,"Excellent service, much better than expected. The Delhi-Moscow journey was good except for the IFE, the Moscow-New York leg was excellent. The meal served was excellent and the seats were pretty comfortable. The Moscow airport connection was a bit confusing.",Economy Class,1,yes,239,1,1,1,1,A340,Family Leisure,Delhi to New York via Moscow,June 2015,1,1,Aeroflot,Russia
2015-06-16,Aeroflot Russian Airlines customer review,8,"Our nonstop flight from LED to SXF was cancelled some weeks before travel and we were re-booked on a flight via SVO which meant approximately twice the original flight time, but we had no problem getting to know a new airport. The flight from LED to SVO had a delay and although we were told that the connecting flight would wait for us as (because of the re-booking) there would be a large group of SXF passengers on board, it did not. But directly upon entering SVO airport a SU representative would hand out pre-printed new boarding passes and a beverage voucher, so no need to go to a transfer desk. I found that quite professional. The aircraft used were in very good shape and we found seats and legroom far superior to most western airlines. Crews were dressed in very attractive uniforms and were quite fluent in English. Alcoholic drinks and a sandwich (even a pre-ordered vegetarian one for my companion) were offered - basic, but hey, that's the way it is nowadays. Small downpoint: the very interestingly looking in-flight magazine was almost exclusively in Russian language. The transfer in SVO (as well as entering Russia in LED) was quick and smooth (performed by traditionally grumpy staff, though). The sparkling airports in LED and SVO but Berlin's SXF trashy airport to shame. We were quite impressed by SU and would not hesitate to use them again, especially when they offer a decent rate to Asia in their new Premium Economy.",Economy Class,1,yes,240,1,1,1,,A320,Couple Leisure,LED to SXF via SVO,May 2015,1,,Aeroflot,Russia
2015-06-16,Aeroflot Russian Airlines customer review,10,"Really an excellent new premium economy product. Almost as wide a seat as business class without the full recline. I have an allergy problem and they ran out of the meal option in premium economy that I could eat, so the attendants gave me a meal from business class. The service in premium economy was really what I would have expected in business class, constantly serving drinks and providing service. Amazing value for the money. Brand new in-flight entertainment system on the B777-300ER, same day / night destination time zone synchronization lighting (i.e. blue during the day time at destination) as is found on the new Boeing 787. Bath rooms had extra amenities, wet wipes, deodorants, and hand towels. Beyond my expectations for Premium Economy (which they reffer to as comfort class).",Premium Economy,1,yes,241,1,1,1,1,B777-300ER,Solo Leisure,LAX to SVO,June 2015,1,1,Aeroflot,Russia
2015-06-17,Aeroflot Russian Airlines customer review,9,"The service was great. There was enough food and it was tasty (2 full meals and snacks and drinks whenever you want). Takeoff and landing were great. Cabin crew was pleasant in general. There were some bad aspects of the flight, such as very slow entertainment system, big delay for more than 3 hours. In general the flight was good except the delay in Vladivostok airport.",Economy Class,1,yes,242,1,1,1,1,B777,Family Leisure,Moscow to Vladivostok,September 2014,1,1,Aeroflot,Russia
2015-06-20,Aeroflot Russian Airlines customer review,8,"Amsterdam-Moscow delayed due to special needs passengers leaving the plane in Amsterdam. Seats on the Airbus 321-200 are still real business class seats (not the common KLM-BA-Lufthansa nonsense 3-economy seats/ 2-persons space). Service is good, lunch is good (even special vegetarian meal), entertainment system is available and with a large choice. And the Russian hospitality is smiling and attentive to the guests. Had a good time on the first part of my trip. Changed planes in Moscow. Priority lane works well if the connecting flight is with Aeroflot. Moscow-Ulan Bator left on time. Seats on the Boeing 737-800 are only to be used for short distances, less than 4 hours. Mine was a medium haul flight of 6 hours. A night flight with chairs not to be used for sleeping. No real business class flat bed seat on these planes. A great pity. The service is good, dinner/breakfast is good (even the special meal for a vegetarian), entertainment system is available and with a large choice . And the Russian hospitality was once more smiling and attentive to the guests. The seats on the second flight let them down. The rest was a good experience.",Business Class,1,yes,243,1,1,1,1,A321-200 and B737-800,Solo Leisure,Amsterdam to Ulan Bator via Moscow,June 2015,1,,Aeroflot,Russia
2015-06-27,Aeroflot Russian Airlines customer review,3,"Delhi to Helsinki via Moscow.The flight took off 3 hours late from Delhi and no reason given, with the result I missed my connecting flight Moscow to Helsinki. The staff of Aeroflot in Moscow were not helpful and just gave a boarding pass for a flight departing at 6.40 in the evening and reaching Helsinki by 9.00 PM.  It was 11.00 PM by the time I reached Lahti and a large taxi fare because of the delay. Their customer redressal is poor.",Economy Class,1,no,244,1,1,1,1,A330-200,Business,DEL to HEL via SVO,June 2015,1,,Aeroflot,Russia
2015-07-07,Aeroflot Russian Airlines customer review,8,"FCO-SVO-NRT return trip. In Rome we found out that our flight to Tokyo was cancelled - crew on the airport wasn't very helpful, but the call centre proved to be the best solution to sort us out and we had our tickets rebooked for direct flight with Alitalia to Tokyo Narita. So the 1st leg we didn't fly with Aeroflot (if not for the call centre we would be probably stranded in Rome). The return flight on A330-300 was better than we expected - 3 or 4 yrs old aircraft with a decent amount of leg space (in comparison with Alitalia it was better), pretty good IFE and really nice food - sushi and seafood pasta which I can say was probably the best onboard meals I've ever had. SVO-FCO in A320 was also nice, good Recaro blue seats and again pretty good meals. Service wasn't smiling a lot, but was attentive and my and my group really enjoyed the flights. All in all Aeroflot exceeded expectations! would definitely recommend it (except for the airport staff in Rome which wasn't helpful at all with rebooking the ticket!).",Economy Class,1,yes,245,1,1,1,1,A330-300,Couple Leisure,Rome to Tokyo via Moscow,July 2015,1,,Aeroflot,Russia
2015-07-19,Aeroflot Russian Airlines customer review,10,The flight was OK and comfortable. The price was the best on the market and the service was amazing. The planes were clean and new and all of my flights were without any troubles. I would like to say thanks to Aeroflot and its staff.,Economy Class,1,yes,246,1,1,1,1,,Solo Leisure,Shanghai to Prague via Moscow,July 2015,1,1,Aeroflot,Russia
