date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2015-08-03,China Southern Airlines customer review,9,"I travelled with a friend, Business Class on tickets that were purchased at an excellent rate. I found the cabin crew to be attentive and helpful but noted that communication was difficult because of the language differences. The lie flat beds were comfortable and the food and refreshments very adequate For the Paris/Guangzhou leg of the journey home I was lucky enough to be upgraded to First class - a new experience for me. It was certainly very comfortable and the flight attendant who introduced herself to me was very attentive and helpful. All in all it was an excellent experience. Travelling solo on the return journey, I found the 18 hour stop-over in Guangzhou to be very long, in spite of being given a very comfortable Pullman Hotel room and use of the hotel swimming pool and facilities. This was partly due, once again to the language difference and missing the company of my travel buddy. One of the ground crew staff who was admitting business class passengers through to the boarding gate at Guangzhou was quite unpleasant when I asked to be admitted, but eventually he let me through the barrier he was guarding. At the price we paid $4,750NZ return Auckland-Paris I would definitely fly with China Southern again.",Business Class,4,5,4,1,5,yes,413,,Couple Leisure,Paris to Auckland via Guangzhou,July 2015,3,,China Southern Airlines,China
2015-08-03,China Southern Airlines customer review,7,"Just arrived home today, flight out of Qingdao delayed but thats unavoidable sometimes. From Brisbane to Guangzhou I was offered a choice of room temperature orange juice, soft drink, or water. Nothing cold but I guess ice fixes that. No I will have a cold beer I thought, wrong, we only have warm beer. Settled for a red wine thinking it was an oversight, one of those things. Its not, it seems China Southern Airlines dont serve cold beer, only warm beer. On the way home, 35 degree heat outside, I was looking forward to a cold beer, but no, we dont have cold, you want ice? I thought this was an international airline? Next time I fly with you, and I will it would be nice to see this situation rectified. Everything else was fine.",Economy Class,4,2,1,3,5,yes,414,,Business,Qingdao to Brisbane via Guangzhou,August 2015,3,,China Southern Airlines,China
2015-08-04,China Southern Airlines customer review,9,"The service, food and facilities on board all sectors of our trip were excellent - the flight attendants made our four sectors comfortable. The spoken English was of a reasonable standard - some better than others. The only adverse comment - was the lack of ""European Food"" available in the Business Clkass Lounge at Guangzhou airport. My sister who required wheel-chair assistance was cared for in a professional manner at all airports with the exception of Heathrow where I had to ask if ""assistance"" had been requested. On a ""second perusal"" of our booking the lady at the Business Class Check-In ""found"" the request and asked us to walk to the ""Assistance Area"" - the other end of Terminal 4. However this was not the fault of China Southern who had made all the necessary arrangements - rather the very lax approach of the Heathrow Staff.",Business Class,5,5,5,3,5,yes,415,,Family Leisure,Sydney to Amsterdam via London to Sydney,July 2015,5,,China Southern Airlines,China
2015-08-08,China Southern Airlines customer review,7,"Our family of 3 flew a domestic flight XNN-PEK, premium economy. Arrived at 8am for a 10:30am flight, somehow all the check-in desks were closed. Lounge (I have a gold card with their FFP) quite basic. Boarding by bus took a while but we almost departed on time. Premium economy legroom was quite generous. A small pillow and a blanket was placed on every seat. Once airborne, a hot towel was served, a drink round, lunch, and another drink round. Food was quite tasty and filling. No PTVs, just movies playing on drop-down screens. No headsets either. Staff was nice and welcoming. Disembarked by bus again. Luggage took forever to arrive. ",Premium Economy,4,4,4,1,3,yes,416,A330-200,Family Leisure,XNN to PEK,August 2015,2,,China Southern Airlines,China
2015-08-12,China Southern Airlines customer review,8,"I flew Guangzhou to Los Angeles on August 6th. Because this holiday is my first time to travel with my daughter, who is only five years old, I chose the seats on the Internet. I arranged all the plan so that we could have a nice trip. But when I got on the plane, the flight attendant said that my daughter couldn't sit here because the seat is the emergency exit. It is a trouble for me that I ordered the emergency exit by a mistake. There hasn't empty seats and I felt confused at that time. However,the pursuer and cabin crew helped my family exchange the seats with other passengers. I'm very grateful to the crew.",Economy Class,3,5,3,2,3,yes,417,A380,Family Leisure,Guangzhou to Los Angeles,August 2015,3,2,China Southern Airlines,China
2015-08-14,China Southern Airlines customer review,8,"The overall service was excellent. My seat in economy class was comfortable, and legroom was spacious.  Three meals / snacks were provided during the trip. The downside was that they were all Chinese style. For those not comfortable with Chinese food, this is disappointing. I don't have any comment about the availability (or not) of alcoholic drinks in this flight.  Ground service was efficient, it didn't take too long to find my baggage. One unpleasant thing about this trip was that the entertainment system didn't work, and the crew didn't allow me to use my phone even in airplane mode.",Economy Class,4,5,4,,4,yes,418,Boeing 777,Solo Leisure,Guangzhou to JFK,August 2015,5,,China Southern Airlines,China
2015-08-15,China Southern Airlines customer review,10,"The China Southern Airlines cabin crew were polite, courteous and  helpful etc, in the extreme. The flat bed made sleep possible on the long flights. I did not like some of the cooked meals, but there was plenty of other food to keep me happy, lovely bread rolls and butter, fruit, juice etc. ",Business Class,5,5,4,5,5,yes,419,,Couple Leisure,Paris to Sydney via Guangzhou,August 2015,5,,China Southern Airlines,China
2015-08-16,China Southern Airlines customer review,9,"We enjoyed flying China Southern on all stages of our Sydney-London and return flights, and the lounge when transiting at Guangzhou. The onboard tea selection was a big hit with my partner. A minor inconvenience inflight was that my partner's headphones connector kept on dropping out of the socket for her seat. The same happened when she tried my headphones. Certainly disappointing but not a show stopper in terms of the overall experience which we intend to repeat.",Business Class,5,5,5,2,5,yes,420,B787 and A330,Couple Leisure,LHR to SYD via CAN,August 2015,5,,China Southern Airlines,China
2015-08-17,China Southern Airlines customer review,8,"Cabin crew are friendly and helpful. Aircraft was a bit old but sufficient. Seat good enough for a relatively good sleep. Easy to find movies in entertainment system, not a problem to kill time. The long ads (8-9 mins) before actual movie play a bit annoying though. No wifi available. Overall an enjoyable flight experience.",Business Class,4,5,4,4,3,yes,421,A330-200,Solo Leisure,Amsterdam to Guangzhou,August 2015,4,,China Southern Airlines,China
2015-08-18,China Southern Airlines customer review,1,"My seat had a loose jack for the headphone and I asked the crew if possible to change the seat, but she started blaming me.  After an hour in the air, I started to listen to turn on my iPhone for music (since the jack was not working), and staff told me I could not use this because of Chinese regulations. I pointed out that people are using laptop. She said laptop is ok but not the cell phone. I started using the laptop but of course the battery ran out quickly. Food was not good. After arriving Guangzhou, I was up for a surprise. I was supposed to transfer to the San Francisco flight, instead they asked me to go thru immigration and customs.  I asked why, and the answer is you have to take a domestic flight to go to another city then catch the SFO flight from there!  I did all that. Then after an hour I passed thru the immigration and security for the domestic terminal.  I went outside the terminal and came back 1.5 hours later again going thru immigration/security. After landing at the domestic terminal, I had to go thru immigration/customs and immigration/security for the international. Altogether I had to go thru 4 immigration and 6 customs/security. At the airport there are no Starbucks or any place that take credit card unless you order at least 10 USD (I think that's the amount). People at the airport were not helpful at all. ",Economy Class,2,2,2,1,3,no,422,,Solo Leisure,Bali to San Francisco via CAN,August 2015,1,,China Southern Airlines,China
2015-08-20,China Southern Airlines customer review,10,"The food was excellent, there was a great choice and well presented. The wine was New Zealand white which was great, plus other types as well. The staff very friendly, with limited English but no problem in making them understand what I wanted. The seats were great and full bed with a thick duvet, films only fair but I slept most of the time. Transfer to the lounge was quick and easy with a guide taking us through to where we should go, food, showers easy to obtain. The transfer to Boeing 787 on next flight was by mini bus, again no problem (however if disabled could be a problem).",Business Class,5,5,5,2,5,yes,423,A330 / Boeing 787,Couple Leisure,AKL-LHR  via CAN,July 2015,5,,China Southern Airlines,China
2015-08-20,China Southern Airlines customer review,7,"Businesslike Lounge at Guangzhou - 37c outside, 37+ inside. Either no air conditioning or it was not working. Unable to stay in the lounge for long. Totally unacceptable. However lounge appeared well equipped and comfortable. Used the shower facilities which were excellent. Staff - poor levels of English, although very helpful. Excellent business cabin, flat beds very comfortable. Friendly cabin crew but English weak at times. Poor food service - food trolleys not used, individual meals appeared to be assembled by hand and delivered individually on porcelain plates. The meals took ages to be delivered and often components of the meal were cold. Because of this method of delivery some meal components were forgotten. Some of the food was very good, some only average. Previous longhaul flight to Guangzhou using Air France, this is how to do it. Inflight entertainment..equipment not user friendly, poor selection of entertainment.",Business Class,5,3,2,1,4,yes,424,Airbus 360,Couple Leisure,Guangzhou to Brisbane,August 2015,3,,China Southern Airlines,China
2015-08-21,China Southern Airlines customer review,10,"Flew the 14.5 hour non-stop from New York JFK to Guangzhou. On flights this long, being able to lay flat and sleep is a absolutely crucial. My wife and I were in seats 19C and 19D at the back of the business class cabin, and I ended up sleeping most of the time. The seat was very comfortable and roomy. Cabin service was ideal from boarding to flight and disembarkation. They struck a wonderful balance of attentiveness but invisibility.",Business Class,5,5,4,4,5,yes,425,Boeing 777,Business,JFK to CAN,August 2015,5,,China Southern Airlines,China
2015-08-21,China Southern Airlines customer review,8,China Southern Airlines from Guangzhou to Beijing. Flight relatively on time. Very comfortable seat in the business class of the A380. Breakfast choices were good from European to Chinese dim sum. Cabin crew were  helpful. Only negative point was the waiting time before docking at the terminal seemed very long and it was not the first time this happened on my recent flights to PEK. ,Business Class,4,4,4,3,3,yes,426,A380,Business,Guangzhou to Beijing,August 2015,3,,China Southern Airlines,China
2015-08-23,China Southern Airlines customer review,9,"I flew from Guangzhou to Sydney on 20th August. The seat in Premium economy was very comfortable and the cabin crew were attentive and helpful. There was plenty of variety with the in-flight entertainment and it included the latest movies. Not many options with the meals but other than that they are quite tasty. Ground service was very efficient, it only took me 10 minutes for my luggage to arrive.",Premium Economy,4,5,3,4,4,yes,427,,Solo Leisure,Guangzhou to Sydney,August 2015,4,,China Southern Airlines,China
2015-08-24,China Southern Airlines customer review,5,"Unlike our international flight with China Southern Airlines, this domestic Xi'an to Guangzhou flight was disappointing, with staff seemingly not interested. The flight was late, and the food very ordinary. If China Southern Airlines wants more western passengers, it needs to lift its standards on these domestic flights.",Business Class,4,2,2,,2,yes,428,,Couple Leisure,Xi'an to Guangzhou,August 2015,2,,China Southern Airlines,China
2015-08-26,China Southern Airlines customer review,7,"Amsterdam to Beijing with China Southern. For a 9 hours flight I found it mostly enjoyable. The food was good, leg room is fair for economy class. However, there are a few down factors, such as everyone is trying to rush on flights to get the cabin storage, and if you are not fast enough, it might run out and sometimes your carry on and your seat is very far away or sometime you have to have your suitcase checked. The online entertainment is not very entertaining. The movies are out of date. There is one more down side, which is the in-between meal snack was very limited.",Economy Class,3,4,3,3,5,yes,429,,Solo Leisure,Amsterdam to Beijing,February 2015,5,,China Southern Airlines,China
2015-08-26,China Southern Airlines customer review,8,"China Southern Airlines Business class lounge in Guangzhou Baiyun Airport was extremely hot. The lounge staff explain the air conditioning was operated by the Airport company, and that China Southern Airlines have no control. It might be true, but that is not acceptable for passengers. Onboard, the business class service is okay - it could be better, more efficient and quicker response or more staff. The overall experience is not bad, good value for business class ticket.",Business Class,4,4,4,4,4,yes,430,A330,Business,Guangzhou to Sydney,August 2015,3,,China Southern Airlines,China
2015-08-26,China Southern Airlines customer review,10,"We flew on 22/8/2015 Guangzhou to Sydney, and I have nothing but praise for the quality of the flight in the staff on the flight. On internal flights within China we felt that we were treated poorly by staff, but on this flight they went out of their way to provide us with an outstanding service. This sort of service will attract more westerners to their business class. The seats and the conversion to a very comfortable flat bed made the flight a pleasure. Plane was in excellent condition and the toilets and other amenities were clean and well kept, and food was some of the best I have experienced on an airline.",Business Class,5,5,5,5,5,yes,431,,Couple Leisure,Guangzhou to Sydney,August 2015,5,,China Southern Airlines,China
2015-08-28,China Southern Airlines customer review,8,"Flight from Shenzhen BaoAn to Hangzhou with CZ 3569 in First Class. Staff at the check-in counter were charming and helpful. CZ first class lounge was quiet and the sofa was comfortable. The fight was on time, which is important for me. They offered me a convenient boarding for me with the help of the front desk in the lounge. The in-flight Crew spoke good English and the food was delicious. ",First Class,4,5,4,,4,yes,432,A319,Couple Leisure,Shenzhen Bao'an to Hangzhou,August 2015,5,,China Southern Airlines,China
2015-08-29,China Southern Airlines customer review,7,"I have been traveling with China Southern Airlines for many years now and I can say that it is a pretty good airline in general (though there are some annoying delays from time to time but it can't really be helped I guess). On August 25th, I flew from Guangzhou to Paris on flight CZ347. The staff was helpful and nice, and I also had the opportunity to watch a great German film during my journey. The food was okay and so was my seat. I'll probably recommend this airline.",First Class,3,5,4,5,4,yes,433,,Family Leisure,Guangzhou to Paris,August 2015,2,,China Southern Airlines,China
2015-08-31,China Southern Airlines customer review,1,"This is the second time I choose China Southern Airlines. It is weird that the hand carry policy of China Southern Airlines at Heathrow airport are different. When you check in, the staff tell you there were only 7kg you can carry on the flight, actually the policy was shown that 5kg is allowed. I don't know where the 7kg comes from, that was a puzzle. Finally, it took 3 hours to fix it out, so I don't have time to shopping in duty free. Maybe the staff should be trained more.",Economy Class,3,3,2,2,1,no,434,,Family Leisure,London to Guangzhou,August 2015,1,,China Southern Airlines,China
2015-09-01,"""no vegetarian food option""",1,"China Southern Airways is a pretty terrible airline. Being vegetarian there was no food option available unless previous specified and even then just rice and crackers. There was no inflight entertainment, the cabin staff are just going through the motions, rather than concerned with health and safety. The planes we flew on domestic routes werree old and in need of replacement. The last flight I went on the seat I was allocated didn't even recline and being 6ft this was pretty disappointing, and made for a long uncomfortable flight. The only upside is they are cheap, so if you can deal with these things, you're in for a bargain.",Economy Class,1,1,1,1,5,no,435,,Couple Leisure,Wuhan to Shenzen,September 2015,2,,China Southern Airlines,China
2015-09-02,"""service really good""",9,"I was really satisfied with China Southern Airlines trip from Vancouver to Guangzhou. The cabin crew was nice, service really good. I did not like the fish rice but staff found me different foods in the cabin. I will choose the airline in the future because the ticket also cheap. ",Economy Class,5,5,5,4,5,yes,436,Boeing 787,Family Leisure,YVR to CAN,August 2015,5,4,China Southern Airlines,China
2015-09-03,"""good staff and service""",7,"Mauritius to Shenzhen via Guangzhou with China Southern Airlines. Price was okay since I didn't pay for the ticket. Seat was good, food was fine, I'm not Chinese don't really know the taste but overall not bad. Onboard staff was helpful but some passenger were too loud and keep waking me up. No onboard internet or wifi, everything on the screen with a remote, but 9 hours flight is not too long, so it was fine. Overall, good staff and service, nothing to worry about even you don't understand Chinese.",Business Class,4,4,5,3,4,yes,437,,Business,MRU to SZX via  CAN,August 2015,4,,China Southern Airlines,China
2015-09-04,"""it was a nice trip for me""",9,"Guangzhou to Vancouver with China Southern Airlines in Economy Class. Thanks go to staff at the check-in counter who helped me with a broken box to be checked in. The flight was on time, with good service given on the plane, food and beverage were delicious. It was a nice trip for me.",Economy Class,4,5,4,4,5,yes,438,,Solo Leisure,Guangzhou to Vancouver,July 2015,5,,China Southern Airlines,China
2015-09-05,"""helpful and with charming smile""",10,"I flew China Southern Airlines from Sydney to Guangzhou on 27th August 2015, my first time to take the premium economy class. A good surprise with the leg room and food quality they provided onboard! The premium economy they fitted with recline seat, which I can comfortably rest my leg with good onboard TV entertainment system. The crew were friendly, helpful and with charming smile.",Premium Economy,5,5,5,5,5,yes,439,A330,Business,Sydney to Guangzhou,August 2015,4,4,China Southern Airlines,China
2015-09-07,"""who is trying to rip whom off""",1,"My wife had a return ticket and due to circumstances beyond our control had to delay her return to Sydney. We applied to China Southern to extend the ticket term (it was a 6 month ticket and she had been away 3 months) and the reply from them was yes, but it will cost $1,640.00. The return ticket I just purchased was $1,320.00 - so who is trying to rip whom off? Fair is fair, maybe $200 or $300 to extend the ticket, but not more than a return ticket price. At their fee, its better to buy a single ticket for the return.",Economy Class,,3,,,1,no,440,A330,Business,Sydney to Jinan via Guangzhou,October 2014,3,,China Southern Airlines,China
2015-09-07,"""recommend on value for money""",9,"Flew China Southern Airlines from Guangzhou to Perth. Could not fault the service. This was an affordable business class ticket on a limited budget. 180 degree flat bed business class seat, good food, free drinks and friendly service. Could recommend to anyone who seeks value for money.",Business Class,5,5,4,5,5,yes,441,Boeing 787,Couple Leisure,Guangzhou to Perth,September 2015,5,,China Southern Airlines,China
2015-09-08,"""food is not as good as I expected""",7,"China Southern Airlines is okay, I took this airline because of the cheap ticket. The service on domestic flights is not comparable to international routes, but nothing particularly bad.  I would state that the food onboard is not as good as I expected. Also poor inflight entertainment, and not updated movies to be chosen, which led to such a long trip being boring. In any case, I would still recommend this airline in economy class.",Economy Class,4,4,3,2,5,yes,442,A380 & A330,Solo Leisure,Beijing to Sydney via CAN,August 2015,4,,China Southern Airlines,China
2015-09-09,"""service on par with other airlines """,7,"Guangzhou to London. It is a shame China Southern didn't choose a new interior for its Boeing 787. The service are on par with other airlines flying China to Europe, nothing surprising - and the cabin interior which is the same for their domestic flights didn't help. China Southern Guangzhou airport base is reaching its passenger handling limits, long queue in front of the limited number of security check lines are a big headache for passenger like me transferring from domestic flights and there is no transfer lanes. All domestic transfer have to go through the security check with the CAN outbound passengers add pressure and cause delay.",Economy Class,3,3,3,3,4,no,443,Boeing 787,Solo Leisure,Guangzhou to London,April 2015,2,,China Southern Airlines,China
2015-09-11,"""Despite several emails we had no reply""",1,"My partner and I travelled from London to Guangzhou on 14th August business class. Prior to arrival at Guangzhou we were advised that due to being short of fuel we were being diverted to Guilin. On arrival at Guilin we were then advised we would be remaining at Guilin due to bad weather in Guangzhou. After being held on the aircraft for over 3 hours we were then advised that the brakes on the aircraft were faulty and the aircraft was now unserviceable and we would now have to change planes. Some 4 hours later we were deplaned and left to our own devices along with all other business, first and economy passengers. All the lounges were closed and there was no help from the service desk or the crew who had continually fabricated excuses. We then had another 2 hours sitting on floor as all seats in the public area were occupied. When we were boarded on the new aircraft we were told it would be another 45 minutes as they were loading freight. The treatment of all passengers was appalling especially those who had paid a premium to travel either first or business class. It is obvious we were held on the aircraft for over 4 hours so that the airline did not incur additional costs for keeping the business class lounge open due to the diverted aircraft. Despite several emails to their office for Australia/New Zealand we have had no reply. ",Business Class,3,3,2,2,3,no,444,Boeing 787,Couple Leisure,London to Sydney via CAN,August 2015,1,,China Southern Airlines,China
2015-09-12,"""only thing good was staff service""",7,"I flew China Southern Airlines from Sydney to Mudanjiang via Guangzhou. Overall, the seat is uncomfortable and the leg space is quite narrow and the food was terrible. Another thing is for the flight that I flew transfer from Guangzhou to Mudanjiang on 29th August, there has been not provided entertainment for passenger. I understand that it was a domestic flight and it might be not worth to have the better aircraft but as a passenger would easily get bored and tired during the long flight. The only thing that was good was staff service, helpful and pleasant and presented efficient attitude.",Economy Class,3,5,2,2,4,yes,445,A330,Solo Leisure,Sydney to Mudanjiang via CAN,August 2015,3,,China Southern Airlines,China
2015-09-15,China Southern Airlines customer review,8,"China Southern Airlines use newer A330-300 aircraft to fly CAN-SYD/MEL routes which are a lot better than the old worn out A330-200's. The business class seats are aligned with the aisle. However there's no privacy partition with your neighbour - so it is ideal for couple or with a companion, but not private as a solo passenger. Food offers a range of Chinese hot dishes. Wine options are pretty decent. Most of the flight attendents are attentive and effective, good for Chinese speaking travellers. If your transit time is over 7 hours at Guangzhou you will get a free hotel stay - for business class and elite Skyteam you stay at the Pullman just opposite the international departure hall. (China Southern Airlines Economy passengers do not receive this quality of hotel).",Business Class,4,5,3,3,5,yes,446,A330-300,Solo Leisure,CAN to SYD,August 2015,4,,China Southern Airlines,China
2015-09-16,"""no explanation or apology was forthcoming""",1,"I was scheduled to fly with China Southern Airlines on 28th August, from Dunhuang to Urumqi on flight CZ6896. The flight was cancelled, and no explanation or apology was forthcoming. There was no China Southern Airlines representative at Dunhuang Airport. This was totally unacceptable.",Economy Class,1,1,,,1,no,447,,Couple Leisure,Dunhuang to Urumqi,August 2015,1,,China Southern Airlines,China
2015-09-17,"""attentive and prompt with service""",9,"I chose a China Southern Airlines night flight from Sydney to Guangzhou, and was grateful for full flat-bed seat in business class. It was comfortable and rather wide. The service was excellent. The crew put my bag into the overhead lockers, unlike some airlines that refuse to do this.  The crew were attentive and prompt with service through the flight. The food and beverages very good, much improved upon what they were 3 years ago. I cannot comment about the entertainment system because I rarely bother to use it. Another much appreciated service from China Southern was that they accommodated me in a good airport hotel during my 10 hour layover at Guangzhou. It was well organised - the ground staff waited for us and gave me a small map to guide me to the counter inside airport where they organised my transport to the hotel.",Business Class,5,5,5,,5,yes,448,,Solo Leisure,Sydney to Guangzhou,August 2015,5,,China Southern Airlines,China
2015-09-17,"""staff lifted luggage into overhead lockers""",9,"Guangzhou to Kathmandu with China Southern Airlines, flight was full. The crew were efficient and very pleasant and cheerful, and the dinner service was prompt. The staff lifted our luggage into the overhead lockers and even took it down after the touch down. That is a rare and welcome assistance nowadays. The seat was a standard economy class seat, comfortable enough as long as one is not very tall or wide. A small note on advantage of China Southern frequent flyer silver card holders. Even when flying economy, silver card holders can use a lounge at Guangzhou airport, whereas with most of the other airline one must have a gold card.",Economy Class,4,5,4,,5,yes,449,,Solo Leisure,Guangzhou to Kathmandu,September 2015,5,,China Southern Airlines,China
2015-09-18,"""ground service needs improvement""",4,"The China Southern Airlines ground service needs improvement on the customer service. The A330 aircraft is average. I was expecting toys for our children, but nothing. The food was below average, the good thing about the airline is the IFE. Then transfer at Guangzhou to Jinan to an A320, the aircraft was quite dirty and the food was not good. Returning to Melbourne, both the aircraft, an A330-300 and A321 are fairly new and clean, but still the food wasn't great.",Economy Class,2,2,2,4,3,no,450,A330 / A320/321,Family Leisure,Melbourne to Jinan via CAN,September 2015,1,,China Southern Airlines,China
2015-09-18,"""crew service is very attentive, enthusiastic""",8,"I chose Chinese Southern Airlines for my wife and I to travel from Hong Kong to Guangzhou back to Los Angeles. Flight delays, but China Southern Airlines ground staff do not advise what reason, and the answer is not uniform, which made me very angry. We still don't know the reason for the delay. The VIP lounge and entertainment facilities are very small. I was gratified that the cabin crew service is very attentive, enthusiastic, and helped me choose to the meal.",First Class,4,5,4,3,3,yes,451,A380,Family Leisure,Guangzhou to Los Angeles,September 2015,3,,China Southern Airlines,China
2015-09-20,"""would definitely fly China Southern again""",9,"AKL to CAN was on China Southern Airlines A330, CAN to LHR on Boeing 787. Entertainment was not extensive but sufficient and selection of meals was limited in that some of the choices were not available which is surprising given that we were in business class. Only other negative was baggage handling - 3 of us travelling and only one bag came out with Priority at LHR - priority tags went missing on the other 2 bags. And now the positives - crew were wonderful on both legs - attentive and helpful. Food that we selected was delicious. Crew continually filled glasses with drinks (champagne and tea). Lie flat beds are a god send on a long journey and were comfortable - the 787 bed was slightly wider and the cabin itself was superior. All in all, great value for money - my wife and myself would definitely fly China Southern again.",Business Class,5,5,5,4,5,yes,452,Boeing 787,Couple Leisure,AKL to LHR via CAN,September 2015,4,,China Southern Airlines,China
2015-09-21,"""as good a value as I have found""",9,"I flew China Southern Airlines First Class on an A380. The suite was very comfortable. The quality of the food was good, but not up to First Class on European carriers. The wine was acceptable and service was excellent. The English competence of the flight attendants was not a problem, and their language skills have improved since my first flight with China Southern three years ago. China Southern First and Business on transcontinental routes are as good a value as I have found.",First Class,5,5,4,4,5,yes,453,A380,Solo Leisure,Los Angeles to Guangzhou,September 2015,5,,China Southern Airlines,China
2015-09-23,""" would recommend China Southern""",9,"China Southern Airlines on our return trip from Auckland to Heathrow via Guangzhou was good, although a couple of the seats in Business Class need attention. Mine and one other was faulty and cabin crew had to work to free them up to recline etc. There were one or two occasions when certain choices on the menu were not available, in spite of us being among the first to be served after the first class passengers. Also we always enjoy a brandy on our long haul flights, and on the return journey they did not have any. The flat beds were marvellous, the cabin staff who looked after us was excellent, and could not do enough to make our journey a good one. So would definitely recommend China Southern Airlines. 
    ⚑ China Southern Ranking",Business Class,5,5,4,4,5,yes,454,Boeing 787,Business,AKL to LHR via CAN,September 2015,4,,China Southern Airlines,China
2015-09-24,"""very attentive and dedicated cabin staff""",9,"Have flown China Southern on this route a few times, and this trip in First class was one of the best to date. Skyteam lounge at T4 Heathrow is tired and grubby nowadays, and staff service is almost zero, and cafes in the main terminal are just as nice. Onboard, China Southern Airlines first class cabin on the Boeing 787 is a small with just 4 seats. I was served by very attentive and dedicated cabin staff, whose English skills were actually very good, and they were enthusiastic to interact and chat. The seat was made up to a nice bed with sheet, blankets and extra pillows (plus great pyjamas). I had a good sleep, with the exception that Boeing 787 window tint does not work properly, and sun can stream into the cabin even on max darkness for the window (this is the same for all B787's on different airlines I've flown). The meals served out of London are fabulous, and the best across the China Southern route network - had a dinner after take-off and breakfast before arrival into Guangzhou. IFE is okay, not the best, but much improved on earlier years and quite a few Hollywood / western movies to watch. Flight arrived early, and luckily I had priority lane through immigration as Guangzhou airport was busy and chaos at main immigration counters.
    ⚑ China Southern Ranking",First Class,4,5,5,4,5,yes,455,Boeing 787,Business,LHR to CAN,September 2015,4,,China Southern Airlines,China
2015-09-26,"""aircraft clean and crew were attentive""",8,"A domestic China Southern Airlines flight from Beijing to Shenzhen, it was a nice trip although it was a little late. Flew business class and the ground staff were kind. The lounge in Beijing Capital Airport was good, provided food and beverage. Aircraft was clean and the crew were attentive. Seats are comfortable. The inflight entertainment was limited. ",Business Class,5,5,4,2,5,yes,456,A330,Business,Beijing to Shenzhen,September 2015,5,,China Southern Airlines,China
2015-09-27,"""extremely courteous and pleasant """,9,"I took the China Southern Airlines flight from Wuhan to San Francisco. The business class cabin and crew at China Southern compared favorably to some of the most renowned airlines. The ladies greeted me with smiles and were constantly working, extremely courteous and pleasant to talk to. The food was excellent. However, the China Southern Airlines ground staff was not performing at the same level, evidenced by slow processing of luggage and lack of professionalism.",Business Class,5,5,5,4,5,yes,457,Boeing 787,Business,Wuhan to San Francisco,September 2015,2,,China Southern Airlines,China
2015-09-30,"""ticket fare is the cheapest""",9,"Guangzhou to London with China Southern Airlines in Economy Class, in September. The seat is not big enough, but the flight is on time with good food and beverage, and fairly good service on the plane. The most important is the ticket fare is the cheapest comparing to those offered by another airlines, actually it is a good value for the money. I recommend the China Southern Airlines.",Economy Class,4,5,5,4,5,yes,458,,Solo Leisure,Guangzhou to London,September 2015,4,,China Southern Airlines,China
2015-10-02,"""staff laughing at our distress""",2,"China Southern Airlines from Vancouver to Bali and got delayed in Guangzhou for 36 hours for unknown reasons. Missed our connecting flight to Bali because of this (as well as two days of our vacation and two nights paid hotel) and were not given any help or guidance whatsoever on how or when we would be put on a new flight to Denpasar from Guangzhou. Experienced the rudest staff ever - from staff laughing at our distress, to just looking at us and walking away when we asked for help. We had to use our mobile data plans to find alternative flights online (because they told us there were no flights out for three days), and then were forced to wait in line for three hours to demand they put us on one of the several flight paths available. Then, had to fly through Guangzhou again on the way back from Bali and our flight was delayed hours yet again for unknown reasons. Any time we ask about compensation for our time and money wasted we get blank stares, or told to talk to someone else.",Economy Class,1,2,1,2,1,no,459,,Solo Leisure,YVR to DPS via CAN,October 2015,1,1,China Southern Airlines,China
2015-10-02,"""cabin crew is excellent""",8,"I had a good experience with China Southern Airlines, especially becouse they upgraded to Premium Economy (I guess because flight was full and I´m a gold Skyteam member). China Southern have a lot of new airplanes which are clean and service of cabin crew is excellent. Nevertheless I suggest to improve the online service for non Chinese people. To manage their web side is really difficult and normally you can not add your preferences before to the airport. In addition I also suggest to improve their European food served onboard flights.",Premium Economy,4,5,3,3,4,yes,460,A330-200,Business,Guangzhou to Paris,September 2015,4,,China Southern Airlines,China
2015-10-02,"""staff speaks almost no English""",1,"The China Southern Airlines flight from Shanghai Pudong to Incheon to ICN takes 1.5 hours. First they changed schedule and made the flight departure 2 hours later. Came to the airport in-time to find out that it is delayed for an hour more. No announcements and no information. Finally the delay was more than 3 hours without any excuses or reasons. Onboard the seats are uncomfortable, the cabin staff speaks almost no English, and the food was terrible. ",Economy Class,1,2,1,,1,no,461,A320,Solo Leisure,PVG to ICN,September 2015,1,,China Southern Airlines,China
2015-10-04,"""attendant service is quite good""",7,"I flew China Southern Airlines from Guangzhou to New York and found that there is a gap between their meals and other airlines. The food choices are not many, especially vegetarian, and you need to book that in in advance. The lounges are very comfortable. Their flight attendant service is quite good, service was very friendly, very cordial. My friend was sat in economy class, and she told me that it is not particularly comfortable due to the width of the seat.",Business Class,3,5,3,3,3,yes,462,Boeing 777-300ER,Solo Leisure,CTU to JFK via CAN,October 2015,2,,China Southern Airlines,China
